Pièce,Perso principal,genre,Première apparition,Fréquence(scène),Fréquence(répliques),Confrontation
boursault-marie-stuard,#norfolk,Tragédie,TODO,0.40625,0.2840646651270208,0.19117647058823528
boursault-medecin-volant,#fernand,Comédie,TODO,0.76,0.25925925925925924,0.3076923076923077
boursault-mort-vivant,#lazarille,Comédie,TODO,0.65,0.23001776198934282,0.22580645161290322
boursault-mots-a-la-mode,#madame-josse,Comédie,TODO,0.8666666666666667,0.1696035242290749,0.1721311475409836
boursault-poisson-la-rissole-et-merlin,#merlin,Scène,TODO,1.0,0.3263157894736842,0.5
boursault-portrait-du-peintre,#damis,Comédie,TODO,0.7777777777777778,0.16899441340782123,0.16666666666666666
boursault-satire-des-satires,#emilie,Comédie,TODO,1.0,0.2183794466403162,0.21739130434782608
boyer-agamemnon,#agamemnon,Tragédie,TODO,0.4473684210526316,0.24605493863237873,0.22058823529411764
boyer-amours-jupiter-semele,#semele,Tragédie,TODO,0.45,0.2228103946102021,0.15789473684210525
boyer-aristodeme,#alcidamas,Tragédie,TODO,0.5652173913043478,0.2643598615916955,0.1864406779661017
boyer-artaxerce,#le-roi,Tragédie,TODO,0.4375,0.24007330482590103,0.21428571428571427
boyer-clotilde,#deuthere,Tragédie,TODO,0.46153846153846156,0.22960429897410845,0.20238095238095238
boyer-federic,#le-roi,Tragi-comédie,TODO,0.358974358974359,0.2304751501911524,0.15178571428571427
boyer-jeune-marius,#cecilie,Tragédie,TODO,0.6785714285714286,0.28390993959362987,0.32857142857142857
boyer-judith,#misaël,Tragédie,TODO,0.4444444444444444,0.23201555411535968,0.20535714285714285
boyer-lisimene,#silvanire,Pastorale,TODO,0.3684210526315789,0.1673866090712743,0.11363636363636363
boyer-mort-enfants-brute,#tite,Tragédie,TODO,0.6521739130434783,0.21011673151750973,0.1951219512195122
boyer-oropaste,#hesione,Tragédie,TODO,0.5,0.1432408236347359,0.19318181818181818
boyer-porcie-romaine,#porcie,Tragédie,TODO,0.5416666666666666,0.3662754786905497,0.25
boyer-porus,#argire,Tragédie,TODO,0.5185185185185185,0.15038945476333135,0.1650943396226415
boyer-tiridate,#oronte,Tragédie,TODO,0.4375,0.1788116591928251,0.16379310344827586
boyera-caton,#portius,Tragédie,TODO,0.27906976744186046,0.0,0.10655737704918032
brecourt-la-noce-de-village,#colin,Comédie,TODO,1.0,0.3841059602649007,0.16477272727272727
brecourt-ombre-de-moliere,#pluton,Comédie,TODO,0.8,1.0,0.22794117647058823
brohan-compter-sans-son-hote,#la-duchesse,Proverbe,TODO,0.7,1.0,0.3333333333333333
brohan-qui-femme-a-guerre-a,#le-comte,Proverbe,TODO,0.8333333333333334,0.0,0.4
brosse-aveugle-clairvoyant,#cleanthe,Comédie,TODO,0.5151515151515151,0.34630795649685175,0.21176470588235294
brosse-turne,#lavinie,Tragédie,TODO,0.5862068965517241,0.13744654856444716,0.20930232558139536
brueys-empiriques,#marton,Comédie,TODO,0.6774193548387096,0.0,0.1897810218978102
brueys-l-opiniatre,#toinon,Comédie,TODO,0.7407407407407407,0.22267871815940837,0.1807909604519774
brueys-les-embarras-du-derriere-du-theatre,#madame-luce,Comédie,TODO,0.4117647058823529,0.0,0.1118421052631579
brueys-palaprat-avocat-patelin,#monsieur-patelin,Comédie,TODO,0.6923076923076923,0.0,0.22058823529411764
brueys-palaprat-le-concert-ridicule,#javote,Comédie,TODO,0.8181818181818182,0.0,0.18072289156626506
bruleboeuf-racine-chez-corneille,#thomas,Comédie,TODO,0.7142857142857143,0.1461187214611872,0.1686046511627907
busnach-chateau-yquem,#madame-d-aigrefeuille,Comédie,TODO,0.8571428571428571,0.0,0.3392857142857143
busnach-la-claque-la-claque,#collodion,Folie-Revue,TODO,0.8888888888888888,0.008016032064128256,0.15217391304347827
cadet-gassicourt-souper-de-moliere,#mignard,Fait historique,TODO,0.7857142857142857,0.1276595744680851,0.11336032388663968
cahusac-l-algerien,#d-oberval,Comédie ballet,TODO,0.4230769230769231,0.14546525323910484,0.07303370786516854
cahusac-zoroastre,#zoroastre,Opéra,TODO,0.4594594594594595,0.19291819291819293,0.16822429906542055
cailhava-egoisme,#philemon,Comédie,TODO,0.3888888888888889,0.2682926829268293,0.12195121951219512
cailleau-tragedies-voltaire,#oedipe,Tragédie,TODO,1.0,0.045454545454545456,0.09445843828715365
caminade-chatenay-alcidiade,#alcibiade,Tragédie,TODO,0.3695652173913043,0.30071599045346065,0.2
campan-deux-educations,#madame-de-furville,Proverbe,TODO,0.75,0.0,0.203125
campan-ferme-partagee,#louise,Proverbe,TODO,0.5,0.0,0.17857142857142858
campistron-achille,#achille,Tragédie en musique,TODO,0.4117647058823529,0.17613636363636365,0.09433962264150944
campistron-acis-galathee,#galatee,Pastorale héroïque,TODO,0.4642857142857143,0.2379421221864952,0.13414634146341464
campistron-adrien,#valerie,Tragédie,TODO,0.696969696969697,0.3960077269800386,0.34615384615384615
campistron-aetius,#aetius,Tragédie,TODO,0.5,0.4168026101141925,0.2222222222222222
campistron-alcibiade,#alcibiade,Tragédie,TODO,0.5161290322580645,0.3548597521200261,0.25
campistron-andronic,#andronic,Tragédie,TODO,0.5555555555555556,0.36078965282505104,0.2702702702702703
campistron-arminiusc,#segeste,Tragédie,TODO,0.4444444444444444,0.23845193508114856,0.16666666666666666
campistron-juba,#barce,Tragédie,TODO,0.6538461538461539,0.26879861711322384,0.30303030303030304
campistron-phocion,#chrisis,Tragédie,TODO,0.41935483870967744,0.21367521367521367,0.25675675675675674
campistron-pompeia,#pompeia,Tragédie,TODO,0.5945945945945946,0.29881862404447534,0.28888888888888886
campistron-tachmas,#negare,Tragédie,TODO,0.42857142857142855,0.2605932203389831,0.25
campistron-tiridate,#tiridate,Tragédie,TODO,0.5,0.34375,0.19
campistron-virginie,#plautie,Tragédie,TODO,0.5161290322580645,0.19033047735618114,0.23333333333333334
carbon-de-flins-mari-directeur,#dorval,Comédie,TODO,0.75,0.2412280701754386,0.07692307692307693
carbon-de-flins-reveil-epimenide,#epimenide,Comédie,TODO,0.85,0.22130177514792898,0.1361111111111111
carcassonne-compliment,#renee,Comédie,TODO,0.8,0.0,0.2222222222222222
carcassonne-en-chine,#mademoiselle-laure,Comédie,TODO,0.8666666666666667,0.4093686354378819,0.3108108108108108
carcassonne-le-dame-en-noir,#pierre,Comédie,TODO,1.0,0.0,0.3888888888888889
carcassonne-le-docteur-sourabaya,#roger,Comédie,TODO,0.8,0.0,0.13636363636363635
carcassonne-le-mariage-des-fleurs,#la-rose,Comédie,TODO,0.6363636363636364,0.28134556574923547,0.060126582278481014
carcassonne-le-petit-pretentieux,#georges,Comédie,TODO,0.75,0.0,0.21052631578947367
carcassonne-le-rondeau,#berthe,Comédie,TODO,0.8333333333333334,0.0,0.20454545454545456
carcassonne-les-defauts-de-paul,#paul,Comédie,TODO,0.8571428571428571,0.0,0.32142857142857145
carcassonne-les-heures,#helene,Comédie,TODO,1.0,0.0,0.5
carcassonne-roi-et-reine,#isabelle,Comédie,TODO,1.0,0.0,0.5
carcassonne-rose-et-rosette,#rosette,Comédie,TODO,1.0,0.0,0.3333333333333333
carcassonne-un-duel,#alfred,Comédie,TODO,1.0,0.0,0.19148936170212766
carmontelle-a-bon-chat-bon-rat,#madame-savon,Proverbe,TODO,0.65,0.0,0.17518248175182483
carmontelle-a-trompeur-trompeur-et-demi,#monsieur-du-bouloir,Proverbe,TODO,1.0,0.0,0.3333333333333333
carmontelle-abbe-de-coure-diner,#l-abbe,Proverbe,TODO,0.5384615384615384,0.0,0.23809523809523808
carmontelle-abbe-de-platre,#monsieur-de-saint-ival,Comédie,TODO,0.6666666666666666,1.0,0.21568627450980393
carmontelle-almenorade,#almenorade,Proverbe,TODO,0.8,0.34306569343065696,0.25
carmontelle-apres-dinee,#madame-de-vernant,Proverbe,TODO,1.0,0.0,0.3157894736842105
carmontelle-auteur-avantageux,#le-chevalier,Proverbe,TODO,1.0,0.0,0.375
carmontelle-aveugle-avare,#monsieur-savoneau,Proverbe,TODO,1.0,0.0,0.4
carmontelle-avocat-chansonnier,#monsieur-de-la-barre,Proverbe,TODO,1.0,0.859375,0.4375
carmontelle-avocat-consultant,#monsieur-de-saint-hilaire,Proverbe,TODO,1.0,0.0,0.4
carmontelle-bal,#monsieur-de-clervaut,Proverbe,TODO,0.8888888888888888,0.0,0.36666666666666664
carmontelle-bons,#monsieur-degrantier,Proverbe,TODO,1.0,0.0,0.34782608695652173
carmontelle-boudoir,#sophie,Proverbe,TODO,0.8,0.0,0.25
carmontelle-cafe-borgne,#monsieur-trepanillac,Proverbe,TODO,1.0,0.0,0.22727272727272727
carmontelle-chanteur-italien,#monsieur-de-saint-hygin,Proverbe,TODO,1.0,0.0,0.2857142857142857
carmontelle-chapon-au-gro-sel,#monsieur-despres,Proverbe,TODO,1.0,0.0,0.28125
carmontelle-chasseur-joueurs,#clerac,Proverbe,TODO,0.75,0.0,0.35714285714285715
carmontelle-condamnez-sans-entendre,#le-marquis,Proverbe,TODO,0.5454545454545454,0.0,0.21428571428571427
carmontelle-desesperes-de-l-opera,#monsieur-pillier,Proverbe,TODO,1.0,0.0,0.4
carmontelle-deux-amis,#rasignac,Proverbe,TODO,1.0,0.0,0.4
carmontelle-deux-anglais,#wittham,Proverbe,TODO,1.0,0.0,0.5
carmontelle-deux-auteurs,#monsieur-le-gris,Proverbe,TODO,1.0,0.34579439252336447,0.5
carmontelle-deux-chapeaux,#madame-de-brecourt,Proverbe,TODO,1.0,0.0,0.5
carmontelle-diamant,#henriette,Proverbe,TODO,0.6363636363636364,0.0,0.22580645161290322
carmontelle-ecrivain,#mademoiselle-janneton,Proverbe,TODO,0.8333333333333334,0.0,0.2777777777777778
carmontelle-enrage,#le-comte,Proverbe,TODO,1.0,0.0,0.39285714285714285
carmontelle-etranger,#monsieur-trotberg,Proverbe,TODO,1.0,0.0,0.34375
carmontelle-faux-empoisonnement,#la-marquise,Proverbe,TODO,0.7692307692307693,0.0,0.32608695652173914
carmontelle-faux-indifferents,#le-chevalier,Proverbe,TODO,0.8333333333333334,0.0,0.375
carmontelle-fous,#monsieur-dissonant,Proverbe,TODO,1.0,0.8395061728395061,0.20689655172413793
carmontelle-histoire,#la-comtesse,Proverbe,TODO,1.0,0.0,0.16666666666666666
carmontelle-important,#saint-gratien,Proverbe,TODO,0.7142857142857143,0.0,0.25
carmontelle-l-auteur-et-l-amateur,#monsieur-deloureville,Proverbe,TODO,1.0,0.6285714285714286,0.375
carmontelle-l-homme-qui-craint-d-aimer,#le-chevalier,Proverbe,TODO,0.8,0.0,0.3333333333333333
carmontelle-la-chanoine-de-reims,#monsieur-colliger,Proverbe,TODO,0.8461538461538461,0.0,0.32142857142857145
carmontelle-la-fripon-orgueilleux,#madame-de-clersel,Proverbe,TODO,0.7272727272727273,0.0,0.24242424242424243
carmontelle-la-medaille-d-othon,#monsieur-deverberie,Proverbe,TODO,1.0,0.0,0.32142857142857145
carmontelle-la-permission-de-chasse,#monsieur-dugrepont,Proverbe,TODO,0.6666666666666666,0.0,0.3125
carmontelle-la-rose-rouge,#monsieur-brossart,Proverbe,TODO,0.9166666666666666,1.0,0.375
carmontelle-la-veste-brodee,#le-comte,Proverbe,TODO,0.75,0.0,0.34615384615384615
carmontelle-le-bavard,#le-commandeur,Proverbe,TODO,0.8,0.0,0.35714285714285715
carmontelle-le-boiteux,#grand-pierre,Proverbe,TODO,0.5625,0.0,0.19736842105263158
carmontelle-le-bon-mari,#le-vicomte,Proverbe,TODO,1.0,0.0,0.4375
carmontelle-le-chien-de-la-foire,#madame-de-grand-cour,Proverbe,TODO,1.0,0.0,0.14285714285714285
carmontelle-le-distrait,#le-marquis,Proverbe,TODO,1.0,1.0,0.3333333333333333
carmontelle-le-sot-heritier,#mademoiselle-de-precinat,Proverbe,TODO,0.7272727272727273,0.0,0.3055555555555556
carmontelle-le-veuf,#monsieur-d-erviere,Proverbe,TODO,1.0,0.0,0.2857142857142857
carmontelle-les-epoux-malheureux,#pauline,Proverbe,TODO,0.9166666666666666,0.0,0.2962962962962963
carmontelle-lievre,#monsieur-dubut,Proverbe,TODO,0.6363636363636364,0.0,0.23529411764705882
carmontelle-maitre-de-ballets,#monsieur-du-pas,Proverbe,TODO,1.0,0.0,0.375
carmontelle-mari-absent,#le-bailli,Proverbe,TODO,1.0,0.0,0.4
carmontelle-officier-du-gobelet,#monsieur-de-saint-brice,Proverbe,TODO,0.875,0.0,0.4375
carmontelle-pari,#monsieur-duval,Proverbe,TODO,1.0,0.0,0.23333333333333334
carmontelle-peintre-en-cul-de-sac,#monsieur-le-maire,Proverbe,TODO,0.8333333333333334,0.0,0.3333333333333333
carmontelle-petit-maitre-par-philosophie,#le-chevalier,Proverbe,TODO,1.0,0.0,0.4166666666666667
carmontelle-petit-poucet,#le-petit-poucet,Proverbe,TODO,0.8,0.0,0.16666666666666666
carmontelle-pleureurs-d-homere,#monsieur-delepine,Proverbe,TODO,1.0,0.0,0.25
carmontelle-portrait,#monsieur-bernard,Proverbe,TODO,0.7272727272727273,0.0,0.18421052631578946
carmontelle-poulet,#monsieur-d-orville,Proverbe,TODO,1.0,0.0,0.2916666666666667
carmontelle-recommandation,#monsieur-de-la-bruyere,Proverbe,TODO,1.0,0.0,0.3181818181818182
carmontelle-secondes-loges,#monsieur-morandal,Proverbe,TODO,1.0,0.0,0.1935483870967742
carmontelle-seigneur-auteur,#le-duc,Proverbe,TODO,1.0,0.5365853658536586,0.25
carmontelle-sortie-de-la-comedie,#madame-de-vermont,Proverbe,TODO,1.0,0.0,0.1
carmontelle-sourd,#mademoiselle-de-l-orme,Proverbe,TODO,1.0,0.0,0.22340425531914893
carmontelle-statue,#le-marquis,Proverbe,TODO,0.5454545454545454,0.0,0.21428571428571427
carmontelle-suisse-de-porte,#le-baron,Proverbe,TODO,0.8333333333333334,0.0,0.2916666666666667
carmontelle-suisse-malade,#le-major,Proverbe,TODO,0.7,0.0,0.21666666666666667
carmontelle-veuve-avare,#monsieur-du-bouloir,Proverbe,TODO,1.0,0.0,0.3333333333333333
carmontelle-voyageurs,#madame-rougeau,Proverbe,TODO,0.7777777777777778,0.0,0.18181818181818182
carmontellle-dame-jeanne,#monsieur-raisin,Proverbe,TODO,0.7777777777777778,0.0,0.23684210526315788
carrance-choix-d-un-mari,#irene,Comédie,TODO,0.6428571428571429,0.0,0.22413793103448276
carrance-l-emeraude,#la-comtesse,Comédie,TODO,0.8181818181818182,0.0,0.5
carrance-le-camelia,#claire,Comédie,TODO,0.8571428571428571,0.0,0.29310344827586204
carrance-maison-a-louer,#marthe,Comédie,TODO,0.8823529411764706,0.8545454545454545,0.4
carrance-vingt-minutes-d-arret,#pierre,Comédie,TODO,0.5333333333333333,0.0,0.1509433962264151
carriere-doisin-cafe-litteraire,#parnassot,Comédie,TODO,0.75,0.0,0.1
carriere-doisin-journee-de-titus,#d-alfons,Drame,TODO,0.7058823529411765,0.0,0.17613636363636365
carrion-nizas-dialogue-entre-la-maire-de-rodez-et-un-marguillier,#le-marguillier,Dialogue,TODO,1.0,0.6359832635983264,0.5
carrion-nizas-pierre-le-grand,#pierre,Tragédie,TODO,0.43902439024390244,0.2929178470254957,0.1619718309859155
caylus-appareilleuse,#madame-amboisel,Comédie,TODO,1.0,0.0,0.375
caylus-bordel,#valentin,Comédie,TODO,0.6153846153846154,0.0,0.16666666666666666
ceillier-cousin-edgar,#clemence,Comédie,TODO,0.8181818181818182,0.0,0.2734375
cerou-amant-auteur,#eraste,Comédie,TODO,0.7222222222222222,0.7272727272727273,0.24468085106382978
chabanon-eudoxie,#eudoxie,Tragédie,TODO,0.8709677419354839,0.4100817438692098,0.39705882352941174
chabanon-faux-noble,#le-marquis,Comédie,TODO,0.6071428571428571,0.3157333333333333,0.24766355140186916
chabanon-toison-d-or,#medee,Tragédie lyrique,TODO,0.7777777777777778,0.42589437819420783,0.23
chalmeton-la-mort-c-est-la-vie,#l-homme,Dialogue,TODO,1.0,0.28502415458937197,0.5
chamfort-la-jeune-indienne,#belton,Comédie,TODO,0.8,0.35173501577287064,0.275
chamfort-mustapha-zeangir,#zeangir,Tragédie,TODO,0.5161290322580645,0.1965188096574958,0.22916666666666666
champmesle-coupe-enchantee,#josselin,Comédie,TODO,0.7368421052631579,0.0,0.1792452830188679
champmesle-fragments-de-moliere,#gusman,Comédie,TODO,0.5833333333333334,0.0,0.25
champrepus-ulysse,#ulysse,Tragédie,TODO,0.6363636363636364,0.29012875536480687,0.23809523809523808
chappuzeau-armetzar,#armetzar,Tragi-comédie,TODO,0.46875,0.24608076009501187,0.14634146341463414
chapuzeau-geneve-delivree,#d-albigny,Comédie,TODO,0.5,0.195852534562212,0.2222222222222222
charles-adolphe-masson-le-tir-au-pistolet,#duchatel,Vaudeville,TODO,0.5333333333333333,0.16615384615384615,0.09740259740259741
chauvin-commencement-de-la-fin,#gontran,Comédie,TODO,1.0,1.0,0.5
chazet-dubois-moliere-chez-ninon,#ninon,Comédie,TODO,0.6875,0.3178082191780822,0.1392857142857143
chazet-dupaty-arlequin-journaliste,#gilles,Comédie,TODO,0.6,0.13970588235294118,0.16129032258064516
chazet-gassicourt-finot,#taxe,Proverbe,TODO,0.6923076923076923,0.2,0.19318181818181818
chenier-charles-ix,#la-reine-mere,Tragédie,TODO,0.6666666666666666,0.1808634772462077,0.22666666666666666
cheron-homme-a-bonnes-fortunes,#valsain,Comédie,TODO,0.6226415094339622,0.29466950959488275,0.24342105263157895
chevalier-amours-de-calotin,#ragotin,Comédie,TODO,0.4782608695652174,0.08996212121212122,0.07874015748031496
chevalier-barbons-amoureux,#guillot,Comédie,TODO,0.64,0.4343649946638207,0.19375
chevalier-cartel-de-guillot,#guillot,Comédie,TODO,0.8888888888888888,0.41219158200290273,0.32142857142857145
chevalier-desolation-des-filous,#guillot,Comédie,TODO,0.6363636363636364,0.4672131147540984,0.15
chevalier-disgrace-des-domestiques,#fabrice,Comédie,TODO,0.5833333333333334,0.2655367231638418,0.21052631578947367
chevalier-galants-ridicules,#ragotin,Comédie,TODO,0.625,0.22976878612716764,0.22916666666666666
chevalier-intrigue-des-carrosses,#guillot,Comédie,TODO,0.4782608695652174,0.29273084479371314,0.18840579710144928
chevalier-pedagogue-amoureux,#isidore,Comédie,TODO,0.4222222222222222,0.2862950058072009,0.144
chevreau-avocat-dupe,#polydas,Comédie,TODO,0.5357142857142857,0.28451882845188287,0.16417910447761194
chevreau-coriolan,#coriolan,Tragédie,TODO,0.5555555555555556,0.2726017943409248,0.19047619047619047
chevreau-la-lucrece-romaine,#colatin,Tragédie,TODO,0.34782608695652173,0.11414077362079898,0.15555555555555556
cinq-auteurs-aveugle-de-smyrne,#atlante,Comédie,TODO,0.9,0.26540284360189575,0.21171171171171171
cinq-auteurs-comedie-des-tuileries,#aglante,Comédie,TODO,0.41379310344827586,0.24084507042253522,0.12162162162162163
clairville-siraudin-moreau-la-societe-du-doigt-dans-l-oeil,#corniquet,Comédie-vaudeville,TODO,0.8333333333333334,0.453125,0.27450980392156865
claretie-valentin,#la-comtesse,Comédie,TODO,1.0,0.0,0.4
clemenceau-le-voile-du-bonheur,#tchang-i,Pièce,TODO,0.8666666666666667,0.0,0.2916666666666667
colardeau-astarbe,#leuxis,Tragédie,TODO,0.4482758620689655,0.13812154696132597,0.20689655172413793
colle-accidents,#la-comtesse,Comédie,TODO,0.56,0.0,0.2
colle-alfonse,#alcimadure,Comédie,TODO,0.6363636363636364,0.453781512605042,0.35714285714285715
colle-cocatrix,#amatrox,Comédie,TODO,1.0,0.6238938053097345,0.5
colle-esperance,#la-parade,Prologue,TODO,1.0,0.172,0.25
colle-ile-sonnante,#vivatche,Opéra comique,TODO,0.39473684210526316,0.28614008941877794,0.15217391304347827
colle-l-amant-anonyme,#leontine,Comédie,TODO,0.7142857142857143,0.0,0.21428571428571427
colle-scenes-detachees-de-la-guinguette,#le-perruquier,Scènes,TODO,1.0,0.0,0.2777777777777778
colle-tanzai-et-neadarne,#moustache,Tragi-comédie,TODO,1.0,0.25970873786407767,0.3333333333333333
collet-l-ile-deserte,#silvie,Comédie,TODO,0.5,0.27184466019417475,0.2619047619047619
colleville-sophie-derville,#sophie,Comédie,TODO,0.5454545454545454,0.0,0.3
constant-wallstein,#wallstein,Tragédie,TODO,0.5,0.3046901745977405,0.17857142857142858
corneillep-agesilas,#agesilas,Tragédie,TODO,0.4482758620689655,0.21382189239332097,0.1951219512195122
corneillep-andromede,#andromede,Tragédie,TODO,0.4,0.1645493042952208,0.12083333333333333
corneillep-attila,#honorie,Tragédie,TODO,0.48148148148148145,0.1900600764609503,0.22972972972972974
corneillep-cid-37,#chimene,Tragi-comédie,TODO,0.46875,0.25216919739696314,0.20833333333333334
corneillep-cid,#chimene,Tragédie,TODO,0.46875,0.24972436604189635,0.21818181818181817
corneillep-cinna-43,#emilie,Tragédie,TODO,0.5,0.22676991150442477,0.20833333333333334
corneillep-cinna,#emilie,Tragédie,TODO,0.5,0.21626106194690264,0.20833333333333334
corneillep-clitandre,#dorise,Tragédie,TODO,0.34285714285714286,0.1360095865787897,0.17424242424242425
corneillep-don-sanche,#isabelle,Comédie héroïque,TODO,0.5185185185185185,0.27287319422150885,0.17307692307692307
corneillep-galerie-du-palais,#hippolyte,Comédie,TODO,0.3888888888888889,0.1759010220548682,0.14285714285714285
corneillep-heraclius,#heraclius,Tragédie,TODO,0.4642857142857143,0.21128948731227343,0.18072289156626506
corneillep-horace,#camille,Tragédie,TODO,0.42857142857142855,0.16482300884955753,0.17307692307692307
corneillep-illusion-comique,#clindor,Comédie,TODO,0.4,0.17806670435274166,0.18840579710144928
corneillep-medee-39,#jason,Tragédie,TODO,0.4,0.24617268830373545,0.1896551724137931
corneillep-medee,#medee,Tragédie,TODO,0.4230769230769231,0.330630068621335,0.15517241379310345
corneillep-melite-33,#eraste,Comédie,TODO,0.4594594594594595,0.272943414170233,0.18181818181818182
corneillep-melite,#eraste,Comédie,TODO,0.45714285714285713,0.2562070787110407,0.15625
corneillep-menteur,#dorante,Comédie,TODO,0.6944444444444444,0.3739174732552216,0.24468085106382978
corneillep-mort-pompee,#cleopatre,Tragédie,TODO,0.45454545454545453,0.19617486338797815,0.1744186046511628
corneillep-nicomede,#arsinoe,Tragédie,TODO,0.46875,0.18320209973753282,0.19014084507042253
corneillep-oedipe,#oedipe,Tragédie,TODO,0.5357142857142857,0.2618577075098814,0.19811320754716982
corneillep-othon,#plautine,Tragédie,TODO,0.43333333333333335,0.17230443974630022,0.15517241379310345
corneillep-pertharite,#grimoald,Tragédie,TODO,0.6153846153846154,0.26015831134564643,0.2636363636363636
corneillep-place-royale,#philis,Comédie,TODO,0.4444444444444444,0.21314741035856574,0.25
corneillep-polyeucte,#pauline,Tragédie,TODO,0.6296296296296297,0.29213483146067415,0.29411764705882354
corneillep-pulcherie,#pulcherie,Comédie héroïque,TODO,0.56,0.3542354235423542,0.25
corneillep-rodogune,#antiochus,Tragédie,TODO,0.46153846153846156,0.235574377977766,0.22972972972972974
corneillep-sertorius,#viriate,Tragédie,TODO,0.45454545454545453,0.24457892082702976,0.19444444444444445
corneillep-sophonisbe,#sophonisbe,Tragédie,TODO,0.5714285714285714,0.3354908306364617,0.24390243902439024
corneillep-suite-menteur,#dorante,Comédie,TODO,0.7741935483870968,0.27566265060240963,0.28
corneillep-suivante,#amarante,Comédie,TODO,0.40425531914893614,0.18685714285714286,0.1836734693877551
corneillep-surena,#eurydice,Tragédie,TODO,0.6666666666666666,0.3219592735277931,0.3181818181818182
corneillep-theodore,#placide,Tragédie,TODO,0.3870967741935484,0.26889460154241646,0.17
corneillep-tite,#tite,Comédie héroïque,TODO,0.52,0.23869900771775082,0.24193548387096775
corneillep-toison,#jason,Tragédie,TODO,0.4117647058823529,0.14827890556045895,0.125
corneillep-veuve-34,#philiste,Comédie,TODO,0.4,0.2269116186693148,0.18181818181818182
corneillep-veuve,#philiste,Comédie,TODO,0.4146341463414634,0.24593395761458847,0.19078947368421054
corneillet-amour-a-la-mode,#oronte,Comédie,TODO,0.6428571428571429,0.36268724466636404,0.22566371681415928
corneillet-antiochus,#antiochus,Tragi-comédie,TODO,0.64,0.32624510352546165,0.2804878048780488
corneillet-ariane,#ariane,Tragédie,TODO,0.7037037037037037,0.45718990120746433,0.3
corneillet-baron-d-albikrac,#lisette,Tragédie,TODO,0.675,0.1639702667249672,0.1952662721893491
corneillet-berenice,#philoclee,Tragédie,TODO,0.4375,0.11057692307692307,0.19230769230769232
corneillet-berger-extravagant,#lisis,Pastorale,TODO,0.6060606060606061,0.34755512943432404,0.14583333333333334
corneillet-bradamante,#roger,Tragédie,TODO,0.6666666666666666,0.33741007194244604,0.27941176470588236
corneillet-camma,#sinorix,Tragédie,TODO,0.5925925925925926,0.32954545454545453,0.21818181818181817
corneillet-charme-de-la-voix,#le-duc,Comédie,TODO,0.5641025641025641,0.24169921875,0.19230769230769232
corneillet-circe,#circe,Tragédie,TODO,0.43137254901960786,0.2237367021276596,0.09523809523809523
corneillet-comte-d-essex,#elisabeth,Tragédie,TODO,0.625,0.33353329334133175,0.2833333333333333
corneillet-comtesse-orgueil,#le-marquis,Comédie,TODO,0.5106382978723404,0.3327702702702703,0.16463414634146342
corneillet-darius,#megabise,Tragédie,TODO,0.5185185185185185,0.21470878578479763,0.20754716981132076
corneillet-dom-bertran-de-cigarral,#guzman,Comédie,TODO,0.627906976744186,0.1525810872544541,0.16273584905660377
corneillet-dom-cesar-d-avalos,#don-fernand,Comédie,TODO,0.6470588235294118,0.2206290471785384,0.18243243243243243
corneillet-engagements-du-hasard,#don-fadrique,Comédie,TODO,0.42105263157894735,0.20153061224489796,0.14772727272727273
corneillet-feint-astrologue,#don-fernand,Comédie,TODO,0.425531914893617,0.22778297474275022,0.18951612903225806
corneillet-festin-pierre,#sganarelle,Comédie,TODO,0.8571428571428571,0.28256346233874324,0.28823529411764703
corneillet-galant-double,#don-fernand,Comédie,TODO,0.7352941176470589,0.28161730136342267,0.2089041095890411
corneillet-geolier-de-sois-meme,#federic,Comédie,TODO,0.48484848484848486,0.188050930460333,0.16831683168316833
corneillet-illustres-ennemis,#don-lope,Comédie,TODO,0.5405405405405406,0.2573018080667594,0.1951219512195122
corneillet-inconnu,#la-comtesse,Comédie,TODO,0.65,0.2205372616984402,0.1596153846153846
corneillet-laodice,#ariarate,Tragédie,TODO,0.5714285714285714,0.25110864745011086,0.22826086956521738
corneillet-maximian,#maximian,Tragédie,TODO,0.6666666666666666,0.28255528255528256,0.25316455696202533
corneillet-medee,#medee,Opéra,TODO,0.5,0.28363324764353043,0.09126984126984126
corneillet-mort-annibal,#prusias,Tragédie,TODO,0.5,0.24129353233830847,0.171875
corneillet-mort-d-achille,#pyrrhus,Tragédie,TODO,0.56,0.22290847838293093,0.2571428571428571
corneillet-mort-empereur-commode,#marcia,Tragédie,TODO,0.53125,0.2486160040261701,0.24
corneillet-persee-demetrius,#erixene,Tragédie,TODO,0.5483870967741935,0.2050443717888837,0.2391304347826087
corneillet-pyrrhus,#deidamie,Tragédie,TODO,0.6666666666666666,0.19754832626119756,0.20481927710843373
corneillet-stlicon,#honorius,Tragédie,TODO,0.6129032258064516,0.27127409496944055,0.24242424242424243
corneillet-theodat,#amalasonte,Tragédie,TODO,0.6071428571428571,0.3223896663078579,0.25555555555555554
corneillet-timocrate,#eriphile,Tragédie,TODO,0.5333333333333333,0.2169811320754717,0.15714285714285714
coupigny-arlequin-jaloux,#arlequin,Comédie,TODO,0.64,0.0,0.2916666666666667
coupigny-barre-piis-desfontaines-hommage-racine,#petit-jean,Vaudeville,TODO,0.8571428571428571,0.24119241192411925,0.15079365079365079
courteline-a-huitaine,#l-avocat,Saynète,TODO,1.0,0.0,0.2
