Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play Doc_embedding,Closest distance Doc_embedding
labiche-legouve-cigale-chez-les-fourmis,legouve-ma-fille-et-mon-bien,0.0135,bonhomme-anicroche,0.0191,flaubert-le-candidat,0.0048
labiche-leroy-brulons-voltaire,labiche-michel-deux-timides,0.0104,labiche-jolly-baron-de-fourchevif,0.0177,labiche-jolly-baron-de-fourchevif,0.004
labiche-leroy-il-est-de-la-police,labiche-leroy-brulons-voltaire,0.0113,labiche-michel-deux-timides,0.0132,labiche-michel-deux-timides,0.0041
labiche-michel-deux-timides,labiche-leroy-brulons-voltaire,0.0104,siraudin-delacour-choler-apres-le-bal,0.0096,labiche-leroy-il-est-de-la-police,0.0041
laboullaye-cormon-corneille-rotrou,delavigne-comediens,0.0132,fournier-racine-a-uzes,0.0225,arago-mademoiselle-lange,0.0098
lafont-lesage-querelle-des-theatres,panard-le-magasin-des-modernes,0.0392,dorneval-lesage-opera-comique,0.0473,dorneval-lesage-opera-comique,0.0147
lafont-naufrage,romagnesi-riccoboni-sauvages,0.0139,guerin-de-bouscal-dom-quixote-2,0.0224,bruleboeuf-racine-chez-corneille,0.0064
lafont-trois-freres-rivaux,allainval-ecole-des-bourgeois,0.0101,allainval-ecole-des-bourgeois,0.0185,arago-mademoiselle-lange,0.0064
laforgue-noce-de-pierrot,rostand-cyrano,0.0278,siraudin-faction-de-nuit,0.0439,laforgue-nuit-de-noces,0.0279
laforgue-nuit-de-noces,rostand-cyrano,0.0357,zola-therese-raquin,0.042,carcassonne-le-rondeau,0.015
lagarde-l-hermitte-le-politicomane,billardon-de-sauvigny-vashington,0.0163,ronsin-ligues-des-fanatiques,0.0347,ronsin-ligues-des-fanatiques,0.0088
lagrange-chancel-amasis,lagrange-chancel-meleagre,0.0058,du-ryer-clitophon,0.0079,lagrange-chancel-meleagre,0.0019
lagrange-chancel-meleagre,campistron-tiridate,0.0051,corneillep-rodogune,0.0058,la-thuilerie-hercule,0.0018
lagrange-chancel-oreste,lagrange-chancel-amasis,0.0067,gresset-edouard-iii,0.0085,nadal-herode,0.0021
laignelot-agis,haren-agon,0.01,carrion-nizas-pierre-le-grand,0.0119,voltaire-fanatisme,0.0044
lambert-collaboration,blemont-petite-rosange,0.0095,cubieres-palmezeaux-mort-de-moliere-4a,0.0113,scribe-les-dervis,0.0045
lamy-barbier-janot-le-finaud,taconet-ecosseuses,0.0784,drault-le-mouchoir-de-chapuzot,0.0754,biez-le-premier-billet,0.0406
landois-silvie,nivelle-prejuge-a-la-mode,0.0095,dufresny-chevalier-joueur,0.0388,deslisle-arlequin-sauvage,0.005
lantier-impatient,regnard-distrait,0.0098,regnard-distrait,0.0129,racine-plaideurs,0.007
laujon-hero-leandre,regnard-carnaval-de-venise,0.0231,la-fontaine-astree,0.0286,voltaire-tanis-zelide,0.0143
launay-francais-chez-les-hurons,corneillep-suite-menteur,0.0086,regnard-democrite,0.0194,mercier-jenneval,0.0038
launay-la-lettre-rose,supersac-la-porte-est-close,0.0208,banville-le-beau-leandre,0.0271,hervilly-silence-dans-les-rangs,0.0114
le-boulanger-chalussay-elomire-hypocondre,gillet-campagnard,0.0085,gillet-deniaise,0.0085,moliere-facheux,0.0049
le-franc-didon,colardeau-astarbe,0.0073,voltaire-orphelin-de-la-chine,0.0103,legouve-polixene,0.0044
le-noble-cibisme,ecker-franc-macon-prisonnier,0.0371,la-calprenede-hermenegilde,0.0555,diderot-paradoxe-comedien,0.0139
le-noble-entretien-scarron-moliere,la-croix-guerre-comique,0.0294,anonyme-portier-du-parnasse,0.0311,sand-roi-attend,0.0111
le-senne-reveil-corneille,seneque-agamemnon,0.0424,cahusac-zoroastre,0.0774,eschyle-sept-contre-thebes,0.0266
le-tellier-dom-juan,hugo-ruy-blas,0.027,scarron-jodelet,0.0329,boissy-vie-est-un-songe,0.0166
le-vayer-grand-selim,jaquelin-soliman,0.0055,du-ryer-themistocle,0.0084,du-ryer-dynamis,0.0037
lebardin-au-clair-de-la-lune,busnach-la-claque-la-claque,0.0185,biancollelli-arlequin-gentilhomme,0.0287,regnard-joueur,0.0056
lebeau-de-schosne-assemblee,la-harpe-moliere,0.0107,bornier-quinze-janvier,0.0191,imbert-inauguration,0.0056
leclerc-iphigenie,gilbert-telephonte,0.0058,racine-iphigenie,0.0065,corneillep-rodogune,0.0025
leclercq-folle,brueys-palaprat-le-concert-ridicule,0.0148,diderot-piece-prologue,0.0292,marivaux-reunion-des-amours,0.0072
legouve-attilie,chabanon-eudoxie,0.0056,chamfort-mustapha-zeangir,0.0083,chamfort-mustapha-zeangir,0.0019
legouve-autour-d-un-berceau,supersac-la-porte-est-close,0.0216,barre-radet-desfontaines-colombine-mannequin,0.02,chauvin-commencement-de-la-fin,0.0074
legouve-eteocle,palissot-ninus,0.0067,ronsin-aretaphile,0.0098,la-harpe-philoctete,0.0034
legouve-laurence-orzano,crebillon-semiramis,0.0078,biancollelli-romagnesi-arcagambis,0.0086,voltaire-adelaide,0.0038
legouve-ma-fille-et-mon-bien,labiche-legouve-cigale-chez-les-fourmis,0.0135,labiche-legouve-cigale-chez-les-fourmis,0.0203,labiche-legouve-cigale-chez-les-fourmis,0.0081
legouve-polixene,aignan-polyxene,0.0053,voltaire-oreste,0.0104,le-franc-didon,0.0044
legouvee-fleur-de-tlemcen,hervilly-silence-dans-les-rangs,0.0284,bergeret-l-album,0.0288,labiche-legouve-cigale-chez-les-fourmis,0.0083
legrand-cartouche,barquebois-rapiniere,0.0107,rousseaujb-cafe,0.0201,dancourt-femme-d-intrigues,0.0033
legrand-famille-extravagante,marivaux-pere-prudent,0.0075,guibert-filles-a-marier,0.0112,andrieux-le-reve-du-mari,0.0037
legrand-nouveaute,poinsinet-cercle,0.0116,borde-gentilhomme-campagnard,0.031,dancourt-impromptu-suresnes,0.0044
legrand-plutus,boursault-esope,0.0072,boursault-esope,0.0092,corneillep-illusion-comique,0.0044
legrand-usurier-gentilhomme,lesage-crispin-rival-de-son-maitre,0.0099,dancourt-impromptu-de-garnison,0.023,moliere-medecin-malgre-lui,0.0044
lemercier-bavardes,bernardt-le-radeau-de-la-meduse,0.0249,beissier-ma-soeur-claire,0.0585,bonnetain-ma-poupee,0.0203
lemercier-la-maladroite,bilhaud-premier-amour,0.0445,lemercier-la-petite-princesse,0.0467,lemercier-oh-maman,0.0211
lemercier-la-petite-princesse,hervilly-laitiere,0.0281,anseaume-tableau-parlant,0.0332,feydeau-notre-futur,0.0092
lemercier-oh-maman,bonnetain-ma-poupee,0.0321,bonnetain-ma-poupee,0.0349,lemercier-la-maladroite,0.0211
lemerciere-carnot-malade,scribe-potemkin,0.1094,feydeau-le-volontaire,0.1119,adenis-homme-qui-ne-peut-pas-siffler,0.0578
lemerciere-l-enfant-la-vieille-et-le-baudet,feydeau-patte-en-l-air,0.0797,barriere-le-jardinier-et-son-seigneur,0.1081,dupaty-arlequin-tout-seul,0.0279
lemerciere-le-miracle-rate,anonyme-pardonneur,0.0711,coupigny-barre-piis-desfontaines-hommage-racine,0.1535,voltaire-fete-de-bellebat,0.0397
lemierre-artaxerce,saurin-amenophis,0.0061,saurin-amenophis,0.0074,boissy-vie-est-un-songe,0.0037
lemierre-guillaume-tell,constant-wallstein,0.0092,constant-wallstein,0.0125,tanevot-adam-et-eve,0.0059
lemierre-idomenee,palissot-ninus,0.0079,saurin-amenophis,0.0087,saurin-amenophis,0.0037
lemierre-veuve-malabar,voltaire-guebres,0.0079,arnault-lucrece,0.0424,lagrange-chancel-oreste,0.0055
leroy-moliere-et-les-deux-thalies,artaud-centenaire-moliere,0.0131,nivelle-gouvernante,0.0322,chevalier-barbons-amoureux,0.0108
lesage-arlequin-mahomet,dorneval-jugement-de-paris,0.0416,dorneval-lesage-reine-de-barostan,0.0583,harny-petit-maitre-province,0.0175
lesage-crispin-rival-de-son-maitre,allainval-ecole-des-bourgeois,0.0092,patrat-heureuse-erreur,0.0153,marivaux-provinciale,0.0043
lesage-dorneval-ile-gougou,la-fontaine-ragotin,0.0137,dufresny-regnard-chinois,0.0298,ponsart-moliere-a-vienne,0.0107
lesage-mariages-de-canada,barre-radet-desfontaines-marige-de-scarron,0.0228,dorneval-lesage-amours-de-nanterre,0.0266,fuzelier-lesage-tableau-du-mariage,0.0092
lesage-turcaret,barquebois-rapiniere,0.0074,marivaux-seconde-surprise-de-l-amour,0.0167,dufresny-chevalier-joueur,0.0025
lescarbot-neptune,marechal-jugement-dernier-des-rois,0.0318,schelandre-tyr-sidon-i,0.0277,montchretien-carthaginoise,0.0104
lesguillon-saint-yves-protege-de-moliere,cubieres-palmezeaux-mort-de-moliere-4a,0.0081,cubieres-palmezeaux-mort-de-moliere-4a,0.0123,lambert-collaboration,0.0052
liborliere-cloison,dancourt-enfants-de-paris,0.0078,marivaux-fausses-confidences,0.0129,voltaire-cafe,0.0031
linant-alzaide,pacaroni-bajazet-premier,0.0054,boyer-porus,0.0074,deshoulieres-genseric,0.0037
liquier-amour-electrique,depret-le-marquis-ernest,0.0177,siraudin-delacour-choler-apres-le-bal,0.0174,feydeau-gibier-de-potence,0.0063
liquier-mon-futur,hervilly-magister,0.0435,barre-despres-piis-resnier-l-opera-de-province,0.0757,ferrier-chez-la-cliente,0.0317
longepierre-la-mort-de-solon,du-ryer-themistocle,0.0059,corneillep-theodore,0.0064,cinq-auteurs-comedie-des-tuileries,0.0037
longepierre-medee,boyer-agamemnon,0.0076,racine-phedre-77,0.0075,campistron-adrien,0.0047
longhaye-richelieu,pellet-desbarreaux-moliere-a-toulouse,0.0111,chazet-dubois-moliere-chez-ninon,0.0109,fabre-d-eglantine-philinte-de-moliere,0.0052
longhaye-souperdauteuil,andrieux-moliere-et-ses-amis,0.0111,cubieres-palmezeaux-mort-de-moliere-3a,0.0144,blemont-petite-rosange,0.0065
louet-lemarchant-artistes-de-societe,poinsinet-cercle,0.0146,merle-a-bas-moliere,0.0227,moliere-ecole-des-femmes,0.0048
lucas-christophe-colomb,cahusac-zoroastre,0.0495,chalmeton-la-mort-c-est-la-vie,0.0761,joly-salomon,0.0357
magnon-artaxerxe,le-vayer-grand-selim,0.006,gresset-edouard-iii,0.0114,desjardins-manlius,0.0043
magnon-jeanne-de-naples,boissy-vie-est-un-songe,0.0076,rotrou-venceslas,0.0268,boursault-marie-stuard,0.0062
magnon-josaphat,desmares-roxelane,0.0073,du-ryer-cleomedon,0.0109,corneillep-polyeucte,0.0038
magnon-mariage-oroondate,magnon-tamerlan,0.0053,gillet-art-de-regner,0.006,baro-clorise,0.004
magnon-sejanus,corneillep-cinna-43,0.0058,corneillep-cinna-43,0.0078,corneillep-cinna,0.003
magnon-tamerlan,magnon-mariage-oroondate,0.0053,magnon-mariage-oroondate,0.0064,la-thuilerie-soliman,0.0037
magnon-zenobie,du-ryer-cleomedon,0.0053,corneillep-cinna,0.0072,corneillep-polyeucte,0.004
mairet-athenais,mairet-sophonisbe,0.0047,mairet-sophonisbe,0.0078,rotrou-iphigenie,0.0034
mairet-illustre-corsaire,mairet-sophonisbe,0.0056,desfontaines-eurimedon,0.0064,rotrou-la-soeur,0.0029
mairet-sophonisbe,tristan-mort-de-chrispe,0.0032,rotrou-iphigenie,0.007,moliere-dom-garcie-de-navarre,0.0039
malezieu-polichinelle-academie,gueullette-caracataca,0.0368,carmontelle-important,0.0631,deslisle-arlequin-sauvage,0.0167
marchadier-plaisir,boissy-je-ne-sais-quoi,0.0189,lebeau-de-schosne-assemblee,0.049,allainval-hiver,0.0189
marechal-jugement-dernier-des-rois,euripide-heraclides,0.0221,chenier-charles-ix,0.0579,eschyle-agamemnon,0.0104
mareschala-cour-bergere,mareschala-soeur-valeureuse,0.0042,mareschala-genereuse-allemande,0.0046,mareschala-soeur-valeureuse,0.0016
mareschala-dictateur-romain,du-ryer-scevole,0.0066,crebillon-triumvirat,0.0116,mareschala-jugement,0.0036
mareschala-genereuse-allemande-2,mareschala-genereuse-allemande,0.0056,mareschala-genereuse-allemande,0.0089,mareschala-soeur-valeureuse,0.0026
mareschala-genereuse-allemande,scudery-orante,0.0055,mareschala-cour-bergere,0.0046,mareschala-genereuse-allemande-2,0.0031
mareschala-inconstance-d-hylas,cinq-auteurs-comedie-des-tuileries,0.005,mareschala-genereuse-allemande,0.0066,mareschala-cour-bergere,0.0032
mareschala-jugement,chabanon-eudoxie,0.0135,mareschala-dictateur-romain,0.0139,mareschala-dictateur-romain,0.0036
mareschala-mauzolee,gillet-art-de-regner,0.0065,mareschala-cour-bergere,0.0079,mareschala-cour-bergere,0.0037
mareschala-railleur,mareschala-veritable-capitaine-matamore,0.0055,mareschala-inconstance-d-hylas,0.0101,mareschala-inconstance-d-hylas,0.0038
mareschala-soeur-valeureuse,mareschala-cour-bergere,0.0042,mareschala-cour-bergere,0.0051,mareschala-cour-bergere,0.0016
mareschala-veritable-capitaine-matamore,mareschala-railleur,0.0055,mareschala-railleur,0.0111,mareschala-mauzolee,0.0055
marivaux-acteurs-de-bonne-foi,dancourt-colin-maillard,0.0138,dancourt-colin-maillard,0.0195,la-motte-matrone-d-ephese,0.0038
marivaux-annibal,corneillet-mort-annibal,0.0077,corneillet-mort-annibal,0.0073,corneillep-sertorius,0.0023
marivaux-arlequin-poli-par-l-amour,musset-le-chandelier,0.0156,marivaux-surprise-de-l-amour,0.0251,musset-carmosine,0.0055
marivaux-colonie,lesage-turcaret,0.0164,brecourt-ombre-de-moliere,0.0241,moliere-precieuses-ridicules,0.004
marivaux-commere,voltaire-originaux,0.019,bergeret-l-album,0.0254,musset-caprice,0.0049
marivaux-denouement-imprevu,marivaux-epreuve,0.0071,regnard-serenade,0.0145,marivaux-meprise,0.0028
marivaux-dispute,marivaux-felicie,0.0074,marivaux-meprise,0.0174,musset-bettine,0.0038
marivaux-double-inconstance,marivaux-surprise-de-l-amour,0.0062,marivaux-jeu-de-l-amour-et-du-hasard,0.0153,marivaux-epreuve,0.0023
marivaux-ecole-des-meres,marivaux-mere-confidente,0.0046,marivaux-mere-confidente,0.0049,marivaux-petit-maitre-corrige,0.0015
marivaux-epreuve,marivaux-ecole-des-meres,0.005,marivaux-ecole-des-meres,0.0093,marivaux-ecole-des-meres,0.0019
marivaux-fausse-suivante,marivaux-surprise-de-l-amour,0.0046,marivaux-seconde-surprise-de-l-amour,0.0117,marivaux-denouement-imprevu,0.0033
marivaux-fausses-confidences,marivaux-petit-maitre-corrige,0.005,marivaux-prejuge-vaincu,0.0091,marivaux-prejuge-vaincu,0.0023
marivaux-felicie,marivaux-dispute,0.0074,marivaux-sinceres,0.0198,marivaux-sinceres,0.0059
marivaux-femme-fidele,palaprat-le-muet,0.0122,allainval-ecole-des-bourgeois,0.0187,dufresny-jaloux-honteux,0.0032
marivaux-heritier-de-village,marivaux-denouement-imprevu,0.0102,dancourt-curieux,0.0187,marivaux-triomphe-plutus,0.0049
marivaux-heureux-stratageme,andrieux-la-comedienne,0.0128,marivaux-provinciale,0.0261,marivaux-seconde-surprise-de-l-amour,0.0046
marivaux-ile-de-la-raison,marivaux-heureux-stratageme,0.0148,marivaux-heritier-de-village,0.0311,dancourt-maison-de-campagne,0.0045
marivaux-ile-des-esclaves,marivaux-fausse-suivante,0.0087,marivaux-triomphe-de-l-amour,0.0144,marivaux-triomphe-de-l-amour,0.004
marivaux-jeu-de-l-amour-et-du-hasard,marivaux-serments-indiscrets,0.0048,marivaux-serments-indiscrets,0.0052,marivaux-mere-confidente,0.0021
marivaux-joie-imprevue,marivaux-fausses-confidences,0.0075,marivaux-jeu-de-l-amour-et-du-hasard,0.011,marivaux-mere-confidente,0.002
marivaux-legs,marivaux-seconde-surprise-de-l-amour,0.0057,marivaux-seconde-surprise-de-l-amour,0.0141,marivaux-seconde-surprise-de-l-amour,0.0023
marivaux-meprise,marivaux-petit-maitre-corrige,0.0054,marivaux-petit-maitre-corrige,0.0089,marivaux-mere-confidente,0.0017
marivaux-mere-confidente,marivaux-ecole-des-meres,0.0046,marivaux-ecole-des-meres,0.0049,marivaux-ecole-des-meres,0.0016
marivaux-pere-prudent,legrand-famille-extravagante,0.0075,quinault-mere-coquette,0.0096,dancourt-enfants-de-paris,0.0026
marivaux-petit-maitre-corrige,marivaux-serments-indiscrets,0.0034,marivaux-serments-indiscrets,0.0077,marivaux-ecole-des-meres,0.0015
marivaux-prejuge-vaincu,marivaux-mere-confidente,0.0062,marivaux-fausses-confidences,0.0091,marivaux-fausses-confidences,0.0023
marivaux-prince-travesti,marivaux-triomphe-de-l-amour,0.0049,marivaux-jeu-de-l-amour-et-du-hasard,0.0109,marivaux-triomphe-de-l-amour,0.0022
marivaux-provinciale,dancourt-chevalier-a-la-mode,0.0112,patrat-heureuse-erreur,0.0216,lesage-turcaret,0.0038
marivaux-reunion-des-amours,marivaux-ile-des-esclaves,0.0114,la-fontaine-climene,0.021,moliere-avare,0.0045
marivaux-seconde-surprise-de-l-amour,marivaux-fausse-suivante,0.0046,marivaux-fausse-suivante,0.0117,marivaux-legs,0.0023
marivaux-serments-indiscrets,marivaux-petit-maitre-corrige,0.0034,marivaux-jeu-de-l-amour-et-du-hasard,0.0052,marivaux-triomphe-de-l-amour,0.0026
marivaux-sinceres,marivaux-petit-maitre-corrige,0.0051,marivaux-surprise-de-l-amour,0.0149,marivaux-ecole-des-meres,0.0021
marivaux-surprise-de-l-amour,marivaux-fausse-suivante,0.0046,marivaux-sinceres,0.0149,marivaux-sinceres,0.0028
marivaux-triomphe-de-l-amour,marivaux-prince-travesti,0.0049,marivaux-serments-indiscrets,0.0066,marivaux-prince-travesti,0.0022
marivaux-triomphe-plutus,marivaux-fausse-suivante,0.0077,voltaire-indiscret,0.0163,jacquelin-rougemont-l-amour-al-anglaise,0.0025
marmontel-hercule-mourant,hoffman-phedre,0.007,racine-esther,0.0191,doigny-du-ponceau-antigone,0.0071
marmontel-huron,anseaume-tableau-parlant,0.0108,chevalier-desolation-des-filous,0.0294,voltaire-nanine,0.0098
marolles-avaricieux,plaute-aululaire,0.0049,plaute-aululaire,0.0116,moliere-festin-de-pierre,0.0055
masson-le-proces-du-baiser,heilly-le-neveu-de-la-marquise,0.012,mons-dernier-klephte,0.0174,depret-monsieur-cambrefort,0.004
mathieu-magicienne-etrangere,grevin-cesar,0.0122,grevin-cesar,0.0196,viau-pasiphae,0.0057
maupassant-a-la-feuille-de-rose,rochefort-dupeuty-livry-madame-gregoire,0.0148,duvert-huron,0.0362,gueullette-parade-1,0.0064
maupassant-une-repetition,bornier-le-monde-renverse,0.0177,bornier-le-monde-renverse,0.017,voltaire-envieux,0.0062
mayeur-eleve-de-la-nature,giraudoux-ondine,0.0175,musset-caprices,0.0396,la-fontaine-florentin,0.0079
melandri-halle-aux-baisers,banville-ancien-pierrot,0.0531,banville-ancien-pierrot,0.0523,banville-feuilleton-d-aristophane,0.0298
mercier-destruction-de-la-ligue,campistron-juba,0.0133,sand-roi-attend,0.0211,sand-roi-attend,0.0038
mercier-habitant-guadeloupe,cheron-homme-a-bonnes-fortunes,0.0085,mercier-liberateur,0.0121,poinsinet-cercle,0.0034
mercier-jenneval,la-harpe-melanie,0.0057,mercier-liberateur,0.011,launay-francais-chez-les-hurons,0.0038
mercier-liberateur,cheron-homme-a-bonnes-fortunes,0.0069,mercier-jenneval,0.011,mercier-habitant-guadeloupe,0.0037
mercier-tombeaux-de-verone,legouve-laurence-orzano,0.0121,sand-aldo-le-rimeur,0.019,voltaire-mariamne,0.006
merle-a-bas-moliere,jacquelin-philidor-pradon,0.0106,radet-raboteau-avare-ami,0.0145,scribe-les-dervis,0.0037
millevoye-dialogue-lucien-boileau,imbert-poinsinet-moliere,0.0453,minier-songe-de-moliere,0.06,imbert-inauguration,0.0244
millot-moliere-et-sa-servante,piron-metromanie,0.016,piron-metromanie,0.0229,goulard-agis,0.0114
minier-songe-de-moliere,barbier-ombre-de-moliere,0.0166,lesguillon-saint-yves-protege-de-moliere,0.0268,musset-la-coupe-et-les-levres,0.0174
mirbeau-epidemie,anonyme-ouverture-de-la-seance,0.0395,bary-de-la-ceremonie,0.0758,monselet-bibliotheque,0.0323
mirbeau-les-amants,marivaux-arlequin-poli-par-l-amour,0.0282,beaunoir-amour-queteur,0.0727,monnier-la-grisette-et-l-etudiant,0.0511
mirbeau-litterature,andrieux-le-reve-du-mari,0.0321,beissier-docteur-cornibus,0.041,feydeau-notre-futur,0.0214
mirbeau-vieux-menage,anseaume-tableau-parlant,0.0255,carrance-l-emeraude,0.0508,bonnetain-apres-le-divorce,0.029
moinaux-ah-que-les-plaisirs-sont-doux,courteline-la-premiere-lecon,0.0314,allais-mecontent,0.0594,allais-mecontent,0.0152
moinaux-bon-pere-mais-pochard,courteline-atelier,0.0617,dufresny-faux-instinct,0.0729,goullinet-trois-aveugles,0.0189
moinaux-deux-amateurs-de-saucissons,moinaux-la-fiacre-cuisine,0.0505,moinaux-les-freres-hareng,0.0732,moinaux-l-homme-qui-joue-sa-culotte,0.0173
moinaux-l-aveugle-qui-conduit-son-chien,feydeau-gibier-de-potence,0.044,moinaux-une-date-nefaste,0.0586,moinaux-l-oie-aux-marrons,0.0146
moinaux-l-homme-qui-bat-les-femmes,lesage-dorneval-ile-gougou,0.0371,fatouville-arlequin-empereur-dans-la-lune,0.0625,ponsart-moliere-a-vienne,0.0144
moinaux-l-homme-qui-joue-sa-culotte,moinaux-oreste-et-pylade,0.0412,fatouville-arlequin-empereur-dans-la-lune,0.0772,sacy-defense,0.0121
moinaux-l-homme-universel,moinaux-la-casquette-affranchie,0.0536,allais-bon-bougre,0.0546,voltaire-originaux,0.019
moinaux-l-oie-aux-marrons,courteline-prix-d-une-gifle,0.0403,moinaux-l-aveugle-qui-conduit-son-chien,0.0672,moinaux-l-aveugle-qui-conduit-son-chien,0.0146
moinaux-la-casquette-affranchie,labiche-michel-deux-timides,0.0533,moinaux-ah-que-les-plaisirs-sont-doux,0.0749,moinaux-ah-que-les-plaisirs-sont-doux,0.0157
moinaux-la-fiacre-cuisine,drault-la-voleuse-du-bon-marche,0.0338,gueullette-caracataca,0.0723,sacy-bavard,0.0146
moinaux-la-rognure-d-ongles,moinaux-le-tambour-magistrat,0.0682,carmontelle-deux-auteurs,0.0652,moinaux-l-aveugle-qui-conduit-son-chien,0.019
moinaux-la-sauce-d-un-lapin,becque-enlevement,0.0353,moinaux-le-cafe-de-la-portiere,0.0578,fatouville-arlequin-empereur-dans-la-lune,0.0123
moinaux-la-victime-de-la-defunte,becque-enlevement,0.0265,moissy-prejuges,0.0546,donneau-de-vise-vengeance-des-marquis,0.0113
moinaux-le-cafe-de-la-portiere,hervilly-la-soupiere,0.0278,moinaux-la-sauce-d-un-lapin,0.0578,berton-homme-qui-a-tue-la-mort,0.0149
moinaux-le-catechisme-poissard,florian-deux-billets,0.0484,gueullette-caracataca,0.0555,marivaux-jeu-de-l-amour-et-du-hasard,0.0178
moinaux-le-chantage-a-la-clarinette,dreyfus-la-gifle,0.0441,dufresny-chevalier-joueur,0.0641,moinaux-la-victime-de-la-defunte,0.0149
moinaux-le-grenouille-a-queue,dorneval-fuzelier-lesage-arlequin-roi-des-ogres,0.035,brohan-qui-femme-a-guerre-a,0.0681,dufresny-faux-instinct,0.0105
moinaux-le-joyeux-decroteur,barante-arlequin-misanthrope,0.0579,allais-bon-bougre,0.0751,boissy-homme-du-jour,0.0214
moinaux-le-lapin-de-la-portiere,zola-therese-raquin,0.0691,anonyme-aventures-de-ninette,0.0854,moinaux-un-besoin-imperieux,0.0209
