TD id,Raw Name,Title,Authors,Normalized Author,Normalized Second Author,wikidataId Author,yearPrinted,datePremiered,dateWriting,Genre,Type,in_TD
TD1565,moliere-bourgeois_gentilhomme,Le Bourgeois gentilhomme,MOLIÈRE,Molière,,Q687,,1670-11-23,,Comédie,,TD1565
TD1566,moliere-comtesse_d_escarbagnas,La comtesse d’Escarbagnas,MOLIÈRE,Molière,,Q687,,1671-12-02,,Comédie,,TD1566
TD1567,moliere-critique_de_l_ecole_des_femmes,La critique de l’École des femmes,MOLIÈRE,Molière,,Q687,,1663-06-01,,Comédie,,TD1567
TD1568,moliere-depit_amoureux,Le Dépit amoureux,MOLIÈRE,Molière,,Q687,,1656,,Comédie,prose,TD1568
TD1569,moliere-don_garcie_de_navarre_ou_le_prince_jaloux,Don Garcie de Navarre,MOLIÈRE,Molière,,Q687,,1661-02-04,,Comédie,vers,TD1569
TD1570,moliere-don_juan_ou_le_festin_de_pierre,Don Juan,MOLIÈRE,Molière,,Q687,,1665-02-15,,Comédie,,TD1570
TD1571,moliere-ecole_des_femmes,L’École des femmes,MOLIÈRE,Molière,,Q687,,1662-12-26,,Comédie,vers,TD1571
TD1572,moliere-ecole_des_maris,L’École des maris,MOLIÈRE,Molière,,Q687,,1661-06-24,,Comédie,vers,TD1572
TD1573,moliere-etourdi_ou_les_contretemps,L’Étourdi,MOLIÈRE,Molière,,Q687,,1655,,Comédie,vers,TD1573
TD1574,moliere-facheux,Les fâcheux,MOLIÈRE,Molière,,Q687,,1661-11-04,,Comédie,vers,TD1574
TD1575,moliere-femmes_savantes,Les Femmes savantes,MOLIÈRE,Molière,,Q687,,1672-03-11,,Comédie,,TD1575
TD1576,moliere-fourberies_de_scapin,Les Fourberies de Scapin,MOLIÈRE,Molière,,Q687,,1671-05-24,,Comédie,,TD1576
TD1577,moliere-george_dandin_ou_le_mari_confondu,George Dandin,MOLIÈRE,Molière,,Q687,,1668-07-18,,Comédie,vers,TD1577
TD1578,moliere-impromptu_de_versailles,L’impromptu de Versailles,MOLIÈRE,Molière,,Q687,,1663-10-14,,Comédie,vers,TD1578
TD1579,moliere-jalousie_du_barbouille,La Jalousie du Barbouillé,MOLIÈRE,Molière,,Q687,,1659,,Comédie,vers,TD1579
TD1580,moliere-malade_imaginaire,Le malade imaginaire,MOLIÈRE,Molière,,Q687,,1673-02-10,,Comédie,,TD1580
TD1581,moliere-mariage_force,Le Mariage forcé,MOLIÈRE,Molière,,Q687,,1664-01-19,,Comédie,,TD1581
TD1582,moliere-medecin_malgre_lui,Le Médecin malgré lui,MOLIÈRE,Molière,,Q687,,1666-08-06,,Comédie,,TD1582
TD1583,moliere-medecin_volant,Le Médecin volant,MOLIÈRE,Molière,,Q687,,1659-04-18,,Farce,prose,TD1583
TD1584,moliere-melicerte,Mélicerte,MOLIÈRE,Molière,,Q687,,1666-12-02,,Comédie,,TD1584
TD1585,moliere-misanthrope,Le Misanthrope,MOLIÈRE,Molière,,Q687,,1666-06-04,,Comédie,,TD1585
TD1586,moliere-monsieur_de_pourceaugnac,Monsieur de Pourceaugnac,MOLIÈRE,Molière,,Q687,,1669-11-15,,Comédie,,TD1586
TD1587,moliere-precieuses_ridicules,Les Précieuses ridicules,MOLIÈRE,Molière,,Q687,,1659-11-18,,Comédie,,TD1587
TD1588,moliere-princesse_d_elide,La princesse d’Élide,MOLIÈRE,Molière,,Q687,,1664-05-08,,Comédie,vers,TD1588
TD1589,moliere-sganarelle_ou_le_cocu_imaginaire,Sganarelle ou le Cocu imaginaire,MOLIÈRE,Molière,,Q687,,1660-05-20,,Comédie,vers,TD1589
TD1590,moliere-sicilien_ou_l_amour_peintre,Le Sicilien,MOLIÈRE,Molière,,Q687,,1667-06-10,,Comédie,,TD1590
TD1591,moliere-tartuffe_ou_l_imposteur,Le Tartuffe,MOLIÈRE,Molière,,Q687,,1664-05-12,,Comédie,vers,TD1591
TD1592,moliere_pierre_corneille_philippe_quinault-psyche,Psyché,MOLIÈRE - Pierre CORNEILLE - Philippe QUINAULT,Molière,Pierre Corneille,Q687,,1671-07-24,,Tragédie,,TD1592
TD1593,montfleury-ecole_des_filles,L’École des filles,MONTFLEURY,Montfleury,,Q4775492,,1666,,Comédie,vers,TD1593
TD1594,montfleury-ecole_des_jaloux_ou_le_cocu_volontaire,L’École des jaloux,MONTFLEURY,Montfleury,,Q4775492,,1664,,Comédie,vers,TD1594
TD1595,montfleury-femme_juge_et_partie,La Femme Juge et Partie,MONTFLEURY,Montfleury,,Q4775492,,1669-03-01,,Comédie,vers,TD1595
TD1596,montfleury-fille_capitaine,La Fille capitaine,MONTFLEURY,Montfleury,,Q4775492,,1669,,Comédie,vers,TD1596
TD1597,montfleury-gentilhomme_de_beauce,Le Gentilhomme de Beauce,MONTFLEURY,Montfleury,,Q4775492,,,,Comédie,vers,TD1597
TD1598,montfleury-impromptu_de_l_hotel_de_conde,L’Impromptu de l’hôtel de Condé,MONTFLEURY,Montfleury,,Q4775492,,1663-12-11,,Comédie,vers,TD1598
TD1599,montfleury-mariage_de_rien,Le Mariage de rien,MONTFLEURY,Montfleury,,Q4775492,,,,Comédie,vers,TD1599
TD1600,montfleury-mari_sans_femme,Le Mari sans femme,MONTFLEURY,Montfleury,,Q4775492,,1663,,Comédie,vers,TD1600
TD1601,montfleury-proces_de_la_femme_juge_et_partie,Le Procès de la Femme juge et partie,MONTFLEURY,Montfleury,,Q4775492,,1669,,Comédie,vers,TD1601
TD1602,montfleury-thrasibule,Thrasibule,MONTFLEURY,Montfleury,,Q4775492,,1663,,Comédie,vers,TD1602
TD1603,nicolas_brazier_charles_gaspard_delestre_poirson_theophile_marion_dumersan_eugene_scribe-vendanges_de_champagne_ou_la_garnison_dans_les_vignes,Les Vendanges de Champagne,Nicolas BRAZIER - Charles-Gaspard DELESTRE-POIRSON - Théophile Marion DUMERSAN - Eugène SCRIBE,Nicolas Brazier,Charles-Gaspard Delestre-Poirson,Q3340150,,1818-10-05,,,,TD1603
TD1604,nicolas_pradon-phedre_et_hippolyte,Phèdre et Hippolyte,Nicolas PRADON,Nicolas Pradon,,Q3340704,,1677-01-03,,Tragédie,vers,TD1604
TD1605,nicolas_pradon-pirame_et_thisbe,Pirame et Thisbé,Nicolas PRADON,Nicolas Pradon,,Q3340704,,1674-01-19,,Tragédie,vers,TD1605
TD1606,nicolas_pradon-tamerlan_ou_la_mort_de_bajazet,Tamerlan,Nicolas PRADON,Nicolas Pradon,,Q3340704,,,,Tragédie,vers,TD1606
TD1607,octave_mirbeau-affaires_sont_les_affaires,Les Affaires sont les affaires,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1903-04-20,,Comédie,,TD1607
TD1608,octave_mirbeau-amants,Les Amants,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1901-05-25,,Farce,,TD1608
TD1609,octave_mirbeau-epidemie,L’Épidémie,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1898-04-29,,,,TD1609
TD1610,octave_mirbeau-interview,Interview,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1904-02-01,,Farce,,TD1610
TD1611,octave_mirbeau-mauvais_bergers,Les Mauvais bergers,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1897-12-14,,,,TD1611
TD1612,octave_mirbeau-portefeuille,Le Portefeuille,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1900-02-19,,Comédie,,TD1612
TD1613,octave_mirbeau-scrupules,Scrupules,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1902-06-02,,,,TD1613
TD1614,octave_mirbeau-vieux_menage,Vieux ménage,Octave MIRBEAU,Octave Mirbeau,,Q23441,,1909-10-29,,Comédie,,TD1614
TD1615,octave_mirbeau_thadee_natanson-foyer,Le Foyer,Octave MIRBEAU - Thadée NATANSON,Octave Mirbeau,Thadée Natanson,Q23441,,1908-12-07,,Comédie,,TD1615
TD1616,olympe_de_gouges-moliere_chez_ninon_ou_le_siecle_des_grands_hommes,Molière chez Ninon,Olympe de GOUGES,Olympe De Gouges,,Q206972,1788,1788,,,,TD1616
TD1617,paulin_deslandes-peine_du_talion,La Peine du talion,Paulin DESLANDES,Paulin Deslandes,,Q22210538,,1853-12-01,,Vaudeville,,TD1617
TD1618,paul_bellet-maison_de_moliere,La Maison de Molière,Paul BELLET,Paul Bellet,,Q132236535,,1869-11-11,,Comédie,,TD1618
TD1619,paul_meurice-avocat_des_pauvres,L'Avocat des pauvres,Paul MEURICE,Paul Meurice,,Q287525,,1856-10-15,,,,TD1619
TD1620,paul_meurice-benvenuto_cellini,Benvenuto Cellini,Paul MEURICE,Paul Meurice,,Q287525,,1852-04-01,,,,TD1620
TD1621,paul_meurice-bresilienne,La Brésilienne,Paul MEURICE,Paul Meurice,,Q287525,,1878-04-09,,,,TD1621
TD1622,paul_meurice-deux_diane,Les Deux Diane,Paul MEURICE,Paul Meurice,,Q287525,,1865-03-08,,,,TD1622
TD1623,paul_meurice-fanfan_la_tulipe,Fanfan la Tulipe,Paul MEURICE,Paul Meurice,,Q287525,,1858-11-06,,,,TD1623
TD1624,paul_meurice-francois_les_bas_bleus,François les Bas-Bleus,Paul MEURICE,Paul Meurice,,Q287525,,1863-01-31,,,,TD1624
TD1625,paul_meurice-maitre_d_ecole,Le Maître d’école,Paul MEURICE,Paul Meurice,,Q287525,,1859-03-10,,,,TD1625
TD1626,paul_meurice-paris,Paris,Paul MEURICE,Paul Meurice,,Q287525,,1855-07-21,,,,TD1626
TD1627,paul_meurice-quatre_vingt_treize,Quatre-vingt-treize,Paul MEURICE,Paul Meurice,,Q287525,,1881-12-24,,,,TD1627
TD1628,paul_meurice-roi_de_boheme_et_ses_sept_chateaux,Le Roi de Bohème et ses sept châteaux,Paul MEURICE,Paul Meurice,,Q287525,,1859-10-22,,,,TD1628
TD1629,paul_meurice-schamyl,Schamyl,Paul MEURICE,Paul Meurice,,Q287525,,1854-06-26,,,,TD1629
TD1630,paul_meurice-vie_nouvelle,La Vie nouvelle,Paul MEURICE,Paul Meurice,,Q287525,,1867-04-08,,Comédie,,TD1630
TD1631,paul_meurice_auguste_vacquerie-paroles,Paroles,Paul MEURICE - Auguste VACQUERIE,Paul Meurice,Auguste Vacquerie,Q287525,,1843-02-28,,Comédie,vers,TD1631
TD1632,paul_scarron-don_japhet_d_armenie,Don Japhet d’Arménie,Paul SCARRON,Paul Scarron,,Q551725,,1652,,Comédie,vers,TD1632
TD1633,paul_scarron-ecolier_de_salamanque_ou_les_ennemis_genereux,L’Écolier de Salamanque,Paul SCARRON,Paul Scarron,,Q551725,,1654,,Comédie,vers,TD1633
TD1634,paul_scarron-fausse_apparence,La Fausse apparence,Paul SCARRON,Paul Scarron,,Q551725,,1662,,Comédie,vers,TD1634
TD1635,paul_scarron-gardien_de_soi_meme,Le Gardien de soi-même,Paul SCARRON,Paul Scarron,,Q551725,,1654,,Comédie,vers,TD1635
TD1636,paul_scarron-heritier_ridicule_ou_la_dame_interessee,L’Héritier ridicule,Paul SCARRON,Paul Scarron,,Q551725,,1648,,Comédie,vers,TD1636
TD1637,paul_scarron-jodelet_ou_le_maitre_valet,Jodelet,Paul SCARRON,Paul Scarron,,Q551725,,1643,,Comédie,vers,TD1637
TD1638,paul_scarron-marquis_ridicule_ou_la_comtesse_faite_a_la_hate,Le Marquis ridicule,Paul SCARRON,Paul Scarron,,Q551725,,1656,,Comédie,vers,TD1638
TD1639,paul_scarron-prince_corsaire,Le Prince corsaire,Paul SCARRON,Paul Scarron,,Q551725,,,,Comédie,vers,TD1639
TD1640,paul_scarron-trois_dorotees_ou_le_jodelet_soufflete_ou_jodelet_duelliste,Les trois Dorotées,Paul SCARRON,Paul Scarron,,Q551725,,,,Comédie,vers,TD1640
TD1641,philippe_poisson-actrice_nouvelle,L’Actrice nouvelle,Philippe POISSON,Philippe Poisson,,Q3380553,1734,,,Comédie,,TD1641
TD1642,philippe_poisson-alcibiade,Alcibiade,Philippe POISSON,Philippe Poisson,,Q3380553,,1731-02-23,,Comédie,vers,TD1642
TD1643,philippe_poisson-amour_musicien,L’Amour musicien,Philippe POISSON,Philippe Poisson,,Q3380553,,1743,,Comédie,vers,TD1643
TD1644,philippe_poisson-amour_secret,L’Amour secret,Philippe POISSON,Philippe Poisson,,Q3380553,,1740-10-05,,Comédie,vers,TD1644
TD1645,philippe_poisson-boite_de_pandore,La Boîte de Pandore,Philippe POISSON,Philippe Poisson,,Q3380553,,1729-03-18,,Comédie,vers,TD1645
TD1646,philippe_poisson-impromptu_de_campagne,L’Impromptu de campagne,Philippe POISSON,Philippe Poisson,,Q3380553,,1733-12-21,,Comédie,vers,TD1646
TD1647,philippe_poisson-mariage_fait_par_lettre_de_change,Le Mariage fait par lettre de change,Philippe POISSON,Philippe Poisson,,Q3380553,,1735-07-13,,Comédie,vers,TD1647
TD1648,philippe_poisson-procureur_arbitre,Le Procureur arbitre,Philippe POISSON,Philippe Poisson,,Q3380553,,1728-02-25,,Comédie,vers,TD1648
TD1649,philippe_poisson-reveil_d_epimenide,Le Réveil d’Épiménide,Philippe POISSON,Philippe Poisson,,Q3380553,,1735-01-07,,Comédie,vers,TD1649
TD1650,philippe_quinault-agrippa_roi_d_albe_ou_le_faux_tuberinus,Agrippa,Philippe QUINAULT,Philippe Quinault,,Q379947,,1662,,Comédie,vers,TD1650
TD1651,philippe_quinault-amalasonte,Amalasonte,Philippe QUINAULT,Philippe Quinault,,Q379947,,1657-11-09,,Comédie,vers,TD1651
TD1652,philippe_quinault-amant_indiscret_ou_le_maitre_etourdi,L’Amant indiscret,Philippe QUINAULT,Philippe Quinault,,Q379947,,1654,,Comédie,vers,TD1652
TD1653,philippe_quinault-astrate_roi_de_tyr,Astrate,Philippe QUINAULT,Philippe Quinault,,Q379947,,1664-12-12,,Tragédie,vers,TD1653
TD1654,philippe_quinault-bellerophon,Bellérophon,Philippe QUINAULT,Philippe Quinault,,Q379947,,1671-01-01,,Tragédie,vers,TD1654
TD1655,philippe_quinault-comedie_sans_comedie,La Comédie sans comédie,Philippe QUINAULT,Philippe Quinault,,Q379947,,,,Comédie,vers,TD1655
TD1656,philippe_quinault-coups_de_l_amour_et_de_la_fortune,Les coups de l’Amour et de la Fortune,Philippe QUINAULT,Philippe Quinault,,Q379947,,1656,,Comédie,vers,TD1656
TD1657,philippe_quinault-fantome_amoureux,Le Fantôme amoureux,Philippe QUINAULT,Philippe Quinault,,Q379947,,1659,,Comédie,vers,TD1657
TD1658,philippe_quinault-feint_alcibiade,Le feint Alcibiade,Philippe QUINAULT,Philippe Quinault,,Q379947,,1658,,Comédie,vers,TD1658
TD1659,philippe_quinault-genereuse_ingratitude,La Généreuse ingratitude,Philippe QUINAULT,Philippe Quinault,,Q379947,,1654,,Comédie,vers,TD1659
TD1660,philippe_quinault-mariage_de_cambise,Le Mariage de Cambise,Philippe QUINAULT,Philippe Quinault,,Q379947,,1657,,Comédie,vers,TD1660
TD1661,philippe_quinault-mere_coquette_ou_les_amants_brouilles,La Mère Coquette,Philippe QUINAULT,Philippe Quinault,,Q379947,,1665-10-15,,Comédie,vers,TD1661
TD1662,philippe_quinault-mort_de_cyrus,La Mort de Cyrus,Philippe QUINAULT,Philippe Quinault,,Q379947,,1656,,Tragédie,vers,TD1662
TD1663,philippe_quinault-pausanias,Pausanias,Philippe QUINAULT,Philippe Quinault,,Q379947,,1668-11-16,,Tragédie,vers,TD1663
TD1664,philippe_quinault-rivales,Les Rivales,Philippe QUINAULT,Philippe Quinault,,Q379947,,1653,,Comédie,vers,TD1664
TD1665,philippe_quinault-stratonice,Stratonice,Philippe QUINAULT,Philippe Quinault,,Q379947,,1660-01-02,,Comédie,vers,TD1665
TD1666,pierre_carmouche_eugene_guinot-paris_a_cheval,Paris à cheval,Pierre CARMOUCHE - Eugène GUINOT,Pierre Carmouche,Eugène Guinot,Q3384294,,1845-12-31,,,,TD1666
TD1667,pierre_claude_nivelle_de_la_chaussee-amour_castillan,L’Amour castillan,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1747-03-11,,Comédie,vers,TD1667
TD1668,pierre_claude_nivelle_de_la_chaussee-amour_pour_amour,Amour pour amour,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1742-02-16,,Comédie,vers,TD1668
TD1669,pierre_claude_nivelle_de_la_chaussee-critique_de_la_fausse_antipathie,La Critique de la Fausse antipathie,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1734-03-11,,Comédie,,TD1669
TD1670,pierre_claude_nivelle_de_la_chaussee-ecole_des_amis,L’École des amis,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1737-02-25,,Comédie,vers,TD1670
TD1671,pierre_claude_nivelle_de_la_chaussee-ecole_des_meres,L’École des mères,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1744-04-27,,Comédie,vers,TD1671
TD1672,pierre_claude_nivelle_de_la_chaussee-ecole_de_la_jeunesse_ou_le_retour_sur_soi_meme,L’École de la jeunesse,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1749-02-22,,Comédie,vers,TD1672
TD1673,pierre_claude_nivelle_de_la_chaussee-elise_ou_la_rancune_officieuse,Élise,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1750,,Comédie,vers,TD1673
TD1674,pierre_claude_nivelle_de_la_chaussee-fausse_antipathie,La Fausse antipathie,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1744-04-27,,Comédie,vers,TD1674
TD1675,pierre_claude_nivelle_de_la_chaussee-gouvernante,La Gouvernante,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1747-04-27,,Comédie,vers,TD1675
TD1676,pierre_claude_nivelle_de_la_chaussee-homme_de_fortune,L’Homme de fortune,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1751-01-27,,Comédie,vers,TD1676
TD1677,pierre_claude_nivelle_de_la_chaussee-maximien,Maximien,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1738-02-28,,Tragédie,vers,TD1677
TD1678,pierre_claude_nivelle_de_la_chaussee-melanide,Mélanide,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1741-05-12,,Comédie,vers,TD1678
TD1679,pierre_claude_nivelle_de_la_chaussee-pamela,Paméla,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1743-12-06,,Comédie,vers,TD1679
TD1680,pierre_claude_nivelle_de_la_chaussee-prejuge_a_la_mode,Le Préjugé à la mode,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1735-02-03,,Comédie,vers,TD1680
TD1681,pierre_claude_nivelle_de_la_chaussee-princesse_de_sidon,La Princesse de Sidon,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,,,Comédie,vers,TD1681
TD1682,pierre_claude_nivelle_de_la_chaussee-rapatriage,Le Rapatriage,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,1731,,,Comédie,vers,TD1682
TD1683,pierre_claude_nivelle_de_la_chaussee-retour_imprevu,Le Retour imprévu,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1756-07-15,,Comédie,vers,TD1683
TD1684,pierre_claude_nivelle_de_la_chaussee-rival_de_lui_meme,Le Rival de lui-même,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,1746-04-20,,Comédie,vers,TD1684
TD1685,pierre_claude_nivelle_de_la_chaussee-tyrinthiens,Les Tyrinthiens,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,,,Comédie,,TD1685
TD1686,pierre_claude_nivelle_de_la_chaussee-vieillard_amoureux,Le Vieillard amoureux,Pierre-Claude NIVELLE DE LA CHAUSSÉE,Pierre Claude Nivelle De La Chaussée,,Q1933689,,,,Comédie,vers,TD1686
TD1687,pierre_corneille-agesilas,Agelisas,Pierre CORNEILLE,Pierre Corneille,,Q747,,,,Tragédie,vers,TD1687
TD1688,pierre_corneille-andromede,Andromède,Pierre CORNEILLE,Pierre Corneille,,Q747,,1650-01-13,,Tragédie,vers,TD1688
TD1689,pierre_corneille-attila_roi_des_huns,Attila,Pierre CORNEILLE,Pierre Corneille,,Q747,,1667-03-04,,Tragédie,vers,TD1689
TD1690,pierre_corneille-cid,Le Cid,Pierre CORNEILLE,Pierre Corneille,,Q747,,1637-01-05,,Tragédie,vers,TD1690
TD1691,pierre_corneille-cinna_ou_la_clemence_d_auguste,Cinna,Pierre CORNEILLE,Pierre Corneille,,Q747,,1639,,Tragédie,vers,TD1691
TD1692,pierre_corneille-clitandre_ou_l_innocence_delivree,Clitandre,Pierre CORNEILLE,Pierre Corneille,,Q747,,,,Comédie,vers,TD1692
TD1693,pierre_corneille-conquete_de_la_toison_d_or,La conquête de la Toison d’or,Pierre CORNEILLE,Pierre Corneille,,Q747,,,,Tragédie,vers,TD1693
TD1694,pierre_corneille-don_sanche_d_aragon,Don Sanche d’Aragon,Pierre CORNEILLE,Pierre Corneille,,Q747,,1723-09-19,,Comédie,vers,TD1694
TD1695,pierre_corneille-galerie_du_palais_ou_l_amie_rivale,La Galerie du Palais,Pierre CORNEILLE,Pierre Corneille,,Q747,,1633,,Comédie,vers,TD1695
TD1696,pierre_corneille-heraclius,Héraclius,Pierre CORNEILLE,Pierre Corneille,,Q747,,1647,,Tragédie,vers,TD1696
TD1697,pierre_corneille-horace,Horace,Pierre CORNEILLE,Pierre Corneille,,Q747,,1639,,Tragédie,vers,TD1697
TD1698,pierre_corneille-illusion_comique,L’illusion comique,Pierre CORNEILLE,Pierre Corneille,,Q747,,1635,,Comédie,vers,TD1698
TD1699,pierre_corneille-medee,Médée,Pierre CORNEILLE,Pierre Corneille,,Q747,,1635,,Tragédie,,TD1699
TD1700,pierre_corneille-melite_ou_les_fausses_lettres,Mélite,Pierre CORNEILLE,Pierre Corneille,,Q747,,,,Comédie,vers,TD1700
TD1701,pierre_corneille-menteur,Le Menteur,Pierre CORNEILLE,Pierre Corneille,,Q747,,1644,,Comédie,vers,TD1701
TD1702,pierre_corneille-mort_de_pompee,La Mort de Pompée,Pierre CORNEILLE,Pierre Corneille,,Q747,,,,Tragédie,vers,TD1702
TD1703,pierre_corneille-nicomede,Nicomède,Pierre CORNEILLE,Pierre Corneille,,Q747,,,,Tragédie,vers,TD1703
TD1704,pierre_corneille-oedipe,Œdipe,Pierre CORNEILLE,Pierre Corneille,,Q747,,1659-01-24,,Tragédie,vers,TD1704
TD1705,pierre_corneille-othon,Othon,Pierre CORNEILLE,Pierre Corneille,,Q747,,1664-08-01,,Tragédie,vers,TD1705
TD1706,pierre_corneille-pertharite_roi_des_lombards,Pertharite,Pierre CORNEILLE,Pierre Corneille,,Q747,,1651,,Tragédie,vers,TD1706
TD1707,pierre_corneille-place_royale_ou_l_amoureux_extravagant,La Place Royale,Pierre CORNEILLE,Pierre Corneille,,Q747,,1634,,Comédie,vers,TD1707
TD1708,pierre_corneille-polyeucte_martyr,Polyeucte,Pierre CORNEILLE,Pierre Corneille,,Q747,,1643,,Tragédie,vers,TD1708
TD1709,pierre_corneille-pulcherie,Pulchérie,Pierre CORNEILLE,Pierre Corneille,,Q747,,1672-11-25,,Comédie,vers,TD1709
TD1710,pierre_corneille-rodogune_princesse_de_parthes,Rodogune,Pierre CORNEILLE,Pierre Corneille,,Q747,,1644,,Tragédie,vers,TD1710
TD1711,pierre_corneille-sertorius,Sertorius,Pierre CORNEILLE,Pierre Corneille,,Q747,,1662-02-25,,Tragédie,vers,TD1711
TD1712,pierre_corneille-sophonisbe,Sophonisbe,Pierre CORNEILLE,Pierre Corneille,,Q747,,1663-01-18,,Tragédie,vers,TD1712
TD1713,pierre_corneille-suite_du_menteur,La suite du Menteur,Pierre CORNEILLE,Pierre Corneille,,Q747,,1644,,Comédie,vers,TD1713
TD1714,pierre_corneille-suivante,La Suivante,Pierre CORNEILLE,Pierre Corneille,,Q747,,1634,,Comédie,vers,TD1714
TD1715,pierre_corneille-theodore_vierge_et_martyre,Théodore,Pierre CORNEILLE,Pierre Corneille,,Q747,,1645,,Tragédie,vers,TD1715
TD1716,pierre_corneille-tite_et_berenice,Tite et Bérénice,Pierre CORNEILLE,Pierre Corneille,,Q747,,1670-11-28,,Comédie,vers,TD1716
TD1717,pierre_du_ryer-alcimedon,Alcimédon,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1632,,Comédie,vers,TD1717
TD1718,pierre_du_ryer-alcionee_ou_le_combat_de_l_honneur_et_de_l_amour,Alcionée,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1637,,Tragédie,vers,TD1718
TD1719,pierre_du_ryer-anaxandre,Anaxandre,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1653,,Comédie,vers,TD1719
TD1720,pierre_du_ryer-argenis_et_poliarque_ou_theocrine,Argénis et Poliarque,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1629,,Comédie,vers,TD1720
TD1721,pierre_du_ryer-berenice,Bérénice,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1644,,Comédie,prose,TD1721
TD1722,pierre_du_ryer-clarigene,Clarigène,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1637,,Comédie,vers,TD1722
TD1723,pierre_du_ryer-cleomedon,Cléomédon,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1635,,Comédie,vers,TD1723
TD1724,pierre_du_ryer-clitophon_ou_clitophon_et_leucipe,Clitophon,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1629,,Comédie,vers,TD1724
TD1725,pierre_du_ryer-dynamis_reine_de_carie,Dynamis,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1650,,Comédie,vers,TD1725
TD1726,pierre_du_ryer-esther,Esther,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1642,,Tragédie,vers,TD1726
TD1727,pierre_du_ryer-lisandre_et_caliste,Lisandre et Caliste,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1630,,Comédie,vers,TD1727
TD1728,pierre_du_ryer-lucrece,Lucrèce,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1636,,Tragédie,vers,TD1728
TD1729,pierre_du_ryer-nitocris_reine_de_babylone,Nitocris,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1649,,Comédie,vers,TD1729
TD1730,pierre_du_ryer-saul,Saül,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1640,,Tragédie,vers,TD1730
TD1731,pierre_du_ryer-scevole,Scévole,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1646,,Tragédie,vers,TD1731
TD1732,pierre_du_ryer-themistocle,Thémistocle,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,,,Tragédie,vers,TD1732
TD1733,pierre_du_ryer-vendanges_de_suresne,Les Vendanges de Suresne,Pierre DU RYER,Pierre Du Ryer,,Q2633293,,1633,,Comédie,vers,TD1733
