id,Name,id_similar,Name_similar,Intersection_size,Intersection,ngram Similarity,Similar,Matching,MatchingScore
fre000537,dufresny-chevalier-joueur,fre001214,regnard-joueur,6,"[""valere"", ""nerine"", ""angelique"", ""lacomtesse"", ""dorante"", ""lemarquis""]",0.0079868603265595,False,"[[""lemarquis1"", ""nerine2""], [""lacomtesse1"", ""lacomtesse2""], [""dorante1"", ""dorante2""], [""nerine1"", ""valere2""], [""angelique1"", ""angelique2""]]",0.5
fre000540,dufresny-depart-des-comediens,fre001032,mongin-promenades-de-paris,6,"[""arlequin"", ""colombine"", ""leandre"", ""pierrot"", ""octave"", ""mezzetin""]",0.002848495638241,False,"[[""leandre1"", ""octave2""], [""pierrot1"", ""pierrot2""], [""arlequin1"", ""leandre2""], [""mezzetin1"", ""arlequin2""], [""colombine1"", ""mezzetin2""], [""octave1"", ""colombine2""]]",0.167
fre000540,dufresny-depart-des-comediens,fre001207,regnard-coquette,6,"[""arlequin"", ""colombine"", ""pierrot"", ""octave"", ""pasquariel"", ""mezzetin""]",0.0055570689185508,False,"[[""pasquariel1"", ""octave2""], [""arlequin1"", ""arlequin2""], [""colombine1"", ""mezzetin2""], [""mezzetin1"", ""pierrot2""], [""pierrot1"", ""colombine2""]]",0.167
fre000558,dumaniant-francais-en-huronie,fre000559,dumaniant-francais-en-huronie-1787,6,"[""frontin"", ""valcour"", ""lafleur"", ""dorval"", ""zamire"", ""lesauvage""]",0.3756302521008403,True,"[[""lesauvage1"", ""lesauvage2""], [""zamire1"", ""zamire2""], [""valcour1"", ""valcour2""], [""lafleur1"", ""lafleur2""], [""dorval1"", ""dorval2""], [""frontin1"", ""frontin2""]]",1.0
fre000656,fuzelier-enfer-galant,fre000819,la-fontaine-daphne,7,"[""bacchus"", ""melpomene"", ""apollon"", ""venus"", ""diane"", ""lechoeur"", ""choeurdesdieux""]",0.0006598482349059,False,"[[""melpomene1"", ""melpomene2""], [""diane1"", ""venus2""], [""bacchus1"", ""apollon2""], [""venus1"", ""lechoeur2""]]",0.143
fre000680,garnier-bradamante,fre000804,la-calprenede-bradamante,8,"[""aymon"", ""renaud"", ""bradamante"", ""leon"", ""roger"", ""marphise"", ""charles"", ""ambassadeurs""]",0.0012960302031386,False,"[[""charles1"", ""charles2""], [""roger1"", ""roger2""], [""renaud1"", ""bradamante2""], [""ambassadeurs1"", ""ambassadeurs2""], [""leon1"", ""marphise2""], [""aymon1"", ""leon2""]]",0.375
fre000685,genlis-amant-anonyme,fre001653,colle-l-amant-anonyme,8,"[""ophemon"", ""rosalie"", ""picard"", ""leontine"", ""dorothee"", ""levicomte"", ""jeannette"", ""colin""]",0.8664084593630886,True,"[[""picard1"", ""picard2""], [""levicomte1"", ""levicomte2""], [""leontine1"", ""leontine2""], [""ophemon1"", ""ophemon2""], [""colin1"", ""colin2""], [""rosalie1"", ""rosalie2""], [""dorothee1"", ""dorothee2""], [""jeannette1"", ""jeannette2""]]",1.0
fre000753,guimont-de-la-touche-iphigenie,fre001875,favard-voisenon-la-petite-iphigenie,7,"[""iphigenie"", ""ismenie"", ""eumene"", ""thoas"", ""oreste"", ""lesclave"", ""arbas""]",0.0094066980223267,False,"[[""thoas1"", ""thoas2""], [""iphigenie1"", ""iphigenie2""], [""oreste1"", ""oreste2""], [""arbas1"", ""arbas2""], [""ismenie1"", ""ismenie2""], [""lesclave1"", ""lesclave2""], [""eumene1"", ""eumene2""]]",1.0
fre000818,la-fontaine-climene,fre000839,la-harpe-muses-rivales,7,"[""erato"", ""uranie"", ""apollon"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.0008314279775514,False,"[[""erato1"", ""thalie2""], [""melpomene1"", ""melpomene2""], [""thalie1"", ""erato2""], [""apollon1"", ""uranie2""]]",0.143
fre000818,la-fontaine-climene,fre001624,cahusac-l-algerien,7,"[""uranie"", ""apollon"", ""polymnie"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.0004343576935606,False,"[[""polymnie1"", ""calliope2""], [""apollon1"", ""melpomene2""], [""melpomene1"", ""uranie2""], [""thalie1"", ""clio2""], [""calliope1"", ""apollon2""], [""clio1"", ""thalie2""]]",0.0
fre000819,la-fontaine-daphne,fre000845,la-motte-carnaval-folie,7,"[""jupiter"", ""venus"", ""momus"", ""choeur"", ""lechoeur"", ""bacchus"", ""mercure""]",0.0016174092045287,False,"[[""lechoeur1"", ""mercure2""], [""choeur1"", ""choeur2""], [""momus1"", ""momus2""], [""bacchus1"", ""jupiter2""], [""venus1"", ""venus2""]]",0.429
fre000819,la-fontaine-daphne,fre001023,moliere-psyche,6,"[""jupiter"", ""venus"", ""choeur"", ""lamour"", ""apollon"", ""bacchus""]",0.0005123607019341,False,"[[""choeur1"", ""bacchus2""], [""jupiter1"", ""apollon2""], [""bacchus1"", ""jupiter2""], [""venus1"", ""venus2""], [""apollon1"", ""choeur2""]]",0.167
fre000819,la-fontaine-daphne,fre001176,quinault-isis,9,"[""jupiter"", ""choeur"", ""apollon"", ""deuxbergers"", ""lechoeur"", ""tousensemble"", ""melpomene"", ""thalie"", ""mercure""]",0.0003888528839922,False,"[[""mercure1"", ""deuxbergers2""], [""jupiter1"", ""thalie2""], [""melpomene1"", ""jupiter2""], [""apollon1"", ""mercure2""], [""choeur1"", ""lechoeur2""], [""lechoeur1"", ""apollon2""]]",0.0
fre000819,la-fontaine-daphne,fre001179,quinault-proserpine,6,"[""jupiter"", ""nymphes"", ""lechoeur"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.0009855858075643,False,"[[""jupiter1"", ""mercure2""], [""mercure1"", ""jupiter2""], [""lechoeur1"", ""lechoeur2""]]",0.2
fre000819,la-fontaine-daphne,fre001439,voltaire-pandore,9,"[""jupiter"", ""promethee"", ""lesdieux"", ""choeurdesdieux"", ""choeur"", ""lamour"", ""nymphes"", ""lechoeur"", ""mercure""]",0.0005983097748859,False,"[[""lechoeur1"", ""jupiter2""], [""promethee1"", ""lamour2""], [""mercure1"", ""choeur2""], [""choeur1"", ""lechoeur2""], [""jupiter1"", ""promethee2""]]",0.0
fre000819,la-fontaine-daphne,fre000993,moliere-amants-magnifiques,6,"[""venus"", ""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble""]",0.0008975317875841,False,"[[""venus1"", ""apollon2""], [""choeur1"", ""venus2""], [""tous1"", ""tousensemble2""], [""lechoeur1"", ""tous2""], [""apollon1"", ""lechoeur2""]]",0.0
fre000819,la-fontaine-daphne,fre001178,quinault-persee,6,"[""venus"", ""choeur"", ""lamour"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.0007479431563201,False,"[[""choeur1"", ""lechoeur2""], [""mercure1"", ""mercure2""], [""venus1"", ""venus2""]]",0.333
fre000819,la-fontaine-daphne,fre001183,quinault-thesee,6,"[""venus"", ""minerve"", ""choeur"", ""lechoeur"", ""bacchus"", ""tousensemble""]",0.0014111836302698,False,"[[""lechoeur1"", ""bacchus2""], [""minerve1"", ""choeur2""], [""venus1"", ""tousensemble2""], [""choeur1"", ""venus2""]]",0.0
fre000819,la-fontaine-daphne,fre001162,quinault-alceste,6,"[""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble"", ""diane""]",0.0003712871287128,False,"[[""tous1"", ""apollon2""], [""apollon1"", ""diane2""], [""tousensemble1"", ""lechoeur2""], [""choeur1"", ""choeur2""]]",0.167
fre000819,la-fontaine-daphne,fre001166,quinault-atys,6,"[""choeur"", ""nymphes"", ""fleuves"", ""lechoeur"", ""heures"", ""melpomene""]",0.0008300723348748,False,"[[""choeur1"", ""fleuves2""], [""melpomene1"", ""heures2""], [""lechoeur1"", ""melpomene2""]]",0.0
fre000839,la-harpe-muses-rivales,fre001624,cahusac-l-algerien,6,"[""uranie"", ""thalie"", ""calliope"", ""clio"", ""melpomene"", ""apollon""]",0.0008886631966484,False,"[[""clio1"", ""clio2""], [""calliope1"", ""thalie2""], [""thalie1"", ""calliope2""], [""uranie1"", ""melpomene2""], [""melpomene1"", ""apollon2""], [""apollon1"", ""uranie2""]]",0.167
fre000858,leclerc-iphigenie,fre001251,rotrou-iphigenie,7,"[""oronte"", ""agamemnon"", ""menelas"", ""ulysse"", ""achille"", ""clytemnestre"", ""iphigenie""]",0.0207561156412157,False,"[[""agamemnon1"", ""achille2""], [""clytemnestre1"", ""clytemnestre2""], [""achille1"", ""iphigenie2""], [""menelas1"", ""agamemnon2""], [""oronte1"", ""menelas2""], [""ulysse1"", ""ulysse2""]]",0.286
fre000913,mareschala-genereuse-allemande,fre000914,mareschala-genereuse-allemande-2,6,"[""aristandre"", ""adraste"", ""camille"", ""roseline"", ""cloriande"", ""coryleon""]",0.0161351959577088,False,"[[""aristandre1"", ""aristandre2""], [""coryleon1"", ""roseline2""], [""cloriande1"", ""cloriande2""], [""adraste1"", ""adraste2""], [""roseline1"", ""camille2""]]",0.5
fre000958,marolles-avaricieux,fre001128,plaute-aululaire,6,"[""euclion"", ""staphyla"", ""megadore"", ""strobile"", ""pythodicus"", ""lyconide""]",0.0412725709372313,False,"[[""pythodicus1"", ""pythodicus2""], [""strobile1"", ""strobile2""], [""megadore1"", ""megadore2""], [""staphyla1"", ""staphyla2""], [""lyconide1"", ""lyconide2""], [""euclion1"", ""euclion2""]]",1.0
fre000976,moissy-gourmandes,fre000988,moissy-poupee,6,"[""caroline"", ""josephine"", ""lepetitdulac"", ""dulac"", ""monsieurdulac"", ""fanchette""]",0.7372233400402415,True,"[[""fanchette1"", ""fanchette2""], [""monsieurdulac1"", ""monsieurdulac2""], [""caroline1"", ""caroline2""], [""dulac1"", ""dulac2""], [""josephine1"", ""josephine2""], [""lepetitdulac1"", ""lepetitdulac2""]]",1.0
fre000977,moissy-goute,fre000985,moissy-petit-paysan,6,"[""monsieurblandineau"", ""madameblandineau"", ""madamebeandineau"", ""lepetitblandineau"", ""jannot"", ""lapetiteblandineau""]",0.7542857142857143,True,"[[""lepetitblandineau1"", ""lepetitblandineau2""], [""madameblandineau1"", ""madameblandineau2""], [""lapetiteblandineau1"", ""lapetiteblandineau2""], [""madamebeandineau1"", ""madamebeandineau2""], [""monsieurblandineau1"", ""monsieurblandineau2""], [""jannot1"", ""jannot2""]]",1.0
fre000993,moliere-amants-magnifiques,fre001162,quinault-alceste,6,"[""eole"", ""choeur"", ""tous"", ""tousensemble"", ""lechoeur"", ""apollon""]",0.0003936814133162,False,"[[""lechoeur1"", ""eole2""], [""tousensemble1"", ""apollon2""], [""apollon1"", ""lechoeur2""]]",0.0
fre000993,moliere-amants-magnifiques,fre001183,quinault-thesee,6,"[""choeur"", ""bergers"", ""venus"", ""lapretresse"", ""tousensemble"", ""lechoeur""]",0.0014172335600907,False,"[[""lechoeur1"", ""tousensemble2""], [""venus1"", ""lechoeur2""], [""lapretresse1"", ""venus2""]]",0.0
fre000993,moliere-amants-magnifiques,fre001173,quinault-fetes-amour-bacchus,7,"[""tircis"", ""menandre"", ""caliste"", ""tous"", ""climene"", ""tousensemble"", ""lechoeur""]",0.068916008614501,False,"[[""caliste1"", ""caliste2""], [""menandre1"", ""menandre2""], [""tousensemble1"", ""tousensemble2""], [""tircis1"", ""tircis2""], [""tous1"", ""tous2""], [""climene1"", ""climene2""], [""lechoeur1"", ""lechoeur2""]]",1.0
fre000997,moliere-bourgeois-gentilhomme,fre001173,quinault-fetes-amour-bacchus,8,"[""tous"", ""hommedubelair"", ""autrehommedubelair"", ""femmedubelair"", ""autrefemmedubelair"", ""autregascon"", ""lesuisse"", ""vieuxbourgeoisbabillard""]",0.0011152268291711,False,,
fre001001,moliere-divertissement-chambord,fre001020,moliere-monsieur-pourceaugnac,9,"[""premierevoix"", ""deuxiemevoix"", ""troisiemevoix"", ""lavocatbredouilleur"", ""legyptienne"", ""choeurdesmusiciens"", ""legyptien"", ""lepetitchoeur"", ""tousensemble""]",0.0025064504238849,False,"[[""lavocatbredouilleur1"", ""lavocatbredouilleur2""]]",0.111
fre001003,moliere-dom-juan,fre001009,moliere-festin-de-pierre,16,"[""sganarelle"", ""gusman"", ""donjuan"", ""donaelvire"", ""charlotte"", ""pierrot"", ""mathurine"", ""laramee"", ""doncarlos"", ""donalonse"", ""laviolette"", ""monsieurdimanche"", ""donlouis"", ""ragotin"", ""lastatue"", ""lespectre""]",0.6363760106716032,True,"[[""mathurine1"", ""mathurine2""], [""laviolette1"", ""laviolette2""], [""pierrot1"", ""pierrot2""], [""laramee1"", ""laramee2""], [""donalonse1"", ""donalonse2""], [""lastatue1"", ""lastatue2""], [""ragotin1"", ""ragotin2""], [""doncarlos1"", ""doncarlos2""], [""sganarelle1"", ""sganarelle2""], [""donlouis1"", ""donlouis2""], [""monsieurdimanche1"", ""monsieurdimanche2""], [""gusman1"", ""gusman2""], [""charlotte1"", ""charlotte2""], [""donjuan1"", ""donjuan2""], [""donaelvire1"", ""donaelvire2""], [""lespectre1"", ""lespectre2""]]",1.0
fre001012,moliere-impromptu-versailles,fre001319,sand-roi-attend,12,"[""moliere"", ""brecourt"", ""lagrange"", ""ducroisy"", ""mademoiselleduparc"", ""mademoisellebejart"", ""mademoiselledebrie"", ""mademoiselleducroisy"", ""mademoiselleherve"", ""mademoisellemoliere"", ""bejart"", ""unnecessaire""]",0.0416732688955791,False,"[[""lagrange1"", ""lagrange2""], [""mademoiselleduparc1"", ""mademoiselleduparc2""], [""brecourt1"", ""ducroisy2""], [""mademoisellebejart1"", ""mademoisellebejart2""], [""bejart1"", ""bejart2""], [""mademoiselleherve1"", ""mademoiselleherve2""], [""mademoisellemoliere1"", ""mademoisellemoliere2""], [""mademoiselledebrie1"", ""mademoiselledebrie2""], [""unnecessaire1"", ""unnecessaire2""], [""mademoiselleducroisy1"", ""mademoiselleducroisy2""], [""moliere1"", ""moliere2""]]",0.833
fre001021,moliere-precieuses-ridicules,fre001361,somaize-precieuses-ridicules,11,"[""ducroisy"", ""lagrange"", ""gorgibus"", ""marotte"", ""cathos"", ""mascarille"", ""premierporteur"", ""deuxiemeporteur"", ""almanzor"", ""jodelet"", ""lucile""]",0.0442310989199382,False,"[[""lagrange1"", ""lagrange2""], [""gorgibus1"", ""gorgibus2""], [""deuxiemeporteur1"", ""deuxiemeporteur2""], [""almanzor1"", ""almanzor2""], [""ducroisy1"", ""ducroisy2""], [""mascarille1"", ""mascarille2""], [""marotte1"", ""marotte2""], [""premierporteur1"", ""premierporteur2""], [""cathos1"", ""cathos2""], [""jodelet1"", ""jodelet2""], [""lucile1"", ""lucile2""]]",1.0
fre001023,moliere-psyche,fre001183,quinault-thesee,6,"[""choeur"", ""venus"", ""leroi"", ""divinites"", ""bacchus"", ""mars""]",0.0016303904785196,False,"[[""divinites1"", ""venus2""], [""choeur1"", ""mars2""], [""venus1"", ""leroi2""], [""bacchus1"", ""bacchus2""]]",0.167
fre001032,mongin-promenades-de-paris,fre001207,regnard-coquette,6,"[""octave"", ""colombine"", ""arlequin"", ""pierrot"", ""mezzetin"", ""lechoeur""]",0.007217662043589,False,"[[""colombine1"", ""mezzetin2""], [""pierrot1"", ""arlequin2""], [""arlequin1"", ""octave2""], [""octave1"", ""colombine2""], [""mezzetin1"", ""pierrot2""]]",0.0
fre001047,montchretien-hector,fre001701,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,6,"[""cassandre"", ""andromaque"", ""hector"", ""priam"", ""hecube"", ""helene""]",0.0011144688055894,False,"[[""hecube1"", ""hecube2""], [""cassandre1"", ""cassandre2""], [""hector1"", ""hector2""], [""priam1"", ""andromaque2""], [""helene1"", ""helene2""], [""andromaque1"", ""priam2""]]",0.667
fre001061,musset-lorenzaccio,fre001935,rostand-cyrano,7,"[""leduc"", ""lebourgeois"", ""unpage"", ""lemarquis"", ""unefemme"", ""unevoix"", ""leportier""]",0.0028080565695759,False,"[[""lebourgeois1"", ""lebourgeois2""], [""leduc1"", ""unpage2""]]",0.143
fre001116,piis-cassandre-astrologue,fre001462,anseaume-tableau-parlant,6,"[""pierrot"", ""colombine"", ""leandre"", ""isabelle"", ""cassandre"", ""ensemble""]",0.0044608389808698,False,"[[""cassandre1"", ""colombine2""], [""colombine1"", ""pierrot2""], [""leandre1"", ""leandre2""], [""pierrot1"", ""isabelle2""]]",0.167
fre001162,quinault-alceste,fre001176,quinault-isis,7,"[""ensemble"", ""choeur"", ""tousensemble"", ""choeurs"", ""deuxtritons"", ""apollon"", ""lechoeur""]",0.0019113149847094,False,"[[""choeurs1"", ""choeurs2""], [""apollon1"", ""apollon2""], [""choeur1"", ""lechoeur2""], [""ensemble1"", ""deuxtritons2""]]",0.286
fre001162,quinault-alceste,fre001179,quinault-proserpine,6,"[""tousensemble"", ""lechoeur"", ""lechoeur"", ""lesombres"", ""pluton"", ""proserpine""]",0.002060606060606,False,"[[""pluton1"", ""pluton2""], [""proserpine1"", ""proserpine2""], [""tousensemble1"", ""tousensemble2""], [""lechoeur1"", ""lechoeur2""]]",0.8
fre001166,quinault-atys,fre001176,quinault-isis,6,"[""melpomene"", ""iris"", ""ensemble"", ""choeurs"", ""lechoeur"", ""choeur""]",0.0030484087306426,False,"[[""iris1"", ""lechoeur2""], [""melpomene1"", ""melpomene2""], [""ensemble1"", ""iris2""]]",0.167
fre001168,quinault-cadmus-hermione,fre001176,quinault-isis,6,"[""lechoeur"", ""pan"", ""choeurs"", ""junon"", ""tousensemble"", ""jupiter""]",0.0029459025174076,False,"[[""jupiter1"", ""lechoeur2""], [""junon1"", ""jupiter2""], [""lechoeur1"", ""choeurs2""], [""pan1"", ""pan2""], [""choeurs1"", ""junon2""]]",0.167
fre001168,quinault-cadmus-hermione,fre001178,quinault-persee,6,"[""lechoeur"", ""choeurs"", ""lamour"", ""tousensemble"", ""leschoeurs"", ""venus""]",0.0029581993569131,False,"[[""lechoeur1"", ""tousensemble2""], [""leschoeurs1"", ""venus2""], [""choeurs1"", ""leschoeurs2""]]",0.0
fre001169,quinault-comedie-sans-comedie,fre001171,quinault-docteur-de-verre,8,"[""laroque"", ""lafleur"", ""isabelle"", ""marine"", ""panfile"", ""tersandre"", ""ragotin"", ""ledocteur""]",0.2096534534822413,False,"[[""ledocteur1"", ""ledocteur2""], [""tersandre1"", ""tersandre2""], [""ragotin1"", ""ragotin2""], [""marine1"", ""marine2""], [""lafleur1"", ""lafleur2""], [""panfile1"", ""panfile2""], [""isabelle1"", ""isabelle2""], [""laroque1"", ""laroque2""]]",1.0
fre001176,quinault-isis,fre001624,cahusac-l-algerien,6,"[""larenommee"", ""lechoeur"", ""calliope"", ""thalie"", ""apollon"", ""melpomene""]",0.0019232715861929,False,"[[""thalie1"", ""melpomene2""], [""lechoeur1"", ""larenommee2""], [""calliope1"", ""thalie2""], [""larenommee1"", ""calliope2""]]",0.0
fre001176,quinault-isis,fre001179,quinault-proserpine,6,"[""lechoeur"", ""lechoeur"", ""mercure"", ""jupiter"", ""deuxnymphes"", ""tousensemble""]",0.0027901077996195,False,"[[""mercure1"", ""tousensemble2""], [""deuxnymphes1"", ""mercure2""], [""jupiter1"", ""jupiter2""], [""lechoeur1"", ""lechoeur2""]]",0.4
fre001176,quinault-isis,fre001183,quinault-thesee,7,"[""lechoeur"", ""bergers"", ""ensemble"", ""tousensemble"", ""choeur"", ""divinites"", ""peuples""]",0.0022970440669769,False,"[[""lechoeur1"", ""bergers2""]]",0.0
fre001176,quinault-isis,fre001439,voltaire-pandore,6,"[""lechoeur"", ""neptune"", ""mercure"", ""jupiter"", ""choeurdesnymphes"", ""choeur""]",0.001394592081816,False,"[[""jupiter1"", ""mercure2""], [""neptune1"", ""choeurdesnymphes2""], [""mercure1"", ""jupiter2""], [""lechoeur1"", ""lechoeur2""]]",0.167
fre001178,quinault-persee,fre001179,quinault-proserpine,6,"[""lechoeur"", ""lechoeur"", ""mercure"", ""divinitesinfernales"", ""leschoeurs"", ""tousensemble""]",0.0057373046875,False,"[[""mercure1"", ""mercure2""], [""lechoeur1"", ""lechoeur2""]]",0.4
fre001179,quinault-proserpine,fre001439,voltaire-pandore,6,"[""lechoeur"", ""mercure"", ""pluton"", ""nymphes"", ""lechoeur"", ""jupiter""]",0.0020421559331923,False,"[[""lechoeur1"", ""lechoeur2""], [""jupiter1"", ""pluton2""], [""mercure1"", ""mercure2""], [""pluton1"", ""jupiter2""]]",0.4
fre001183,quinault-thesee,fre001258,rousseaujb-jason,6,"[""unplaisir"", ""venus"", ""choeur"", ""leroi"", ""medee"", ""lechoeur""]",0.0022185970636215,False,"[[""choeur1"", ""unplaisir2""], [""leroi1"", ""leroi2""], [""unplaisir1"", ""lechoeur2""], [""medee1"", ""medee2""], [""venus1"", ""venus2""]]",0.5
fre001184,racine-alexandre,fre001185,racine-alexandre-66,6,"[""cleofile"", ""taxile"", ""porus"", ""axiane"", ""ephestion"", ""alexandre""]",0.8296585797507559,True,"[[""axiane1"", ""axiane2""], [""ephestion1"", ""ephestion2""], [""porus1"", ""porus2""], [""taxile1"", ""taxile2""], [""cleofile1"", ""cleofile2""], [""alexandre1"", ""alexandre2""]]",1.0
fre001186,racine-andromaque,fre001187,racine-andromaque-68,8,"[""oreste"", ""pylade"", ""pyrrhus"", ""phoenix"", ""andromaque"", ""hermione"", ""cleone"", ""cephise""]",0.869922007460156,True,"[[""hermione1"", ""hermione2""], [""cephise1"", ""cephise2""], [""cleone1"", ""cleone2""], [""oreste1"", ""oreste2""], [""pyrrhus1"", ""pyrrhus2""], [""andromaque1"", ""andromaque2""], [""pylade1"", ""pylade2""], [""phoenix1"", ""phoenix2""]]",1.0
fre001195,racine-phedre,fre001196,racine-phedre-77,8,"[""hippolyte"", ""theramene"", ""oenone"", ""phedre"", ""panope"", ""aricie"", ""ismene"", ""thesee""]",0.917073904217728,True,"[[""phedre1"", ""phedre2""], [""aricie1"", ""aricie2""], [""ismene1"", ""ismene2""], [""hippolyte1"", ""hippolyte2""], [""oenone1"", ""oenone2""], [""thesee1"", ""thesee2""], [""panope1"", ""panope2""], [""theramene1"", ""theramene2""]]",1.0
fre001197,racine-plaideurs,fre001198,racine-plaideurs-69,8,"[""petitjean"", ""lintime"", ""dandin"", ""leandre"", ""chicanneau"", ""lacomtesse"", ""isabelle"", ""lesouffleur""]",0.8510116492949111,True,"[[""petitjean1"", ""petitjean2""], [""lintime1"", ""lintime2""], [""lacomtesse1"", ""lacomtesse2""], [""dandin1"", ""dandin2""], [""leandre1"", ""leandre2""], [""isabelle1"", ""isabelle2""], [""lesouffleur1"", ""lesouffleur2""], [""chicanneau1"", ""chicanneau2""]]",1.0
fre001199,racine-thebaide,fre001200,racine-thebaide-64,8,"[""jocaste"", ""olympe"", ""antigone"", ""eteocle"", ""creon"", ""hemon"", ""polynice"", ""attale""]",0.71699585121095,True,"[[""polynice1"", ""polynice2""], [""eteocle1"", ""eteocle2""], [""antigone1"", ""antigone2""], [""attale1"", ""attale2""], [""olympe1"", ""olympe2""], [""creon1"", ""creon2""], [""jocaste1"", ""jocaste2""], [""hemon1"", ""hemon2""]]",1.0
fre001199,racine-thebaide,fre001240,rotrou-antigone,6,"[""jocaste"", ""antigone"", ""eteocle"", ""creon"", ""hemon"", ""polynice""]",0.002677376171352,False,"[[""polynice1"", ""polynice2""], [""antigone1"", ""antigone2""], [""jocaste1"", ""jocaste2""], [""creon1"", ""eteocle2""], [""hemon1"", ""hemon2""], [""eteocle1"", ""creon2""]]",0.667
fre001200,racine-thebaide-64,fre001240,rotrou-antigone,6,"[""jocaste"", ""antigone"", ""eteocle"", ""creon"", ""hemon"", ""polynice""]",0.0031336706381589,False,"[[""polynice1"", ""polynice2""], [""jocaste1"", ""antigone2""], [""creon1"", ""eteocle2""], [""hemon1"", ""hemon2""], [""antigone1"", ""creon2""]]",0.333
fre001203,regnard-arlequin-bonnes-fortunes,fre001207,regnard-coquette,6,"[""mezzetin"", ""isabelle"", ""colombine"", ""pierrot"", ""pasquariel"", ""arlequin""]",0.0334130634774609,False,"[[""pierrot1"", ""pierrot2""], [""arlequin1"", ""arlequin2""], [""colombine1"", ""mezzetin2""], [""mezzetin1"", ""pasquariel2""], [""isabelle1"", ""colombine2""]]",0.333
fre001203,regnard-arlequin-bonnes-fortunes,fre001211,regnard-filles-errantes,6,"[""mezzetin"", ""isabelle"", ""colombine"", ""pierrot"", ""pasquariel"", ""arlequin""]",0.0219844643118862,False,"[[""colombine1"", ""colombine2""], [""pierrot1"", ""arlequin2""], [""arlequin1"", ""mezzetin2""], [""mezzetin1"", ""isabelle2""], [""isabelle1"", ""pierrot2""]]",0.167
fre001207,regnard-coquette,fre001210,regnard-divorce,6,"[""arlequin"", ""colombine"", ""pierrot"", ""isabelle"", ""mezzetin"", ""lelaquais""]",0.0189798339264531,False,"[[""mezzetin1"", ""arlequin2""], [""lelaquais1"", ""lelaquais2""], [""colombine1"", ""pierrot2""], [""arlequin1"", ""isabelle2""], [""pierrot1"", ""colombine2""]]",0.167
fre001207,regnard-coquette,fre001211,regnard-filles-errantes,7,"[""arlequin"", ""colombine"", ""pierrot"", ""isabelle"", ""mezzetin"", ""pasquariel"", ""lechoeur""]",0.0194258954123666,False,"[[""colombine1"", ""colombine2""], [""pasquariel1"", ""mezzetin2""], [""pierrot1"", ""arlequin2""], [""mezzetin1"", ""isabelle2""], [""arlequin1"", ""pierrot2""]]",0.143
fre001336,schelandre-tyr-sidon-i,fre001337,schelandre-tyr-sidon-ii,14,"[""phulter"", ""abdolomin"", ""balorte"", ""belcar"", ""araxe"", ""soldats"", ""timadon"", ""pharnabaze"", ""cassandre"", ""meliane"", ""zorote"", ""almodice"", ""archers"", ""soldat""]",0.001840149148931,False,"[[""araxe1"", ""araxe2""], [""almodice1"", ""timadon2""], [""cassandre1"", ""cassandre2""], [""phulter1"", ""abdolomin2""], [""balorte1"", ""belcar2""], [""meliane1"", ""meliane2""], [""soldat1"", ""balorte2""], [""pharnabaze1"", ""pharnabaze2""], [""belcar1"", ""almodice2""], [""abdolomin1"", ""phulter2""], [""zorote1"", ""archers2""], [""timadon1"", ""soldat2""]]",0.286
fre001400,viau-pyrame,fre001906,puget-de-la-serre-le-pyrame,9,"[""thisbe"", ""bersiane"", ""narbal"", ""lidias"", ""leroi"", ""syllar"", ""pyrame"", ""disarque"", ""deuxis""]",0.0040951067652835,False,"[[""deuxis1"", ""disarque2""], [""leroi1"", ""leroi2""], [""syllar1"", ""syllar2""], [""thisbe1"", ""thisbe2""], [""narbal1"", ""narbal2""], [""bersiane1"", ""bersiane2""], [""pyrame1"", ""pyrame2""]]",0.667
fre001592,beissier-proprietaire-et-locataire,fre001612,beissier-locataire,6,"[""guignol"", ""leconcierge"", ""maitrefuret"", ""leproprietaire"", ""legendarme"", ""lecommissaire""]",0.916336035880628,True,"[[""leproprietaire1"", ""leproprietaire2""], [""lecommissaire1"", ""lecommissaire2""], [""leconcierge1"", ""leconcierge2""], [""maitrefuret1"", ""maitrefuret2""], [""guignol1"", ""guignol2""], [""legendarme1"", ""legendarme2""]]",1.0
