id,Name,id_similar,Name_similar,Intersection_size,Intersection,ngram Similarity,SImilarity type (commentaire),Different versions of same text,MatchingScore,Matching,Cast difference
fre001179,quinault-proserpine,fre001439,voltaire-pandore,6,"[""lechoeur"", ""mercure"", ""pluton"", ""nymphes"", ""lechoeur"", ""jupiter""]",0.00,,FALSE,0.4,"[[""lechoeur1"", ""lechoeur2""], [""jupiter1"", ""pluton2""], [""mercure1"", ""mercure2""], [""pluton1"", ""jupiter2""]]",2
fre000680,garnier-bradamante,fre000804,la-calprenede-bradamante,8,"[""aymon"", ""renaud"", ""bradamante"", ""leon"", ""roger"", ""marphise"", ""charles"", ""ambassadeurs""]",0.00,,FALSE,0.375,"[[""charles1"", ""charles2""], [""roger1"", ""roger2""], [""renaud1"", ""bradamante2""], [""ambassadeurs1"", ""ambassadeurs2""], [""leon1"", ""marphise2""], [""aymon1"", ""leon2""]]",2
fre001203,regnard-arlequin-bonnes-fortunes,fre001207,regnard-coquette,6,"[""mezzetin"", ""isabelle"", ""colombine"", ""pierrot"", ""pasquariel"", ""arlequin""]",0.03,,FALSE,0.333,"[[""pierrot1"", ""pierrot2""], [""arlequin1"", ""arlequin2""], [""colombine1"", ""mezzetin2""], [""mezzetin1"", ""pasquariel2""], [""isabelle1"", ""colombine2""]]",1
fre000301,chevalier-amours-de-calotin,fre001778,palaprat-le-muet,6,"[""lemarquis"", ""lebaron"", ""lechevalier"", ""lelaquais"", ""lacomtesse"", ""lisette""]",0.01,,FALSE,0.333,"[[""lebaron1"", ""lacomtesse2""], [""lisette1"", ""lebaron2""], [""lemarquis1"", ""lemarquis2""], [""lechevalier1"", ""lechevalier2""]]",2
fre000207,cadet-gassicourt-souper-de-moliere,fre000296,chazet-dubois-moliere-chez-ninon,6,"[""laforet"", ""tous"", ""moliere"", ""boileau"", ""chapelle"", ""lafontaine""]",0.01,,FALSE,0.333,"[[""boileau1"", ""boileau2""], [""lafontaine1"", ""moliere2""], [""tous1"", ""lafontaine2""], [""laforet1"", ""laforet2""], [""moliere1"", ""chapelle2""]]",1
fre000533,dufresny-regnard-chinois,fre000540,dufresny-depart-des-comediens,6,"[""lecomedien"", ""pierrot"", ""colombine"", ""mezzetin"", ""arlequin"", ""octave""]",0.00,,FALSE,0.333,"[[""lecomedien1"", ""colombine2""], [""octave1"", ""octave2""], [""colombine1"", ""arlequin2""], [""mezzetin1"", ""mezzetin2""]]",2
fre000398,crebillon-catilina,fre001441,voltaire-rome-sauvee,6,"[""catilina"", ""lentulus"", ""ciceron"", ""caton"", ""crassus"", ""cethegus""]",0.00,,FALSE,0.333,"[[""ciceron1"", ""ciceron2""], [""crassus1"", ""catilina2""], [""caton1"", ""caton2""], [""catilina1"", ""lentulus2""], [""cethegus1"", ""crassus2""], [""lentulus1"", ""cethegus2""]]",0
fre001200,racine-thebaide-64,fre001240,rotrou-antigone,6,"[""jocaste"", ""antigone"", ""eteocle"", ""creon"", ""hemon"", ""polynice""]",0.00,,FALSE,0.333,"[[""polynice1"", ""polynice2""], [""jocaste1"", ""antigone2""], [""creon1"", ""eteocle2""], [""hemon1"", ""hemon2""], [""antigone1"", ""creon2""]]",1
fre000287,chabanon-toison-d-or,fre001258,rousseaujb-jason,6,"[""medee"", ""jason"", ""orphee"", ""choeur"", ""lamour"", ""venus""]",0.00,,FALSE,0.333,"[[""choeur1"", ""lamour2""], [""orphee1"", ""orphee2""], [""jason1"", ""venus2""], [""lamour1"", ""jason2""], [""medee1"", ""medee2""]]",1
fre000381,corneillet-medee,fre001183,quinault-thesee,6,"[""lechoeur"", ""unhabitant"", ""deuxbergeres"", ""medee"", ""arcas"", ""cleone""]",0.00,,FALSE,0.333,"[[""deuxbergeres1"", ""cleone2""], [""medee1"", ""medee2""], [""lechoeur1"", ""lechoeur2""], [""cleone1"", ""arcas2""]]",2
fre000322,corneillep-andromede,fre001176,quinault-isis,6,"[""melpomene"", ""lechoeur"", ""neptune"", ""junon"", ""mercure"", ""jupiter""]",0.00,,FALSE,0.333,"[[""jupiter1"", ""jupiter2""], [""junon1"", ""lechoeur2""], [""mercure1"", ""mercure2""], [""lechoeur1"", ""junon2""], [""melpomene1"", ""neptune2""]]",1
fre000819,la-fontaine-daphne,fre001178,quinault-persee,6,"[""venus"", ""choeur"", ""lamour"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.00,,FALSE,0.333,"[[""choeur1"", ""lechoeur2""], [""mercure1"", ""mercure2""], [""venus1"", ""venus2""]]",3
fre000213,campistron-achille,fre000322,corneillep-andromede,6,"[""mercure"", ""melpomene"", ""lechoeur"", ""jupiter"", ""venus"", ""junon""]",0.00,,FALSE,0.333,"[[""jupiter1"", ""venus2""], [""mercure1"", ""mercure2""], [""venus1"", ""jupiter2""], [""junon1"", ""melpomene2""], [""lechoeur1"", ""lechoeur2""]]",1
fre000017,anonyme-adam,fre000039,anonyme-vierges-folles-vierges-sages,6,"[""moise"", ""david"", ""daniel"", ""jeremie"", ""isaie"", ""nabuchodonosor""]",0.00,,FALSE,0.333,"[[""david1"", ""david2""], [""daniel1"", ""moise2""], [""nabuchodonosor1"", ""daniel2""], [""isaie1"", ""isaie2""]]",2
fre000858,leclerc-iphigenie,fre001251,rotrou-iphigenie,7,"[""oronte"", ""agamemnon"", ""menelas"", ""ulysse"", ""achille"", ""clytemnestre"", ""iphigenie""]",0.02,,FALSE,0.286,"[[""agamemnon1"", ""achille2""], [""clytemnestre1"", ""clytemnestre2""], [""achille1"", ""iphigenie2""], [""menelas1"", ""agamemnon2""], [""oronte1"", ""menelas2""], [""ulysse1"", ""ulysse2""]]",1
fre000437,dancourt-desolation-des-joueuses,fre000445,dancourt-femme-d-intrigues,7,"[""lisette"", ""angelique"", ""dorante"", ""unlaquais"", ""eraste"", ""lemarquis"", ""lechevalier""]",0.01,,FALSE,0.286,"[[""eraste1"", ""eraste2""], [""lisette1"", ""lechevalier2""], [""angelique1"", ""dorante2""], [""unlaquais1"", ""unlaquais2""], [""lechevalier1"", ""lemarquis2""], [""dorante1"", ""angelique2""]]",1
fre000075,barante-arlequin-misanthrope,fre000540,dufresny-depart-des-comediens,7,"[""arlequin"", ""colombine"", ""octave"", ""leandre"", ""pierrot"", ""lachanteuse"", ""mezzetin""]",0.00,,FALSE,0.286,"[[""arlequin1"", ""lachanteuse2""], [""colombine1"", ""colombine2""], [""mezzetin1"", ""arlequin2""], [""octave1"", ""mezzetin2""], [""pierrot1"", ""octave2""], [""leandre1"", ""leandre2""]]",1
fre000127,biancollelli-arlequin-gentilhomme,fre000540,dufresny-depart-des-comediens,7,"[""colombine"", ""pierrot"", ""arlequin"", ""leandre"", ""octave"", ""mezzetin"", ""lachanteuse""]",0.00,,FALSE,0.286,"[[""leandre1"", ""octave2""], [""arlequin1"", ""arlequin2""], [""pierrot1"", ""lachanteuse2""], [""colombine1"", ""colombine2""], [""lachanteuse1"", ""pierrot2""], [""octave1"", ""leandre2""]]",1
fre001162,quinault-alceste,fre001176,quinault-isis,7,"[""ensemble"", ""choeur"", ""tousensemble"", ""choeurs"", ""deuxtritons"", ""apollon"", ""lechoeur""]",0.00,,FALSE,0.286,"[[""choeurs1"", ""choeurs2""], [""apollon1"", ""apollon2""], [""choeur1"", ""lechoeur2""], [""ensemble1"", ""deuxtritons2""]]",3
fre001336,schelandre-tyr-sidon-i,fre001337,schelandre-tyr-sidon-ii,14,"[""phulter"", ""abdolomin"", ""balorte"", ""belcar"", ""araxe"", ""soldats"", ""timadon"", ""pharnabaze"", ""cassandre"", ""meliane"", ""zorote"", ""almodice"", ""archers"", ""soldat""]",0.00,,FALSE,0.286,"[[""araxe1"", ""araxe2""], [""almodice1"", ""timadon2""], [""cassandre1"", ""cassandre2""], [""phulter1"", ""abdolomin2""], [""balorte1"", ""belcar2""], [""meliane1"", ""meliane2""], [""soldat1"", ""balorte2""], [""pharnabaze1"", ""pharnabaze2""], [""belcar1"", ""almodice2""], [""abdolomin1"", ""phulter2""], [""zorote1"", ""archers2""], [""timadon1"", ""soldat2""]]",2
fre000366,corneillet-circe,fre001168,quinault-cadmus-hermione,7,"[""mars"", ""lamour"", ""tousensemble"", ""melisse"", ""venus"", ""lesoleil"", ""jupiter""]",0.00,,FALSE,0.286,"[[""mars1"", ""jupiter2""], [""tousensemble1"", ""mars2""], [""lamour1"", ""lamour2""], [""lesoleil1"", ""lesoleil2""]]",3
fre000322,corneillep-andromede,fre001178,quinault-persee,8,"[""cassiope"", ""persee"", ""cephee"", ""phinee"", ""lechoeur"", ""venus"", ""andromede"", ""mercure""]",0.00,,FALSE,0.25,"[[""phinee1"", ""phinee2""], [""cephee1"", ""cassiope2""], [""lechoeur1"", ""andromede2""], [""mercure1"", ""cephee2""], [""cassiope1"", ""persee2""], [""venus1"", ""venus2""]]",2
fre000819,la-fontaine-daphne,fre001179,quinault-proserpine,6,"[""jupiter"", ""nymphes"", ""lechoeur"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.00,,FALSE,0.2,"[[""jupiter1"", ""mercure2""], [""mercure1"", ""jupiter2""], [""lechoeur1"", ""lechoeur2""]]",3
fre000045,archambault-ce-n-est-pas,fre000049,archambault-janot-battus,6,"[""janot"", ""dodinet"", ""ragot"", ""simon"", ""madameragot"", ""suzon""]",0.05,"Two plays with the archetypal character of Janot, but very distinct : no similarity found when doing textual alignment",FALSE,0.167,"[[""janot1"", ""ragot2""], [""dodinet1"", ""simon2""], [""ragot1"", ""dodinet2""], [""simon1"", ""janot2""], [""suzon1"", ""suzon2""]]",1
fre001203,regnard-arlequin-bonnes-fortunes,fre001211,regnard-filles-errantes,6,"[""mezzetin"", ""isabelle"", ""colombine"", ""pierrot"", ""pasquariel"", ""arlequin""]",0.02,,FALSE,0.167,"[[""colombine1"", ""colombine2""], [""pierrot1"", ""arlequin2""], [""arlequin1"", ""mezzetin2""], [""mezzetin1"", ""isabelle2""], [""isabelle1"", ""pierrot2""]]",1
fre001207,regnard-coquette,fre001210,regnard-divorce,6,"[""arlequin"", ""colombine"", ""pierrot"", ""isabelle"", ""mezzetin"", ""lelaquais""]",0.02,,FALSE,0.167,"[[""mezzetin1"", ""arlequin2""], [""lelaquais1"", ""lelaquais2""], [""colombine1"", ""pierrot2""], [""arlequin1"", ""isabelle2""], [""pierrot1"", ""colombine2""]]",1
fre000438,dancourt-diable-boiteux,fre000445,dancourt-femme-d-intrigues,6,"[""angelique"", ""unlaquais"", ""eraste"", ""leandre"", ""cascaret"", ""lecommissaire""]",0.01,,FALSE,0.167,"[[""cascaret1"", ""lecommissaire2""], [""angelique1"", ""eraste2""], [""leandre1"", ""leandre2""], [""unlaquais1"", ""cascaret2""], [""eraste1"", ""angelique2""], [""lecommissaire1"", ""unlaquais2""]]",0
fre000540,dufresny-depart-des-comediens,fre001207,regnard-coquette,6,"[""arlequin"", ""colombine"", ""pierrot"", ""octave"", ""pasquariel"", ""mezzetin""]",0.01,,FALSE,0.167,"[[""pasquariel1"", ""octave2""], [""arlequin1"", ""arlequin2""], [""colombine1"", ""mezzetin2""], [""mezzetin1"", ""pierrot2""], [""pierrot1"", ""colombine2""]]",1
fre001116,piis-cassandre-astrologue,fre001462,anseaume-tableau-parlant,6,"[""pierrot"", ""colombine"", ""leandre"", ""isabelle"", ""cassandre"", ""ensemble""]",0.00,,FALSE,0.167,"[[""cassandre1"", ""colombine2""], [""colombine1"", ""pierrot2""], [""leandre1"", ""leandre2""], [""pierrot1"", ""isabelle2""]]",2
fre000127,biancollelli-arlequin-gentilhomme,fre000533,dufresny-regnard-chinois,6,"[""colombine"", ""pierrot"", ""arlequin"", ""octave"", ""mezzetin"", ""isabelle""]",0.00,,FALSE,0.167,"[[""isabelle1"", ""arlequin2""], [""colombine1"", ""colombine2""], [""mezzetin1"", ""octave2""], [""arlequin1"", ""mezzetin2""], [""pierrot1"", ""isabelle2""]]",1
fre001166,quinault-atys,fre001176,quinault-isis,6,"[""melpomene"", ""iris"", ""ensemble"", ""choeurs"", ""lechoeur"", ""choeur""]",0.00,,FALSE,0.167,"[[""iris1"", ""lechoeur2""], [""melpomene1"", ""melpomene2""], [""ensemble1"", ""iris2""]]",3
fre001168,quinault-cadmus-hermione,fre001176,quinault-isis,6,"[""lechoeur"", ""pan"", ""choeurs"", ""junon"", ""tousensemble"", ""jupiter""]",0.00,,FALSE,0.167,"[[""jupiter1"", ""lechoeur2""], [""junon1"", ""jupiter2""], [""lechoeur1"", ""choeurs2""], [""pan1"", ""pan2""], [""choeurs1"", ""junon2""]]",1
fre000540,dufresny-depart-des-comediens,fre001032,mongin-promenades-de-paris,6,"[""arlequin"", ""colombine"", ""leandre"", ""pierrot"", ""octave"", ""mezzetin""]",0.00,,FALSE,0.167,"[[""leandre1"", ""octave2""], [""pierrot1"", ""pierrot2""], [""arlequin1"", ""leandre2""], [""mezzetin1"", ""arlequin2""], [""colombine1"", ""mezzetin2""], [""octave1"", ""colombine2""]]",0
fre000462,dancourt-metempsychose,fre000536,dufresny-adieux-des-officiers,6,"[""mercure"", ""bacchus"", ""lamour"", ""jupiter"", ""junon"", ""venus""]",0.00,,FALSE,0.167,"[[""bacchus1"", ""mercure2""], [""jupiter1"", ""junon2""], [""venus1"", ""venus2""], [""mercure1"", ""lamour2""]]",2
fre000213,campistron-achille,fre001176,quinault-isis,6,"[""mercure"", ""melpomene"", ""thalie"", ""lechoeur"", ""jupiter"", ""junon""]",0.00,,FALSE,0.167,"[[""jupiter1"", ""mercure2""], [""melpomene1"", ""jupiter2""], [""mercure1"", ""junon2""], [""lechoeur1"", ""lechoeur2""]]",2
fre000187,boyer-amours-jupiter-semele,fre000536,dufresny-adieux-des-officiers,6,"[""lamour"", ""jupiter"", ""momus"", ""junon"", ""venus"", ""undesamours""]",0.00,,FALSE,0.167,"[[""venus1"", ""undesamours2""], [""jupiter1"", ""momus2""], [""lamour1"", ""lamour2""], [""momus1"", ""venus2""]]",2
fre000127,biancollelli-arlequin-gentilhomme,fre000128,biancollelli-foire-galante,6,"[""colombine"", ""pierrot"", ""arlequin"", ""ledocteur"", ""scaramouche"", ""lachanteuse""]",0.00,,FALSE,0.167,"[[""lachanteuse1"", ""arlequin2""], [""pierrot1"", ""ledocteur2""], [""scaramouche1"", ""pierrot2""], [""colombine1"", ""colombine2""]]",2
fre001023,moliere-psyche,fre001183,quinault-thesee,6,"[""choeur"", ""venus"", ""leroi"", ""divinites"", ""bacchus"", ""mars""]",0.00,,FALSE,0.167,"[[""divinites1"", ""venus2""], [""choeur1"", ""mars2""], [""venus1"", ""leroi2""], [""bacchus1"", ""bacchus2""]]",2
fre001176,quinault-isis,fre001439,voltaire-pandore,6,"[""lechoeur"", ""neptune"", ""mercure"", ""jupiter"", ""choeurdesnymphes"", ""choeur""]",0.00,,FALSE,0.167,"[[""jupiter1"", ""mercure2""], [""neptune1"", ""choeurdesnymphes2""], [""mercure1"", ""jupiter2""], [""lechoeur1"", ""lechoeur2""]]",2
fre000075,barante-arlequin-misanthrope,fre000128,biancollelli-foire-galante,6,"[""arlequin"", ""colombine"", ""scaramouche"", ""ledocteur"", ""pierrot"", ""lachanteuse""]",0.00,,FALSE,0.167,"[[""ledocteur1"", ""pierrot2""], [""scaramouche1"", ""scaramouche2""], [""colombine1"", ""arlequin2""], [""arlequin1"", ""ledocteur2""]]",2
fre000839,la-harpe-muses-rivales,fre001624,cahusac-l-algerien,6,"[""uranie"", ""thalie"", ""calliope"", ""clio"", ""melpomene"", ""apollon""]",0.00,,FALSE,0.167,"[[""clio1"", ""clio2""], [""calliope1"", ""thalie2""], [""thalie1"", ""calliope2""], [""uranie1"", ""melpomene2""], [""melpomene1"", ""apollon2""], [""apollon1"", ""uranie2""]]",0
fre000536,dufresny-adieux-des-officiers,fre001023,moliere-psyche,6,"[""lamour"", ""mars"", ""venus"", ""vulcain"", ""jupiter"", ""bacchus""]",0.00,,FALSE,0.167,"[[""vulcain1"", ""venus2""], [""bacchus1"", ""bacchus2""], [""jupiter1"", ""lamour2""], [""venus1"", ""vulcain2""]]",2
fre000526,dorneval-jugement-de-paris,fre001168,quinault-cadmus-hermione,6,"[""jupiter"", ""venus"", ""lamour"", ""lhymen"", ""junon"", ""pallas""]",0.00,,FALSE,0.167,"[[""venus1"", ""junon2""], [""pallas1"", ""pallas2""], [""junon1"", ""jupiter2""], [""lamour1"", ""lhymen2""]]",2
fre000819,la-fontaine-daphne,fre001023,moliere-psyche,6,"[""jupiter"", ""venus"", ""choeur"", ""lamour"", ""apollon"", ""bacchus""]",0.00,,FALSE,0.167,"[[""choeur1"", ""bacchus2""], [""jupiter1"", ""apollon2""], [""bacchus1"", ""jupiter2""], [""venus1"", ""venus2""], [""apollon1"", ""choeur2""]]",1
fre000819,la-fontaine-daphne,fre001162,quinault-alceste,6,"[""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble"", ""diane""]",0.00,,FALSE,0.167,"[[""tous1"", ""apollon2""], [""apollon1"", ""diane2""], [""tousensemble1"", ""lechoeur2""], [""choeur1"", ""choeur2""]]",2
fre000536,dufresny-adieux-des-officiers,fre000845,la-motte-carnaval-folie,6,"[""venus"", ""plutus"", ""mercure"", ""momus"", ""jupiter"", ""bacchus""]",0.00,,FALSE,0.167,"[[""momus1"", ""momus2""], [""mercure1"", ""jupiter2""], [""venus1"", ""plutus2""]]",3
fre001207,regnard-coquette,fre001211,regnard-filles-errantes,7,"[""arlequin"", ""colombine"", ""pierrot"", ""isabelle"", ""mezzetin"", ""pasquariel"", ""lechoeur""]",0.02,,FALSE,0.143,"[[""colombine1"", ""colombine2""], [""pasquariel1"", ""mezzetin2""], [""pierrot1"", ""arlequin2""], [""mezzetin1"", ""isabelle2""], [""arlequin1"", ""pierrot2""]]",2
fre000016,andrieux-moliere-et-ses-amis,fre000207,cadet-gassicourt-souper-de-moliere,7,"[""laforet"", ""chapelle"", ""moliere"", ""mignard"", ""lulli"", ""lafontaine"", ""tous""]",0.00,,FALSE,0.143,"[[""lulli1"", ""lulli2""], [""laforet1"", ""moliere2""], [""moliere1"", ""chapelle2""], [""chapelle1"", ""laforet2""], [""lafontaine1"", ""mignard2""]]",2
fre001061,musset-lorenzaccio,fre001935,rostand-cyrano,7,"[""leduc"", ""lebourgeois"", ""unpage"", ""lemarquis"", ""unefemme"", ""unevoix"", ""leportier""]",0.00,,FALSE,0.143,"[[""lebourgeois1"", ""lebourgeois2""], [""leduc1"", ""unpage2""]]",5
fre000213,campistron-achille,fre000819,la-fontaine-daphne,7,"[""mercure"", ""melpomene"", ""thalie"", ""lechoeur"", ""jupiter"", ""venus"", ""unberger""]",0.00,,FALSE,0.143,"[[""mercure1"", ""melpomene2""], [""thalie1"", ""mercure2""], [""jupiter1"", ""jupiter2""], [""lechoeur1"", ""venus2""], [""melpomene1"", ""lechoeur2""]]",2
fre000818,la-fontaine-climene,fre000839,la-harpe-muses-rivales,7,"[""erato"", ""uranie"", ""apollon"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.00,,FALSE,0.143,"[[""erato1"", ""thalie2""], [""melpomene1"", ""melpomene2""], [""thalie1"", ""erato2""], [""apollon1"", ""uranie2""]]",3
fre000462,dancourt-metempsychose,fre000819,la-fontaine-daphne,7,"[""mercure"", ""bacchus"", ""lamour"", ""thalie"", ""jupiter"", ""philis"", ""venus""]",0.00,,FALSE,0.143,"[[""lamour1"", ""mercure2""], [""thalie1"", ""jupiter2""], [""philis1"", ""venus2""], [""mercure1"", ""thalie2""], [""bacchus1"", ""bacchus2""]]",2
fre000656,fuzelier-enfer-galant,fre000819,la-fontaine-daphne,7,"[""bacchus"", ""melpomene"", ""apollon"", ""venus"", ""diane"", ""lechoeur"", ""choeurdesdieux""]",0.00,,FALSE,0.143,"[[""melpomene1"", ""melpomene2""], [""diane1"", ""venus2""], [""bacchus1"", ""apollon2""], [""venus1"", ""lechoeur2""]]",3
fre000075,barante-arlequin-misanthrope,fre000127,biancollelli-arlequin-gentilhomme,9,"[""arlequin"", ""colombine"", ""octave"", ""scaramouche"", ""ledocteur"", ""leandre"", ""pierrot"", ""lachanteuse"", ""mezzetin""]",0.01,,FALSE,0.111,"[[""mezzetin1"", ""lachanteuse2""], [""octave1"", ""octave2""], [""leandre1"", ""pierrot2""], [""colombine1"", ""scaramouche2""], [""scaramouche1"", ""ledocteur2""], [""arlequin1"", ""mezzetin2""], [""ledocteur1"", ""arlequin2""]]",2
fre001001,moliere-divertissement-chambord,fre001020,moliere-monsieur-pourceaugnac,9,"[""premierevoix"", ""deuxiemevoix"", ""troisiemevoix"", ""lavocatbredouilleur"", ""legyptienne"", ""choeurdesmusiciens"", ""legyptien"", ""lepetitchoeur"", ""tousensemble""]",0.00,,FALSE,0.111,"[[""lavocatbredouilleur1"", ""lavocatbredouilleur2""]]",8
fre000536,dufresny-adieux-des-officiers,fre000819,la-fontaine-daphne,9,"[""lamour"", ""venus"", ""cupidon"", ""mercure"", ""momus"", ""lesdieux"", ""jupiter"", ""diane"", ""bacchus""]",0.00,,FALSE,0.111,"[[""momus1"", ""cupidon2""], [""cupidon1"", ""momus2""], [""mercure1"", ""jupiter2""], [""venus1"", ""venus2""], [""diane1"", ""bacchus2""]]",4
fre000533,dufresny-regnard-chinois,fre001207,regnard-coquette,6,"[""pierrot"", ""isabelle"", ""colombine"", ""mezzetin"", ""arlequin"", ""octave""]",0.02,,FALSE,0,"[[""mezzetin1"", ""octave2""], [""octave1"", ""isabelle2""], [""isabelle1"", ""colombine2""], [""colombine1"", ""arlequin2""], [""pierrot1"", ""mezzetin2""], [""arlequin1"", ""pierrot2""]]",0
fre000434,dancourt-comedie-comediens,fre001210,regnard-divorce,7,"[""unlaquais"", ""isabelle"", ""mezzetin"", ""jupiter"", ""pierrot"", ""mercure"", ""lechevalier""]",0.01,,FALSE,0,"[[""mercure1"", ""isabelle2""], [""pierrot1"", ""mercure2""], [""mezzetin1"", ""lechevalier2""], [""jupiter1"", ""mezzetin2""], [""isabelle1"", ""pierrot2""]]",2
fre000075,barante-arlequin-misanthrope,fre001032,mongin-promenades-de-paris,7,"[""arlequin"", ""colombine"", ""octave"", ""scaramouche"", ""leandre"", ""pierrot"", ""mezzetin""]",0.01,,FALSE,0,"[[""octave1"", ""mezzetin2""], [""colombine1"", ""leandre2""], [""scaramouche1"", ""colombine2""], [""leandre1"", ""arlequin2""], [""arlequin1"", ""pierrot2""], [""pierrot1"", ""scaramouche2""]]",1
fre001032,mongin-promenades-de-paris,fre001207,regnard-coquette,6,"[""octave"", ""colombine"", ""arlequin"", ""pierrot"", ""mezzetin"", ""lechoeur""]",0.01,,FALSE,0,"[[""colombine1"", ""mezzetin2""], [""pierrot1"", ""arlequin2""], [""arlequin1"", ""octave2""], [""octave1"", ""colombine2""], [""mezzetin1"", ""pierrot2""]]",1
fre000301,chevalier-amours-de-calotin,fre000302,chevalier-barbons-amoureux,6,"[""ragotin"", ""guillot"", ""lisette"", ""beatrix"", ""policarpe"", ""boniface""]",0.01,,FALSE,0,"[[""beatrix1"", ""lisette2""], [""boniface1"", ""policarpe2""], [""ragotin1"", ""guillot2""], [""lisette1"", ""beatrix2""], [""policarpe1"", ""boniface2""], [""guillot1"", ""ragotin2""]]",0
fre000127,biancollelli-arlequin-gentilhomme,fre001032,mongin-promenades-de-paris,7,"[""colombine"", ""pierrot"", ""arlequin"", ""scaramouche"", ""leandre"", ""octave"", ""mezzetin""]",0.00,,FALSE,0,"[[""scaramouche1"", ""leandre2""], [""octave1"", ""mezzetin2""], [""pierrot1"", ""octave2""], [""mezzetin1"", ""colombine2""], [""leandre1"", ""arlequin2""], [""arlequin1"", ""pierrot2""]]",1
fre000075,barante-arlequin-misanthrope,fre000122,biancolelli-ecole-galante,8,"[""arlequin"", ""octave"", ""scaramouche"", ""ledocteur"", ""leandre"", ""pierrot"", ""lachanteuse"", ""mezzetin""]",0.00,,FALSE,0,"[[""leandre1"", ""octave2""], [""ledocteur1"", ""scaramouche2""], [""pierrot1"", ""arlequin2""], [""octave1"", ""mezzetin2""], [""scaramouche1"", ""ledocteur2""], [""arlequin1"", ""pierrot2""]]",2
fre001168,quinault-cadmus-hermione,fre001178,quinault-persee,6,"[""lechoeur"", ""choeurs"", ""lamour"", ""tousensemble"", ""leschoeurs"", ""venus""]",0.00,,FALSE,0,"[[""lechoeur1"", ""tousensemble2""], [""leschoeurs1"", ""venus2""], [""choeurs1"", ""leschoeurs2""]]",3
fre001176,quinault-isis,fre001183,quinault-thesee,7,"[""lechoeur"", ""bergers"", ""ensemble"", ""tousensemble"", ""choeur"", ""divinites"", ""peuples""]",0.00,,FALSE,0,"[[""lechoeur1"", ""bergers2""]]",6
fre001176,quinault-isis,fre001624,cahusac-l-algerien,6,"[""larenommee"", ""lechoeur"", ""calliope"", ""thalie"", ""apollon"", ""melpomene""]",0.00,,FALSE,0,"[[""thalie1"", ""melpomene2""], [""lechoeur1"", ""larenommee2""], [""calliope1"", ""thalie2""], [""larenommee1"", ""calliope2""]]",2
fre000993,moliere-amants-magnifiques,fre001183,quinault-thesee,6,"[""choeur"", ""bergers"", ""venus"", ""lapretresse"", ""tousensemble"", ""lechoeur""]",0.00,,FALSE,0,"[[""lechoeur1"", ""tousensemble2""], [""venus1"", ""lechoeur2""], [""lapretresse1"", ""venus2""]]",3
fre000819,la-fontaine-daphne,fre001183,quinault-thesee,6,"[""venus"", ""minerve"", ""choeur"", ""lechoeur"", ""bacchus"", ""tousensemble""]",0.00,,FALSE,0,"[[""lechoeur1"", ""bacchus2""], [""minerve1"", ""choeur2""], [""venus1"", ""tousensemble2""], [""choeur1"", ""venus2""]]",2
fre000819,la-fontaine-daphne,fre000993,moliere-amants-magnifiques,6,"[""venus"", ""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble""]",0.00,,FALSE,0,"[[""venus1"", ""apollon2""], [""choeur1"", ""venus2""], [""tous1"", ""tousensemble2""], [""lechoeur1"", ""tous2""], [""apollon1"", ""lechoeur2""]]",1
fre000819,la-fontaine-daphne,fre001166,quinault-atys,6,"[""choeur"", ""nymphes"", ""fleuves"", ""lechoeur"", ""heures"", ""melpomene""]",0.00,,FALSE,0,"[[""choeur1"", ""fleuves2""], [""melpomene1"", ""heures2""], [""lechoeur1"", ""melpomene2""]]",3
fre000819,la-fontaine-daphne,fre001439,voltaire-pandore,9,"[""jupiter"", ""promethee"", ""lesdieux"", ""choeurdesdieux"", ""choeur"", ""lamour"", ""nymphes"", ""lechoeur"", ""mercure""]",0.00,,FALSE,0,"[[""lechoeur1"", ""jupiter2""], [""promethee1"", ""lamour2""], [""mercure1"", ""choeur2""], [""choeur1"", ""lechoeur2""], [""jupiter1"", ""promethee2""]]",4
fre000818,la-fontaine-climene,fre001624,cahusac-l-algerien,7,"[""uranie"", ""apollon"", ""polymnie"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.00,,FALSE,0,"[[""polymnie1"", ""calliope2""], [""apollon1"", ""melpomene2""], [""melpomene1"", ""uranie2""], [""thalie1"", ""clio2""], [""calliope1"", ""apollon2""], [""clio1"", ""thalie2""]]",1
fre000993,moliere-amants-magnifiques,fre001162,quinault-alceste,6,"[""eole"", ""choeur"", ""tous"", ""tousensemble"", ""lechoeur"", ""apollon""]",0.00,,FALSE,0,"[[""lechoeur1"", ""eole2""], [""tousensemble1"", ""apollon2""], [""apollon1"", ""lechoeur2""]]",3
