andre_mareschal-cour_bergere_ou_l_arcadie_de_messire_philippes_sidney	[vide]	1640.</p>	[vide]	[vide]	1640	[vide]
alexandre_dumas_pere_auguste_anicet_bourgeois_eugene_durieu-mari_de_la_veuve	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Français, le 4 avril 1832.	[vide]	[vide]	1832-04-04
jacques_francois_ancelot-lord_byron_a_venise	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Français, le 6 novembre 1934.	[vide]	[vide]	1934-11-06
eugene_scribe_jean_francois_bayard-luthier_de_lisbonne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 7 décembre 1831.	[vide]	[vide]	1831-12-07
georges_feydeau-celebres	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
georges_de_scudery-fils_suppose	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1635.	[vide]	[vide]	1635
alexandre_dumas_fils-etrangere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 14 février 1876.	[vide]	[vide]	1876-02-14
alexandre_dumas_pere-invitation_a_la_valse	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 3 août 1857.	[vide]	[vide]	1857-08-03
louis_de_boissy-je_ne_sais_quoi_ou_momus_exile	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, par les Comédiens Italiens, le 10 Septembre 1731.	[vide]	[vide]	1731-09-10
jean_francois_bayard_auguste_romieu-moliere_au_theatre	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le second Théâtre-Français, le 15 janvier 1824.	[vide]	[vide]	1824-01-15
pierre_claude_nivelle_de_la_chaussee-critique_de_la_fausse_antipathie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 11 mars 1734.	[vide]	[vide]	1734-03-11
eugene_labiche-29_degres_a_l_ombre	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 9 avril 1873.	[vide]	[vide]	1873-04-09
jean_francois_cailhava_de_l_estandoux-jeune_presomptueux_ou_le_nouveau_debarque	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
dancourt-folle_enchere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 30 mai 1690.	[vide]	[vide]	1690-05-30
marc_antoine_legrand-femme_fille_et_veuve	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 26 mai 1707.	[vide]	[vide]	1707-05-26
jean_de_la_fontaine-clymene	[vide]	[vide]	Non représentée.	[vide]	[vide]	[vide]
marc_antoine_legrand-foire_saint_laurent	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 20 septembre 1709.	[vide]	[vide]	1709-09-20
de_beaunoir-philosophe	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
eugene_labiche_auguste_lefranc-roi_des_frontins	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 28 mars 1845.	[vide]	[vide]	1845-03-28
alexandre_dumas_pere_auguste_maquet-guerre_des_femmes	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Historique, le 1<sup>er</sup> octobre 1849.	[vide]	[vide]	1849-10-01
george_sand-marquis_de_villemer	[vide]	[vide]	Représenté, pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 29 février 1864.	[vide]	[vide]	1864-02-29
moliere_pierre_corneille_philippe_quinault-psyche	[vide]	[vide]	Représentée pour le Roi dans la grande salle des machines du Palais des Tuileries en janvier et durant tout le carnaval de l’année 1671 par la Troupe du Roi et donnée en public sur le Théâtre de la Salle du Palais-Royal le 24 juillet 1671.	[vide]	[vide]	1671-07-24
destouches-scenes_de_l_aimable_vieillard	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
jean_donneau_de_vise-embarras_de_godard_ou_l_accouchee	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, en 1668.	[vide]	[vide]	1668
eugene_scribe_jean_henri_dupin-interieur_de_l_etude_ou_le_procureur_et_l_avoue	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 1<sup>er</sup> février 1821.	[vide]	[vide]	1821-02-01
jean_de_la_fontaine-eunuque	[vide]	[vide]	Non représentée.	[vide]	[vide]	[vide]
george_sand-plutus	[vide]	1862.</p>	[vide]	[vide]	1862	[vide]
victorien_sardou-pres_saint_gervais	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre Déjazet, le 24 avril 1862.	[vide]	[vide]	1862-04-24
thomas_corneille-mort_de_l_empereur_commode	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Marais, en 1657.	[vide]	[vide]	1657
victorien_sardou_emile_moreau-madame_sans_gene	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 27 octobre 1893.	[vide]	[vide]	1893-10-27
eugene_scribe_jean_henri_dupin_frederic_de_courcy-demoiselle_et_la_dame_ou_avant_et_apres	[vide]	[vide]	Représentée pour la première fois, à Paris sur le Théâtre du Gymnase, le 11 mars 1822.	[vide]	[vide]	1822-03-11
marc_antoine_legrand-francaise_italienne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 5 novembre 1725.	[vide]	[vide]	1725-11-05
eugene_scribe_jean_henri_dupin-farinelli_ou_la_piece_de_circonstance	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 25 juillet 1816.	[vide]	[vide]	1816-07-25
thomas_sauvage_georges_ozaneaux-gentilhomme_de_la_chambre_ou_dix_jours_apres	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 19 août 1830.	[vide]	[vide]	1830-08-19
theodore_cogniard_hippolyte_cogniard_louis_gabriel_montigny-chanson	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Ambigu-Comique, le 8 mai 1834.	[vide]	[vide]	1834-05-08
auguste_maquet-hussard_de_bercheny	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Gaité, le 30 décembre 1865.	[vide]	[vide]	1865-12-30
eugene_scribe_germain_delavigne-diplomate	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 23 octobre 1827.	[vide]	[vide]	1827-10-23
octave_mirbeau-amants	[vide]	[vide]	Représentée pour la première fois, à paris, sur le Théâtre du Grand-Guignol, le 25 mai 1901.	[vide]	[vide]	1901-05-25
victorien_sardou-papillonne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, par les Comédiens ordinaires de l’Empereur, le 11 avril 1862.	[vide]	[vide]	1862-04-11
eugene_scribe_melesville-amour_platonique	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 26 décembre 1820.	[vide]	[vide]	1820-12-26
alexandre_dumas_pere-orestie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la Porte Saint-Martin, le 5 janvier 1856.	[vide]	[vide]	1856-01-05
voltaire-don_pedre	[vide]	Non représentée. 1775.</p>	représentée. 1775.	[vide]	1775	[vide]
henri_meilhac-etincelle	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 31 décembre 1860.	[vide]	[vide]	1860-12-31
philippe_poisson-amour_secret	[vide]	[vide]	Représentée pour la première fois, à Paris, par les Comédiens Français, le 5 octobre 1740.	[vide]	[vide]	1740-10-05
dancourt-tuteur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 13 juillet 1695.	[vide]	[vide]	1695-07-13
eugene_scribe_gustave_lemoine-femme_qui_se_jette_par_la_fenetre	[vide]	[vide]	Représentée pour la première fois, sur le Théâtre du Gymnase-Dramatique, le 19 avril 1847.	[vide]	[vide]	1847-04-19
alexandre_dumas_fils-idees_de_madame_aubray	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 16 mars 1867.	[vide]	[vide]	1867-03-16
jean_racine-plaideurs	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en novembre 1668.	[vide]	[vide]	1668-11
hauteroche-dame_invisible	[vide]	[vide]	Représentée pour la première fois en 1684.	[vide]	[vide]	1684
louis_emile_vanderburch_antoine_simonnin_jules_henri_vernoy_de_saint_georges-1750_et_1827	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, 13 septembre 1827.	[vide]	[vide]	1827-09-13
jean_de_rotrou-pelerine_amoureuse	[vide]	[vide]	Représentée pour la première fois, en 1634.	[vide]	[vide]	1634
georges_courteline_edouard_nores-gaites_de_l_escadron	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Ambigu, le 18 février 1895.	[vide]	[vide]	1895-02-18
jean_galbert_de_campistron-jaloux_desabuse	[vide]	[vide]	Représentée pour la première fois, à paris, sur le Théâtre de la rue des Fossés Saint-Germain, le13 décembre 1709.	[vide]	[vide]	1709-12-13
jean_racine-iphigenie	[vide]	[vide]	Représentée pour la première fois, à Versailles, le 18 août 1674.	[vide]	[vide]	1674-08-18
fabre_d_eglantine-philinte_de_moliere_ou_la_suite_du_misanthrope	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 22 février 1790.</span>	[vide]	[vide]	1790-02-22
destouches-philosophe_marie_ou_le_mari_honteux_de_l_etre	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain,  le 15 février 1727.	[vide]	[vide]	1727-02-15
edme_boursault-nicandres_ou_les_menteurs_qui_ne_mentent_pas	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le théâtre de l’Hôtel de Bourgogne, le 15 juin 1664.	[vide]	[vide]	1664-06-15
tristan_bernard-sa_soeur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Athénée, le 7 février 1907.	[vide]	[vide]	1907-02-07
denis_diderot-sherif	[vide]	1769.</p>	[vide]	[vide]	1769	[vide]
george_sand-mauprat	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Odéon, le 28 novembre 1853.	[vide]	[vide]	1853-11-28
eugene_labiche_auguste_lefranc_marc_michel-fin_mot	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 21 juillet 1840.	[vide]	[vide]	1840-07-21
edouard_fournier-valise_de_moliere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 15 janvier 1868.</span>	[vide]	[vide]	1868-01-15
eugene_scribe_joseph_xavier_boniface_saintine-eleves_du_conservatoire	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de S. A. R. Madame, le 28 mars 1827.	[vide]	[vide]	1827-03-28
jean_de_rotrou-belisaire	[vide]	[vide]	Représentée pour la première fois en 1643.	[vide]	[vide]	1643
jean_francois_regnard-critique_du_legataire	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 19 février 1708.	[vide]	[vide]	1708-02-19
auguste_anicet_bourgeois_dumanoir-savonnette_imperiale	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 23 novembre 1835.	[vide]	[vide]	1835-11-23
eugene_scribe_lockroy-irene_ou_le_magnetisme	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 2 février 1847.	[vide]	[vide]	1847-02-02
pierre_michel_delaporte_amable_de_saint_hilaire-henri_iv	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre national du Cirque-Olympique, le 17 octobre 1846.	[vide]	[vide]	1846-10-17
eugene_labiche_adolphe_choler-pied_dans_le_crime	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 21 août 1866.	[vide]	[vide]	1866-08-21
alfred_de_musset-caprices_de_marianne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur la Théâtre de la Comédie-Française, le 14 juin 1851.	[vide]	[vide]	1851-06-14
eugene_scribe_melesville_joseph_xavier_boniface_saintine-apollon_du_reverbere_ou_les_conjectures_de_carrefour	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre des Variétés, le 24 mars l832.	[vide]	[vide]	1832-03-24
dancourt-vert_galant	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 18 décembre 1699.	[vide]	[vide]	1699-12-18
destouches-obstacle_imprevu_ou_l_obstacle_sans_obstacle	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 18 octobre 1717.	[vide]	[vide]	1717-10-18
eugene_labiche_eugene_moreau_alfred_delacour-charge_de_cavalerie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 31 décembre 1852.	[vide]	[vide]	1852-12-31
eugene_scribe_xavier_boniface_saintine_frederic_de_courcy-beau_narcisse	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la Porte-Saint-Martin, le 9 décembre 1820.	[vide]	[vide]	1820-12-09
francois_ponsard-galilee	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre-Français, par les Comédiens ordinaires de l’Empereur, le 7 mars |867.	[vide]	[vide]	1867-03-07
dancourt-maison_de_campagne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel Guénégaud, le 27 août 1688.	[vide]	[vide]	1688-08-27
moliere-femmes_savantes	[vide]	[vide]	Représentée pour la première fois à Paris sur le Théâtre de la Salle du Palais-Royal pour le 11 mars 1672 par la Troupe du Roi.	[vide]	[vide]	1672-03-11
jean_francois_bayard-guillaume_et_marianne	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Second Théâtre-Français, le 25 novembre 1823.	[vide]	[vide]	1823-11-25
louis_de_boissy-sage_etourdi	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 14 juillet 1745.	[vide]	[vide]	1745-07-14
destouches-curieux_impertinent	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 17 novembre 1710.	[vide]	[vide]	1710-11-17
alexandre_dumas_pere-teresa	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le théâtre Ventadour, le 6 février 1832.	[vide]	[vide]	1832-02-06
denis_diderot-paradoxe_sur_le_comedien	Dialogue écrit en 1773, revue vers 1778 et publiée en 1780.	Dialogue écrit en 1773, revue vers 1778 et publiée en 1780.	[vide]	1773	1780	[vide]
virginie_ancelot-clemence_ou_la_fille_de_l_avocat	[vide]	[vide]	Représentée, pour la première fois, à Paris, sur le théâtre du Gymnase, le 26 novembre 1839.	[vide]	[vide]	1839-11-26
dancourt-bon_soldat	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 24 Avril 1693.	[vide]	[vide]	1693-04-24
louis_marie_fontan_charles_desnoyer_jean_joseph_ader-gillette_de_narbonne_ou_le_mari_malgre_lui_anecdote_du_xve_siecle	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Nouveautés, le 23 juillet 1829.	[vide]	[vide]	1829-07-23
georges_courteline-boubouroche	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre Libre, le 27 avril 1893.	[vide]	[vide]	1893-04-27
eugene_scribe_edouard_mazeres-verite_dans_le_vin	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 10 octobre 1823.	[vide]	[vide]	1823-10-10
thomas_corneille_jean_donneau_de_vise-inconnu	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre Guénégaud, le 17 novembre 1675.	[vide]	[vide]	1675-11-17
voltaire-droit_du_seigneur	[vide]	[vide]	Représentée en cinq actes, sur le Théâtre-Français, le 18 janvier 1762, sous le titre de l’<em>Écueil du Sage </em>; remise au théâtre, en trois actes, le 12 juin 1779.	[vide]	[vide]	1762-01-18
philippe_poisson-procureur_arbitre	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 25 février 1728.	[vide]	[vide]	1728-02-25
georges_feydeau-cent_millions_qui_tombent	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
tristan_bernard-jumeaux_de_brighton	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre Fémina, le 16 mars 1908.	[vide]	[vide]	1908-03-16
adolphe_d_ennery_aristide_letorzec-parlez_au_portier	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 2 mars 1845.</span>	[vide]	[vide]	1845-03-02
thomas_corneille-don_bertran_de_cigarral	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Marais, en mai 1651.	[vide]	[vide]	1651-05
paul_meurice-fanfan_la_tulipe	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Ambigu-Comique, le 6 novembre 1858.	[vide]	[vide]	1858-11-06
charles_desnoyers_dubois_davesnes-julien_et_justine_ou_encore_des_ingenus	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Ambigu-Comique, le 12 août 1828.	[vide]	[vide]	1828-08-12
eugene_labiche_adrien_decourcelle_karl-agenor_le_dangereux	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Montassier, le 16 septembre 1848.	[vide]	[vide]	1848-09-16
eugene_labiche_albert_monnier_edouard_martin-noces_de_bouchencoeur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 10 juin 1857.	[vide]	[vide]	1857-06-10
dancourt-curieux_de_compiegne	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 4 octobre 1698	[vide]	[vide]	1698-10-04
george_sand-francoise	[vide]	[vide]	Représentée, pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 3 avril 1856.	[vide]	[vide]	1856-04-03
eugeen_labiche_auguste_lefranc-avocat_d_un_grec	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 27 janvier 1859.	[vide]	[vide]	1859-01-27
eugene_scribe_edouard_mazeres-charlatanisme	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 10 mai 1825.	[vide]	[vide]	1825-05-10
marivaux-denouement_imprevu	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens français, sur le Théâtre de la rue des Fossés Saint-Germain, le 2 décembre 1724.	[vide]	[vide]	1724-12-02
voltaire-prude	[vide]	[vide]	Représentée pour la première fois sur le théâtre du château de Sceaux, le 15 décembre 1747.	[vide]	[vide]	1747-12-15
thomas_corneille-theodat	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, le 18 novembre 1672.	[vide]	[vide]	1672-11-18
pierre_du_ryer-argenis_et_poliarque_ou_theocrine	[vide]	[vide]	Représentée pour la première fois en 1629.	[vide]	[vide]	1629
eugene_scribe_paul_duport-monomanie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase Dramatique, le 31 août 1832.	[vide]	[vide]	1832-08-31
paul_scarron-jodelet_ou_le_maitre_valet	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Jeu de Paume du Marais, en 1643.	[vide]	[vide]	1643
