Nom,Genre,Date,Nombre actes,Nombre de scenes,Acte 1,Acte 2,Acte 3,Acte 4,Acte 5,Piece,Personnages
Fédéric,Tragi-comédie,1660,5,39,"[{'#marcellin', '#le-roi'}, {'#camille', '#le-roi'}, {'#le-roi', '#federic'}, {'#federic'}, {'#fabrice', '#valere', '#federic'}, {'#valere'}]","[{'#octave', '#federic'}, {'#camille', '#federic'}, {'#camille', '#florise'}, {'#camille', '#fabrice'}, {'#fabrice'}, {'#valere', '#fabrice'}, {'#le-roi', '#valere', '#fabrice'}, {'#marcellin', '#le-roi'}]","[{'#marcellin', '#federic'}, {'#federic'}, {'#octave', '#federic'}, {'#valere', '#federic'}, {'#valere'}, {'#marcellin', '#le-roi', '#valere'}, {'#marcellin', '#le-roi'}, {'#camille', '#marcellin', '#le-roi'}, {'#marcellin', '#le-roi'}]","[{'#octave', '#federic'}, {'#federic', '#fabrice'}, {'#fabrice'}, {'#camille', '#fabrice'}, {'#camille', '#florise'}, {'#camille', '#le-roi'}, {'#le-roi'}, {'#marcellin', '#le-roi'}, {'#le-roi', '#valere'}, {'#le-roi', '#octave', '#valere'}]","[{'#camille', '#marcellin'}, {'#camille', '#florise'}, {'#camille', '#fabrice'}, {'#camille', '#federic'}, {'#camille', '#valere', '#federic', '#fabrice'}, {'#camille', '#valere', '#federic', '#yoland', '#fabrice'}]","[{'#marcellin', '#le-roi'}, {'#camille', '#le-roi'}, {'#le-roi', '#federic'}, {'#federic'}, {'#fabrice', '#valere', '#federic'}, {'#valere'}, {'#octave', '#federic'}, {'#camille', '#federic'}, {'#camille', '#florise'}, {'#camille', '#fabrice'}, {'#fabrice'}, {'#valere', '#fabrice'}, {'#le-roi', '#valere', '#fabrice'}, {'#marcellin', '#le-roi'}, {'#marcellin', '#federic'}, {'#federic'}, {'#octave', '#federic'}, {'#valere', '#federic'}, {'#valere'}, {'#marcellin', '#le-roi', '#valere'}, {'#marcellin', '#le-roi'}, {'#camille', '#marcellin', '#le-roi'}, {'#marcellin', '#le-roi'}, {'#octave', '#federic'}, {'#federic', '#fabrice'}, {'#fabrice'}, {'#camille', '#fabrice'}, {'#camille', '#florise'}, {'#camille', '#le-roi'}, {'#le-roi'}, {'#marcellin', '#le-roi'}, {'#le-roi', '#valere'}, {'#le-roi', '#octave', '#valere'}, {'#camille', '#marcellin'}, {'#camille', '#florise'}, {'#camille', '#fabrice'}, {'#camille', '#federic'}, {'#camille', '#valere', '#federic', '#fabrice'}, {'#camille', '#valere', '#federic', '#yoland', '#fabrice'}]","{'#camille', '#marcellin', '#le-roi', '#valere', '#federic', '#florise', '#octave', '#yoland', '#fabrice'}"
Iphigénie,Tragi-comédie,1641,5,25,"[{'#agamemnon'}, {'#amyntas'}, {'#amyntas', '#le-valet-de-chambre', '#agamemnon'}, {'#amyntas', '#le-valet-de-chambre', '#agamemnon'}, {'#amyntas', '#agamemnon'}, {'#agamemnon'}, {'#oronte', '#agamemnon'}]","[{'#amyntas', '#menelas'}, {'#amyntas', '#menelas', '#agamemnon'}, {'#le-messager', '#ulysse', '#menelas', '#agamemnon'}]","[{'#clytemnestre', '#iphigenie'}, {'#clytemnestre', '#iphigenie', '#agamemnon'}, {'#clytemnestre', '#agamemnon'}, {'#clytemnestre'}, {'#achille', '#clytemnestre'}, {'#amyntas', '#achille', '#clytemnestre'}]","[{'#ardelie', '#iphigenie'}, {'#iphigenie', '#agamemnon'}, {'#ardelie', '#clytemnestre', '#iphigenie', '#agamemnon'}, {'#clytemnestre', '#iphigenie'}, {'#achille', '#clytemnestre', '#iphigenie'}, {'#achille', '#clytemnestre', '#iphigenie'}]","[{'#menelas', '#agamemnon', '#calchas'}, {'#iphigenie', '#agamemnon', '#ulysse', '#clytemnestre', '#talthibie'}, {'#ardelie', '#diane', '#iphigenie', '#agamemnon', '#achille', '#ulysse', '#menelas', '#calcas', '#clytemnestre'}]","[{'#agamemnon'}, {'#amyntas'}, {'#amyntas', '#le-valet-de-chambre', '#agamemnon'}, {'#amyntas', '#le-valet-de-chambre', '#agamemnon'}, {'#amyntas', '#agamemnon'}, {'#agamemnon'}, {'#oronte', '#agamemnon'}, {'#amyntas', '#menelas'}, {'#amyntas', '#menelas', '#agamemnon'}, {'#le-messager', '#ulysse', '#menelas', '#agamemnon'}, {'#clytemnestre', '#iphigenie'}, {'#clytemnestre', '#iphigenie', '#agamemnon'}, {'#clytemnestre', '#agamemnon'}, {'#clytemnestre'}, {'#achille', '#clytemnestre'}, {'#amyntas', '#achille', '#clytemnestre'}, {'#ardelie', '#iphigenie'}, {'#iphigenie', '#agamemnon'}, {'#ardelie', '#clytemnestre', '#iphigenie', '#agamemnon'}, {'#clytemnestre', '#iphigenie'}, {'#achille', '#clytemnestre', '#iphigenie'}, {'#achille', '#clytemnestre', '#iphigenie'}, {'#menelas', '#agamemnon', '#calchas'}, {'#iphigenie', '#agamemnon', '#ulysse', '#clytemnestre', '#talthibie'}, {'#ardelie', '#diane', '#iphigenie', '#agamemnon', '#achille', '#ulysse', '#menelas', '#calcas', '#clytemnestre'}]","{'#ardelie', '#diane', '#iphigenie', '#agamemnon', '#amyntas', '#achille', '#menelas', '#ulysse', '#oronte', '#clytemnestre', '#calcas', '#le-messager', '#talthibie', '#le-valet-de-chambre', '#calchas'}"
Josaphat,Tragi-comédie,1647,5,26,"[{'#amalazie', '#arache'}, {'#un-garde', '#amalazie', '#arache'}, {'#josaphat', '#amalazie', '#arache'}, {'#josaphat', '#arache'}, {'#josaphat', '#arache', '#abenner'}]","[{'#josaphat'}, {'#un-garde', '#arache'}, {'#josaphat', '#barlaam'}, {'#barlaam', '#josaphat'}, {'#josaphat'}, {'#josaphat', '#abenner'}, {'#abenner'}, {'#un-garde', '#amalazie', '#arache', '#abenner'}]","[{'#nacor', '#abenner'}, {'#arache', '#abenner', '#amalazie', '#josaphat', '#nacor'}, {'#josaphat', '#amalazie', '#arache', '#abenner'}, {'#amalazie', '#abenner'}, {'#amalazie', '#arache'}]","[{'#josaphat'}, {'#josaphat', '#amalazie'}, {'#josaphat', '#amalazie', '#arache'}, {'#josaphat', '#abenner', '#amalazie', '#barlaam', '#arache'}]","[{'#barlaam', '#abenner'}, {'#abenner'}, {'#amalazie', '#arache', '#abenner'}, {'#josaphat', '#amalazie', '#arache', '#abenner'}]","[{'#amalazie', '#arache'}, {'#un-garde', '#amalazie', '#arache'}, {'#josaphat', '#amalazie', '#arache'}, {'#josaphat', '#arache'}, {'#josaphat', '#arache', '#abenner'}, {'#josaphat'}, {'#un-garde', '#arache'}, {'#josaphat', '#barlaam'}, {'#barlaam', '#josaphat'}, {'#josaphat'}, {'#josaphat', '#abenner'}, {'#abenner'}, {'#un-garde', '#amalazie', '#arache', '#abenner'}, {'#nacor', '#abenner'}, {'#arache', '#abenner', '#amalazie', '#josaphat', '#nacor'}, {'#josaphat', '#amalazie', '#arache', '#abenner'}, {'#amalazie', '#abenner'}, {'#amalazie', '#arache'}, {'#josaphat'}, {'#josaphat', '#amalazie'}, {'#josaphat', '#amalazie', '#arache'}, {'#josaphat', '#abenner', '#amalazie', '#barlaam', '#arache'}, {'#barlaam', '#abenner'}, {'#abenner'}, {'#amalazie', '#arache', '#abenner'}, {'#josaphat', '#amalazie', '#arache', '#abenner'}]","{'#josaphat', '#barlaam', '#abenner', '#nacor', '#amalazie', '#un-garde', '#arache'}"
L'Amour Tyrannique,Tragi-comédie,1640,5,29,"[{'#cassandre', '#hecube', '#ormene'}, {'#tiridate', '#pharnabase'}, {'#orosmane', '#tiridate', '#phraarte'}, {'#tigrane', '#polixene'}, {'#tigrane', '#orosmane', '#polixene', '#garde', '#phraarte'}]","[{'#cassandre', '#hecube', '#tiridate', '#ormene'}, {'#citoyen', '#orosmane'}, {'#orosmane', '#tiridate', '#pharnabase'}, {'#tiridate', '#phraarte'}, {'#tigrane', '#polixene'}]","[{'#polixene', '#phraarte'}, {'#hecube', '#cassandre', '#tigrane'}, {'#orosmane', '#tiridate', '#ormene', '#pharnabase'}, {'#polixene', '#tiridate', '#phraarte'}]","[{'#euphorbe', '#phraarte'}, {'#tiridate'}, {'#pharnabase', '#tiridate'}, {'#orosmane', '#polixene', '#ormene'}, {'#cassandre', '#orosmane', '#polixene'}, {'#tigrane', '#ormene'}, {'#tigrane', '#ormene', '#tiridate', '#garde'}]","[{'#tigrane'}, {'#cassandre', '#tigrane'}, {'#orosmane', '#polixene'}, {'#cassandre', '#tigrane', '#orosmane', '#polixene'}, {'#cassandre', '#tiridate'}, {'#tigrane', '#orosmane', '#ormene', '#polixene', '#tiridate'}, {'#pharnabase', '#tiridate'}, {'#tigrane', '#pharnabase', '#orosmane', '#ormene', '#polixene', '#tiridate', '#troile', '#phraarte'}]","[{'#cassandre', '#hecube', '#ormene'}, {'#tiridate', '#pharnabase'}, {'#orosmane', '#tiridate', '#phraarte'}, {'#tigrane', '#polixene'}, {'#tigrane', '#orosmane', '#polixene', '#garde', '#phraarte'}, {'#cassandre', '#hecube', '#tiridate', '#ormene'}, {'#citoyen', '#orosmane'}, {'#orosmane', '#tiridate', '#pharnabase'}, {'#tiridate', '#phraarte'}, {'#tigrane', '#polixene'}, {'#polixene', '#phraarte'}, {'#hecube', '#cassandre', '#tigrane'}, {'#orosmane', '#tiridate', '#ormene', '#pharnabase'}, {'#polixene', '#tiridate', '#phraarte'}, {'#euphorbe', '#phraarte'}, {'#tiridate'}, {'#pharnabase', '#tiridate'}, {'#orosmane', '#polixene', '#ormene'}, {'#cassandre', '#orosmane', '#polixene'}, {'#tigrane', '#ormene'}, {'#tigrane', '#ormene', '#tiridate', '#garde'}, {'#tigrane'}, {'#cassandre', '#tigrane'}, {'#orosmane', '#polixene'}, {'#cassandre', '#tigrane', '#orosmane', '#polixene'}, {'#cassandre', '#tiridate'}, {'#tigrane', '#orosmane', '#ormene', '#polixene', '#tiridate'}, {'#pharnabase', '#tiridate'}, {'#tigrane', '#pharnabase', '#orosmane', '#ormene', '#polixene', '#tiridate', '#troile', '#phraarte'}]","{'#tigrane', '#euphorbe', '#pharnabase', '#hecube', '#citoyen', '#orosmane', '#ormene', '#cassandre', '#polixene', '#tiridate', '#garde', '#troile', '#phraarte'}"
L'Art de Régner,Tragi-comédie,1645,5,41,"[{'#le-prince', '#le-gouverneur'}, {'#minerve'}, {'#minerve', '#megare'}, {'#philippe', '#atalle'}, {'#philippe', '#alexandre', '#minerve'}, {'#philippe'}, {'#philippe', '#minerve', '#megare'}]","[{'#le-prince', '#le-gouverneur'}, {'#camille', '#arbas'}, {'#camille', '#l-exempt'}, {'#fabie', '#camille'}, {'#fabie', '#arbas'}, {'#fabie'}, {'#fabie', '#lucipe', '#mirande', '#arbas'}, {'#fabie', '#camille', '#lucipe'}]","[{'#le-prince', '#le-gouverneur'}, {'#cleopatre', '#ptolomee'}, {'#ptolomee'}, {'#lepide', '#ptolomee'}, {'#cesar'}, {'#cesar', '#brute', '#pindare'}, {'#cesar', '#ptolomee'}, {'#ptolomee'}]","[{'#le-prince', '#le-gouverneur'}, {'#statira', '#oroondate'}, {'#statira', '#berenice', '#oroondate'}, {'#statira', '#alexandre', '#berenice'}, {'#statira', '#alexandre', '#oroondate'}, {'#statira', '#oroondate'}, {'#alexandre'}, {'#alexandre', '#oroondate'}, {'#statira', '#alexandre', '#oroondate'}]","[{'#le-prince', '#le-gouverneur'}, {'#persee', '#alcmene'}, {'#persee', '#le-candiot', '#alcmene', '#euctee'}, {'#persee', '#eudee', '#alcmene'}, {'#persee', '#eudee'}, {'#tibere', '#persee', '#paul-emile'}, {'#persee'}, {'#l-edile', '#persee'}, {'#le-prince', '#le-gouverneur'}]","[{'#le-prince', '#le-gouverneur'}, {'#minerve'}, {'#minerve', '#megare'}, {'#philippe', '#atalle'}, {'#philippe', '#alexandre', '#minerve'}, {'#philippe'}, {'#philippe', '#minerve', '#megare'}, {'#le-prince', '#le-gouverneur'}, {'#camille', '#arbas'}, {'#camille', '#l-exempt'}, {'#fabie', '#camille'}, {'#fabie', '#arbas'}, {'#fabie'}, {'#fabie', '#lucipe', '#mirande', '#arbas'}, {'#fabie', '#camille', '#lucipe'}, {'#le-prince', '#le-gouverneur'}, {'#cleopatre', '#ptolomee'}, {'#ptolomee'}, {'#lepide', '#ptolomee'}, {'#cesar'}, {'#cesar', '#brute', '#pindare'}, {'#cesar', '#ptolomee'}, {'#ptolomee'}, {'#le-prince', '#le-gouverneur'}, {'#statira', '#oroondate'}, {'#statira', '#berenice', '#oroondate'}, {'#statira', '#alexandre', '#berenice'}, {'#statira', '#alexandre', '#oroondate'}, {'#statira', '#oroondate'}, {'#alexandre'}, {'#alexandre', '#oroondate'}, {'#statira', '#alexandre', '#oroondate'}, {'#le-prince', '#le-gouverneur'}, {'#persee', '#alcmene'}, {'#persee', '#le-candiot', '#alcmene', '#euctee'}, {'#persee', '#eudee', '#alcmene'}, {'#persee', '#eudee'}, {'#tibere', '#persee', '#paul-emile'}, {'#persee'}, {'#l-edile', '#persee'}, {'#le-prince', '#le-gouverneur'}]","{'#le-prince', '#camille', '#le-gouverneur', '#statira', '#megare', '#alcmene', '#lepide', '#fabie', '#lucipe', '#philippe', '#ptolomee', '#atalle', '#persee', '#tibere', '#arbas', '#mirande', '#pindare', '#eudee', '#berenice', '#l-exempt', '#cesar', '#paul-emile', '#euctee', '#cleopatre', '#alexandre', '#minerve', '#l-edile', '#brute', '#oroondate', '#le-candiot'}"
L'Aululaire,Tragi-comédie,1660,5,30,"[{'#euclion', '#staphyla'}, {'#euclion', '#staphyla'}]","[{'#megadore', '#eunomia'}, {'#megadore', '#euclion'}, {'#euclion', '#staphyla'}, {'#strobile', '#antrax', '#congrio'}, {'#strobile', '#antrax', '#congrio'}, {'#strobile', '#staphyla'}, {'#pythodicus'}, {'#euclion', '#congrio'}, {'#antrax'}]","[{'#congrio'}, {'#euclion', '#congrio'}, {'#euclion', '#congrio'}, {'#euclion'}, {'#megadore', '#euclion'}, {'#megadore', '#euclion'}]","[{'#strobile'}, {'#strobile', '#euclion'}, {'#euclion'}, {'#strobile', '#euclion'}, {'#strobile'}, {'#strobile', '#euclion'}, {'#phaedria', '#eunomia', '#lyconide'}, {'#strobile'}, {'#euclion', '#lyconide'}, {'#euclion', '#lyconide'}]","[{'#strobile', '#lyconide'}, {'#strobile', '#megadore', '#lyconide', '#eunomia'}, {'#eunomia', '#strobile', '#lyconide', '#megadore', '#euclion'}]","[{'#euclion', '#staphyla'}, {'#euclion', '#staphyla'}, {'#megadore', '#eunomia'}, {'#megadore', '#euclion'}, {'#euclion', '#staphyla'}, {'#strobile', '#antrax', '#congrio'}, {'#strobile', '#antrax', '#congrio'}, {'#strobile', '#staphyla'}, {'#pythodicus'}, {'#euclion', '#congrio'}, {'#antrax'}, {'#congrio'}, {'#euclion', '#congrio'}, {'#euclion', '#congrio'}, {'#euclion'}, {'#megadore', '#euclion'}, {'#megadore', '#euclion'}, {'#strobile'}, {'#strobile', '#euclion'}, {'#euclion'}, {'#strobile', '#euclion'}, {'#strobile'}, {'#strobile', '#euclion'}, {'#phaedria', '#eunomia', '#lyconide'}, {'#strobile'}, {'#euclion', '#lyconide'}, {'#euclion', '#lyconide'}, {'#strobile', '#lyconide'}, {'#strobile', '#megadore', '#lyconide', '#eunomia'}, {'#eunomia', '#strobile', '#lyconide', '#megadore', '#euclion'}]","{'#eunomia', '#antrax', '#pythodicus', '#strobile', '#congrio', '#lyconide', '#megadore', '#euclion', '#phaedria', '#staphyla'}"
L'Escolier de Salamanque,Tragi-comédie,1655,5,34,"[{'#beatrix', '#leonore', '#don-felix', '#le-comte'}, {'#leonore', '#don-felix', '#beatrix'}, {'#crispin', '#beatrix', '#don-felix', '#leonore'}, {'#beatrix', '#leonore', '#don-felix', '#le-comte'}]","[{'#don-louis', '#zamorin'}, {'#crispin', '#don-pedre'}, {'#don-pedre', '#zamorin', '#crispin', '#don-louis', '#le-comte'}, {'#crispin', '#cassandre', '#lisette'}, {'#don-pedre', '#le-comte'}, {'#don-pedre', '#le-prevot', '#le-comte'}, {'#le-comte', '#beatrix'}, {'#cassandre', '#le-comte'}, {'#le-comte', '#don-pedre'}]","[{'#leonore', '#beatrix'}, {'#crispin', '#beatrix'}, {'#beatrix', '#don-pedre', '#le-comte'}, {'#don-felix', '#don-pedre'}, {'#don-pedre', '#leonore', '#don-felix', '#le-comte'}]","[{'#crispin', '#beatrix'}, {'#crispin', '#zamorin'}, {'#zamorin', '#la-taillade'}, {'#le-prevot', '#zamorin', '#don-pedre'}, {'#crispin', '#don-pedre'}, {'#crispin', '#cassandre', '#lisette', '#don-pedre'}, {'#don-pedre', '#le-comte'}, {'#don-pedre', '#don-felix', '#le-comte'}, {'#don-pedre', '#le-prevot', '#le-comte'}]","[{'#crispin', '#don-pedre'}, {'#la-taillade'}, {'#don-pedre', '#la-taillade', '#le-comte'}, {'#crispin', '#cassandre', '#leonore', '#beatrix'}, {'#cassandre', '#leonore', '#le-comte'}, {'#le-prevot', '#leonore', '#don-felix', '#crispin', '#le-comte'}, {'#leonore', '#don-pedre', '#beatrix', '#don-felix', '#crispin', '#le-comte'}]","[{'#beatrix', '#leonore', '#don-felix', '#le-comte'}, {'#leonore', '#don-felix', '#beatrix'}, {'#crispin', '#beatrix', '#don-felix', '#leonore'}, {'#beatrix', '#leonore', '#don-felix', '#le-comte'}, {'#don-louis', '#zamorin'}, {'#crispin', '#don-pedre'}, {'#don-pedre', '#zamorin', '#crispin', '#don-louis', '#le-comte'}, {'#crispin', '#cassandre', '#lisette'}, {'#don-pedre', '#le-comte'}, {'#don-pedre', '#le-prevot', '#le-comte'}, {'#le-comte', '#beatrix'}, {'#cassandre', '#le-comte'}, {'#le-comte', '#don-pedre'}, {'#leonore', '#beatrix'}, {'#crispin', '#beatrix'}, {'#beatrix', '#don-pedre', '#le-comte'}, {'#don-felix', '#don-pedre'}, {'#don-pedre', '#leonore', '#don-felix', '#le-comte'}, {'#crispin', '#beatrix'}, {'#crispin', '#zamorin'}, {'#zamorin', '#la-taillade'}, {'#le-prevot', '#zamorin', '#don-pedre'}, {'#crispin', '#don-pedre'}, {'#crispin', '#cassandre', '#lisette', '#don-pedre'}, {'#don-pedre', '#le-comte'}, {'#don-pedre', '#don-felix', '#le-comte'}, {'#don-pedre', '#le-prevot', '#le-comte'}, {'#crispin', '#don-pedre'}, {'#la-taillade'}, {'#don-pedre', '#la-taillade', '#le-comte'}, {'#crispin', '#cassandre', '#leonore', '#beatrix'}, {'#cassandre', '#leonore', '#le-comte'}, {'#le-prevot', '#leonore', '#don-felix', '#crispin', '#le-comte'}, {'#leonore', '#don-pedre', '#beatrix', '#don-felix', '#crispin', '#le-comte'}]","{'#leonore', '#le-prevot', '#don-pedre', '#la-taillade', '#beatrix', '#cassandre', '#don-felix', '#zamorin', '#crispin', '#don-louis', '#lisette', '#le-comte'}"
L'Illustre Corsaire,Tragi-comédie,1640,5,29,"[{'#lepante', '#evandre'}, {'#lepante', '#argant', '#tenare', '#evandre'}, {'#celie', '#felice', '#ismenie'}, {'#celie', '#felice', '#ismenie', '#lypas'}, {'#armille', '#evandre'}]","[{'#ismenie', '#armille', '#evandre'}, {'#felice', '#ismenie'}, {'#celie', '#ismenie', '#tenare'}, {'#celie', '#felice', '#ismenie', '#armille', '#tenare'}, {'#nicas', '#celie', '#felice', '#ismenie', '#armille', '#tenare', '#evandre'}, {'#celie', '#ismenie', '#evandre'}]","[{'#ismenie'}, {'#ismenie', '#lepante', '#evandre'}, {'#ismenie', '#armille', '#evandre'}, {'#armille', '#ismenie', '#tenare'}, {'#dorante', '#ismenie', '#tenare', '#lypas'}, {'#lypas', '#celie', '#felice', '#ismenie', '#armille', '#tenare'}, {'#dorante', '#page', '#lypas', '#lepante', '#ismenie', '#armille', '#tenare', '#evandre'}]","[{'#dorante', '#erphore'}, {'#celie', '#ismenie', '#evandre'}, {'#lepante', '#celie', '#felice', '#ismenie', '#evandre'}, {'#lypas', '#erphore'}]","[{'#felice', '#armille', '#evandre'}, {'#celie', '#felice'}, {'#erphore', '#lypas'}, {'#celie', '#felice', '#ismenie', '#lepante'}, {'#dorante', '#lypas', '#lepante', '#celie', '#erphore'}, {'#dorante', '#lepante', '#ismenie', '#armille', '#evandre'}, {'#dorante', '#lypas', '#ismenie', '#evandre', '#tenare', '#erphore'}]","[{'#lepante', '#evandre'}, {'#lepante', '#argant', '#tenare', '#evandre'}, {'#celie', '#felice', '#ismenie'}, {'#celie', '#felice', '#ismenie', '#lypas'}, {'#armille', '#evandre'}, {'#ismenie', '#armille', '#evandre'}, {'#felice', '#ismenie'}, {'#celie', '#ismenie', '#tenare'}, {'#celie', '#felice', '#ismenie', '#armille', '#tenare'}, {'#nicas', '#celie', '#felice', '#ismenie', '#armille', '#tenare', '#evandre'}, {'#celie', '#ismenie', '#evandre'}, {'#ismenie'}, {'#ismenie', '#lepante', '#evandre'}, {'#ismenie', '#armille', '#evandre'}, {'#armille', '#ismenie', '#tenare'}, {'#dorante', '#ismenie', '#tenare', '#lypas'}, {'#lypas', '#celie', '#felice', '#ismenie', '#armille', '#tenare'}, {'#dorante', '#page', '#lypas', '#lepante', '#ismenie', '#armille', '#tenare', '#evandre'}, {'#dorante', '#erphore'}, {'#celie', '#ismenie', '#evandre'}, {'#lepante', '#celie', '#felice', '#ismenie', '#evandre'}, {'#lypas', '#erphore'}, {'#felice', '#armille', '#evandre'}, {'#celie', '#felice'}, {'#erphore', '#lypas'}, {'#celie', '#felice', '#ismenie', '#lepante'}, {'#dorante', '#lypas', '#lepante', '#celie', '#erphore'}, {'#dorante', '#lepante', '#ismenie', '#armille', '#evandre'}, {'#dorante', '#lypas', '#ismenie', '#evandre', '#tenare', '#erphore'}]","{'#dorante', '#nicas', '#page', '#lypas', '#lepante', '#celie', '#felice', '#ismenie', '#erphore', '#armille', '#argant', '#tenare', '#evandre'}"
L'Inconstance d'Hylas,Tragi-comédie,1635,5,29,"[{'#periandre', '#dorinde'}, {'#hylas', '#dorinde'}, {'#florice', '#hylas'}, {'#florice', '#alcandre'}, {'#periandre', '#hylas'}]","[{'#periandre', '#hylas'}, {'#periandre', '#dorinde'}, {'#le-page', '#hylas', '#dorinde'}, {'#periandre'}, {'#florice', '#dorinde'}, {'#florice', '#hylas', '#dorinde'}]","[{'#florice', '#dorinde'}, {'#hylas', '#dorinde'}, {'#florice', '#alcandre'}, {'#florice', '#periandre', '#hylas'}, {'#periandre', '#dorinde'}, {'#periandre', '#hylas', '#dorinde'}]","[{'#corylas', '#stelle'}, {'#hylas'}, {'#hylas', '#corylas', '#stelle'}, {'#periandre', '#dorinde'}, {'#periandre', '#hylas', '#stelle'}, {'#dorinde', '#periandre', '#hylas', '#florice', '#stelle'}, {'#dorinde', '#periandre', '#hylas', '#corylas', '#stelle'}]","[{'#hylas'}, {'#periandre', '#hylas'}, {'#periandre', '#hylas', '#corylas', '#stelle'}, {'#adamas'}, {'#dorinde', '#adamas', '#hylas', '#corylas', '#periandre', '#stelle'}]","[{'#periandre', '#dorinde'}, {'#hylas', '#dorinde'}, {'#florice', '#hylas'}, {'#florice', '#alcandre'}, {'#periandre', '#hylas'}, {'#periandre', '#hylas'}, {'#periandre', '#dorinde'}, {'#le-page', '#hylas', '#dorinde'}, {'#periandre'}, {'#florice', '#dorinde'}, {'#florice', '#hylas', '#dorinde'}, {'#florice', '#dorinde'}, {'#hylas', '#dorinde'}, {'#florice', '#alcandre'}, {'#florice', '#periandre', '#hylas'}, {'#periandre', '#dorinde'}, {'#periandre', '#hylas', '#dorinde'}, {'#corylas', '#stelle'}, {'#hylas'}, {'#hylas', '#corylas', '#stelle'}, {'#periandre', '#dorinde'}, {'#periandre', '#hylas', '#stelle'}, {'#dorinde', '#periandre', '#hylas', '#florice', '#stelle'}, {'#dorinde', '#periandre', '#hylas', '#corylas', '#stelle'}, {'#hylas'}, {'#periandre', '#hylas'}, {'#periandre', '#hylas', '#corylas', '#stelle'}, {'#adamas'}, {'#dorinde', '#adamas', '#hylas', '#corylas', '#periandre', '#stelle'}]","{'#dorinde', '#periandre', '#hylas', '#le-page', '#corylas', '#alcandre', '#adamas', '#florice', '#stelle'}"
La Balance d'Etat,Tragi-comédie,1652,5,26,"[{'#monofthalme', '#pamphage', '#trassidule'}, {'#pamphage', '#philarchie'}, {'#disangel', '#pamphage', '#philarchie'}, {'#disangel'}]","[{'#pamphage'}, {'#themide'}, {'#andrigene', '#themide'}, {'#andrigene'}, {'#philideme', '#andrigene', '#mystarque'}, {'#philideme', '#mystarque'}]","[{'#andrigene', '#pamphage'}, {'#pamphage', '#philarchie'}, {'#philideme', '#pamphage', '#mystarque'}, {'#le-page', '#pamphage'}, {'#philideme', '#mystarque'}]","[{'#philideme', '#protarque', '#mystarque'}, {'#andrigene', '#protarque'}, {'#philideme', '#andrigene', '#mystarque'}, {'#philideme', '#themide', '#protarque'}, {'#andrigene', '#protarque'}, {'#andrigene', '#mystarque'}]","[{'#monofthalme', '#pamphage'}, {'#protarque', '#pamphage'}, {'#protarque'}, {'#evangel', '#themide', '#protarque'}, {'#philideme', '#protarque', '#le-gentilhomme', '#mystarque'}]","[{'#monofthalme', '#pamphage', '#trassidule'}, {'#pamphage', '#philarchie'}, {'#disangel', '#pamphage', '#philarchie'}, {'#disangel'}, {'#pamphage'}, {'#themide'}, {'#andrigene', '#themide'}, {'#andrigene'}, {'#philideme', '#andrigene', '#mystarque'}, {'#philideme', '#mystarque'}, {'#andrigene', '#pamphage'}, {'#pamphage', '#philarchie'}, {'#philideme', '#pamphage', '#mystarque'}, {'#le-page', '#pamphage'}, {'#philideme', '#mystarque'}, {'#philideme', '#protarque', '#mystarque'}, {'#andrigene', '#protarque'}, {'#philideme', '#andrigene', '#mystarque'}, {'#philideme', '#themide', '#protarque'}, {'#andrigene', '#protarque'}, {'#andrigene', '#mystarque'}, {'#monofthalme', '#pamphage'}, {'#protarque', '#pamphage'}, {'#protarque'}, {'#evangel', '#themide', '#protarque'}, {'#philideme', '#protarque', '#le-gentilhomme', '#mystarque'}]","{'#andrigene', '#themide', '#mystarque', '#evangel', '#le-page', '#protarque', '#philideme', '#monofthalme', '#trassidule', '#disangel', '#le-gentilhomme', '#pamphage', '#philarchie'}"
