quinault-isis,voltaire-pandore,Score
"('#syrinx', ""Le chagrin suit toujours les coeurs que l'amour blesse."")",-,0.0
"('#pan', ""La tranquille sagesse N'a que des plaisirs imparfaits."")",-,0.0
"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",-,0.0
"('#choeur-des-nymphes', ""N'aimons jamais."")",-,0.0
"('#syrinx', 'On ne peut aimer sans faiblesse.')",-,0.0
"('#pan', ""Que cette faiblesse a d'attraits !"")",-,0.0
"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",-,0.0
"('#choeur-des-nymphes', ""N'aimons jamais."")",-,0.0
"('#choeur-de-silvains #satyres #bergers', ""Cédons à l'Amour qui nous presse Pour vivre heureux aimons sans cesse"")",-,0.0
"('#choeur-des-nymphes', ""Pour vivre en paix N'aimons jamais"")",-,0.0
"('#choeur-de-silvains #satyres #bergers', 'Aimons sans cesse.')",-,0.0
"('#choeur-des-nymphes', ""N'aimons jamais Pour vivre en paix"")",-,0.0
"('#syrinx', ""Faut-il qu'en vain discours un si beau jour se passe ? Mes compagnes courons dans le fond des forêts. Voyons qui d'entre nous se sert mieux de ses traits Courons à la chasse."")",-,0.0
"('#double-choeurs', 'À la chasse ! Courons à la chasse, à la chasse.')",-,0.0
"('#syrinx', 'Pourquoi me suivre de si près.')",-,0.0
"('#pan', 'Pourquoi fuir qui vous aime ?')",-,0.0
"('#syrinx', ""Un amant m'embarrasse."")",-,0.0
"('#syrinx #choeurs', 'Courons à la chasse, à la chasse.')",-,0.0
"('#pan', ""Je ne puis vous quitter, mon coeur s'attacher à vous Par des noeuds trop forts et trop deux."")",-,0.0
"('#syrinx', ""Mes compagnes, venez... C'est en vain que j'appelle."")",-,0.0
"('#pan', 'Écoutez, ingrate, écoutez  Un Dieu charmé de vos beautés; Qui vous jure un amour fidèle.')",-,0.0
"('#syrinx', ""Je déclare à l'Amour une guerre immortelle."")",-,0.0
-,"('#promethee', ""Prodige de mes mains, charmes que j'ai fait naître,  Je vous appelle en vain, vous ne m'entendez pas :  Pandore, tu ne peux connaître  Ni mon amour ni tes appas.  Quoi ! J'ai formé ton coeur, et tu n'es pas sensible !  Tes beaux yeux ne peuvent me voir !  Un impitoyable pouvoir  Oppose à tous mes voeux un obstacle invincible :  Ta beauté fait mon désespoir.  Quoi ! Toute la nature autour de toi respire !  Oiseaux, tendres oiseaux, vous chantez, vous aimez :  Et je vois ses appas languir inanimés,  La mort les tient sous son empire. "")",0.0
-,"('#encelade-typhon', ""Enfant de la terre et des cieux,  Tes plaintes et tes cris ont ému ce bocage.  Parle, quel est celui des dieux  Qui t'ose faire quelque outrage ? "")",0.0
-,"('#promethee', ""Jupiter est jaloux de mon divin ouvrage :  Il craint que cet objet n'ait un jour des autels :  Il ne peut sans courroux voir la terre embellie :  Jupiter à Pandore a refusé la vie !  Il rend mes chagrins éternels. "")",0.0
-,"('#typhon', ""Jupiter ?quoi ! C'est lui qui formerait nos âmes ?  L'usurpateur des cieux peut être notre appui ?  Non, je sens que la vie et ses divines flammes  Ne viennent point de lui. "")",0.0
-,"('#encelade', ""Nous avons pour aïeux la Nuit et le Tartare.  Invoquons l'éternelle Nuit :  Elle est avant le Jour qui luit.  Que l'Olympe cède au Ténare. "")",0.0
-,"('#typhon', ""Que l'enfer, que mes dieux répandent parmi nous  Le germe éternel de la vie :  Que Jupiter en frémisse d'envie,  Et qu'il soit vainement jaloux. "")",0.0
-,"('#promethee #deux-titans', ""Écoutez-nous, dieux de la nuit profonde :  De nos astres nouveaux contemplez la clarté :  Accourez du centre du monde :  Rendez féconde  La terre qui m'a porté :  Animez la beauté :  Que votre pouvoir seconde  Mon heureuse témérité ! "")",0.0
-,"('#promethee', ""Au séjour de la nuit vos voix ont éclaté :  Le jour pâlit, la terre tremble :  Le monde est ébranlé, l'Érèbe se rassemble.  Le théâtre change, et représente le Chaos. Tous les dieux de l'enfer viennent sur la scène."")",0.0
-,"('#choeur-des-dieux-infernaux', ""Nous détestons  La lumière éternelle :  Nous attendons  Dans nos gouffres profonds  La race faible et criminelle  Qui n'est pas née encore, et que nous haïssons. "")",0.0
-,"('#nemesis', 'Les ondes du Léthé, les flammes du Tartare  Doivent tout ravager.  Parlez, qui voulez-vous plonger  Dans les profondeurs du Ténare ? ')",0.0
-,"('#promethee', ""Je veux servir la terre, et non pas l'opprimer.  Hélas ! a cet objet j'ai donné la naissance,  Et je demande en vain qu'il s'anime, qu'il pense,  Qu'il soit heureux, qu'il sache aimer. "")",0.0
-,"('#les-trois-parques', ""Notre gloire est de détruire,  Notre pouvoir est de nuire :  Tel est l'arrêt du sort.  Le ciel donne la vie, et nous donnons la mort. "")",0.0
-,"('#promethee', ""Fuyez donc à jamais ce beau jour qui m'éclaire :  Vous êtes malfaisants, vous n'êtes point mes dieux.  Fuyez, destructeurs odieux  De tout le bien que je veux faire :  Dieux des malheurs, dieux des forfaits,  Ennemis funèbres,  Replongez-vous dans les ténèbres :  Ennemis funèbres,  Laissez le monde en paix. "")",0.0
-,"('#nemesis', ""Tremble, tremble pour toi-même :  Crains notre retour,  Crains Pandore et l'Amour.  Le moment suprême  Vole sur tes pas.  Nous allons déchaîner les démons des combats :  Nous ouvrirons les portes du trépas.  Tremble, tremble pour toi-même. "")",0.0
-,"('#promethee', ""Ah ! Trop cruels amis ! Pourquoi déchaîniez-vous,  Du fond de cette nuit obscure,  Dans ces champs fortunés, et sous un ciel si doux,  Ces ennemis de la nature ?  Que l'éternel chaos élève entre eux et nous  Une barrière impénétrable !  L'enfer implacable  Doit-il animer  Ce prodige aimable  Que j'ai su former ?  Un dieu favorable  Le doit enflammer. "")",0.0
-,"('#encelade', ""Puisque tu mets ainsi la grandeur de ton être  À verser des bienfaits sur ce nouveau séjour,  Tu méritais d'en être le seul maître.  Monte au ciel, dont tu tiens le jour :  Va ravir la céleste flamme :  Ose former une âme,  Et sois créateur à ton tour. "")",0.0
-,"('#promethee', ""L'Amour est dans les cieux : c'est là qu'il faut me rendre :  L'Amour y règne sur les dieux.  Je lancerai ses traits, j'allumerai ses feux :  C'est le dieu de mon coeur, et j'en dois tout attendre.  Je vole à son trône éternel :  Sur les ailes des vents l'Amour m'enlève au ciel.  Il s'envole."")",0.0
-,"('#choeur-des-nymphes', ""Volez, fendez les airs, et pénétrez l'enceinte  Des palais éternels :  Ramenez les plaisirs du séjour de la crainte :  En répandant des biens méritez des autels. "")",0.0
-,"('#dryade', ""Chantez, nymphes des bois, chantez l'heureux retour  Du demi-dieu qui commande à la terre :  Il vous apporte un nouveau jour :  Il revient dans ce doux séjour  Du séjour brillant du tonnerre :  Il revole en ces lieux sur le char de l'Amour. "")",0.0
-,"('#choeur-des-nymphes', 'Quelle douce aurore  Se lève sur nous !  Terre, jeune encore,  Embellissez-vous.  Brillantes fleurs, qui parez nos campagnes :  Sommets des superbes montagnes,  Qui divisez les airs, et qui portez les cieux :  Ô nature naissante,  Devenez plus charmante,  Plus digne de ses yeux ! ')",0.0
-,"('#promethee', ""Je le ravis aux dieux, je l'apporte à la terre,  Ce feu sacré du tendre Amour,  Plus puissant mille fois que celui du tonnerre,  Et que les feux du dieu du jour. "")",0.0
-,"('#choeur-des-nymphes', ""Fille du ciel, âme du monde,  Passez dans tous les coeurs :  L'air, la terre, et l'onde  Attendent vos faveurs. "")",0.0
-,"('#promethee', ""Que ce feu précieux, l'astre de la nature,  Que cette flamme pure  Te mette au nombre des vivants.  Terre, sois attentive à ces heureux instants :  Lève-toi, cher objet, c'est l'Amour qui l'ordonne :  A sa voix obéis toujours :  Lève-toi, l'Amour te donne  La vie, un coeur, et de beaux jours.  Pandore se lève sur son estrade, et marche sur la scène."")",0.0
-,"('#choeur', ""Ciel ! Ô ciel ! Elle respire !  Dieu d'amour, quel est ton empire ! "")",0.0
-,"('#pandore', ""Où suis-je ?et qu'est-ce que je vois ?  Je n'ai jamais été : quel pouvoir m'a fait naître ?  J'ai passé du néant à l'être.  Quels objets ravissants semblent nés avec moi  Ces sons harmonieux enchantent mes oreilles :  Mes yeux sont éblouis de l'amas des merveilles  Que l'auteur de mes jours prodigue sur mes pas.  Ah ! D'où vient qu'il ne paraît pas ?  De moment en moment je pense et je m'éclaire.  Terre qui me portez, vous n'êtes point ma mère :  Un dieu sans doute est mon auteur :  Je le sens, il me parle, il respire en mon coeur.  Ciel ! Est-ce moi que j'envisage ?  Le cristal de cette onde est le miroir des cieux :  La nature s'y peint : plus j'y vois mon image,  Plus je dois rendre grâce aux dieux.  On entend une symphonie. Elle s'assied au bord d'une fontaine."")",0.0
-,"('#nymphes #titans', ""Pandore, fille de l'Amour,  Charmes naissants, beauté nouvelle,  Inspirez à jamais, sentez à votre tour  Cette flamme immortelle  Dont vous tenez le jour.  On danse autour d'elle. On danse."")",0.0
-,"('#pandore', ""Quel objet attire mes yeux !  De tout ce que je vois, dans ces aimables lieux,  C'est vous, c'est vous, sans doute, à qui je dois la vie.  Du feu de vos regards que mon âme est remplie !  Vous semblez encor m'animer. "")",0.0
-,"('#promethee', ""Vos beaux yeux ont su m'enflammer  Lorsqu'ils ne s'ouvraient pas encore :  Vous ne pouviez répondre, et j'osais vous aimer.  Vous parlez, et je vous adore. "")",0.0
-,"('#pandore', ""Vous m'aimez ! Cher auteur de mes jours commencés,  Vous m'aimez ! Et je vous dois l'être !  La terre m'enchantait : que vous l'embellissez !  Mon coeur vole vers vous, il se rend à son maître :  Et je ne puis connaître  Si ma bouche en dit trop, ou n'en dit pas assez."")",0.0
-,"('#promethee', ""Vous n'en sauriez trop dire, et la simple nature  Parle sans feinte et sans détour.  Que toujours la race future  Prononce ainsi le nom d'Amour ! "")",0.0
-,"('#pandore-promethee', ""Charmant Amour, éternelle puissance,  Premier dieu de mon coeur,  Amour, ton empire commence :  C'est l'empire du bonheur. "")",0.0
-,"('#promethee', 'Ciel ! quelle épaisse nuit, quels éclats du tonnerre,  Détruisent les premiers instants  Des innocents plaisirs que possédait la terre !  Quelle horreur a troublé mes sens ! ')",0.0
-,"('#pandore-promethee', ""La terre frémit, le ciel gronde :  Des éclairs menaçants  Ont percé la voûte profonde  De ces astres naissants.  Quel pouvoir ébranle le monde  Jusqu'en ses fondements ?  On voit descendre un char sur lequel sont Mercure, la Discorde, Némésis, etc. "")",0.0
-,"('#mercure', 'Un héros téméraire a pris le feu céleste :  Pour expier ce vol audacieux,  Montez, Pandore, au sein des dieux. ')",0.0
-,"('#promethee', 'Tyrans cruels ! ')",0.0
-,"('#pandore', ""Ordre funeste !  Larmes que j'ignorais, vous coulez de mes yeux. "")",0.0
-,"('#mercure', 'Obéissez, montez aux cieux. ')",0.0
-,"('#pandore', ""Ah ! J'étais dans le ciel en voyant ce que j'aime. "")",0.0
-,"('#promethee', 'Cruels ! ayez pitié de ma douleur extrême. ')",0.0
"('#troupe-de-bergers', 'Cruelle, arrêtez !')","('#pandore #promethee', 'Barbares, arrêtez. ')",0.8971482515335083
