dumaniant-francais-en-huronie,dumaniant-francais-en-huronie-1787,Score
"('#la-fleur', ""Pour toi, de ce côté, tu ne crains pas grand-chose. Tu n'as point comme moi ce teint couleur de rose, Cet air frais et vermeil, cet embonpoint charmant."")","('#la-fleur', ""Hélas ! pour mes péchés, je suis trop ragoutant. Je me passerais bien d'une santé si belle."")",0.2742061913013458
"('#frontin', ""Hélas ! pour mes péchés je suis trop ragoûtant. Je me passerais bien d'une santé si belle. Je voudrais être sec comme un[e] sauterelle ; Mais on est beau garçon, on a quelques appas... Il fait un mouvement de frayeur."")","('#frontin', ""Je voudrais être sec comme une sauterelle ; Mais on est beau garçon, on a quelques appas. En se retournant il aperçoit quelqu'un, et fait un grand mouvement de frayeur."")",0.74224853515625
"('#la-fleur', ""Mais, Frontin, qu'as-tu donc ?"")","('#la-fleur', ""Mais Frontin, qu'as-tu donc ?"")",0.9669406414031982
"('#frontin', 'Comment tu ne vois pas ?')","('#frontin', 'Comment, tu ne vois pas ?')",0.9672986268997192
"('#la-fleur', 'De quoi ?')","('#la-fleur', 'Et quoi ?')",0.9963779449462891
"('#frontin', 'Regarde.')","('#frontin', 'Regarde !')",0.7313715219497681
"('#la-fleur', 'Qui ?')","('#la-fleur', 'Qui ?')",1.0
"('#frontin', 'Vois-tu ce grand Sauvage ?')","('#frontin', 'Vois-tu ce grand Sauvage ?')",0.9999998807907104
"('#la-fleur', ""Il vient de ce côté, ranime ton courage, Bats-toi, moi je m'enfuis."")","('#la-fleur', ""Il vient de ce côté, ranime ton courage, Bats-toi, moi je m'enfuis."")",1.0
"('#frontin', 'Ah ! je meurs de frayeur.')","('#frontin', 'Ah ! Je meurs de frayeur.')",0.996471107006073
"('#la-fleur', ""Ah ! Frontin, je me sens enchaîné par la peur. Je ne peux m'en aller."")","('#la-fleur', ""Ah ! Frontin, je me sens enchaîné par la peur. Je ne peux m'en aller."")",0.9999998807907104
"('#frontin', 'Il traverse la plaine.')","('#frontin', 'Il traverse la plaine.')",1.0000001192092896
"('#la-fleur', 'Ciel ! Il court droit à nous. Huchons-nous sur ce chêne, Peut-être il passera sans regarder en haut.  Je ne saurais grimper, aide-moi donc.')","('#la-fleur', 'Ciel ! Il court droit à nous. Huchons-nous sur ce chêne, Peut-être il passera sans regarder en haut. Je ne saurais grimper, aide-moi donc.')",0.9999999403953552
"('#frontin', 'Nigaud Tu me feras pincer avec ta maladresse. Mets-toi dans un fossé, caches-toi ; le temps presse.')","('#frontin', 'Nigaud ! Tu me feras pincer avec ta maladresse. Mets-toi dans un fossé, cache-toi, le temps presse.')",0.9536982774734497
"('#la-fleur', ""Enfin m'y voilà donc."")","('#la-fleur', ""Enfin, m'y voilà donc."")",0.9854918122291565
"('#frontin', 'Il redouble le pas,  Sans doute il nous a vus.')","('#frontin', 'Il redouble le pas, Sans doute il nous a vus.')",0.9999997019767761
"('#la-fleur', ""Eh ! parles donc plus bas. Ton babil à présent n'est pas fort nécessaire."")","('#la-fleur', ""Eh ! Parle donc plus bas, Ton babil à présent n'est pas fort nécessaire."")",0.9674251079559326
"('#frontin', ""C'est Zamire, parbleu."")","('#frontin', ""C'est Zamire, parbleu !"")",0.959532618522644
"('#la-fleur', 'Frontin, veux-tu te taire.')","('#la-fleur', 'Frontin, veux-tu te taire ?')",0.9341006278991699
"('#frontin', 'Que crains-tu ?')","('#frontin', 'Que crains-tu ? Montrons-nous !')",0.7332200407981873
"('#la-fleur', ""Que sait-on ? Le sexe dans ces lieux A pour les étrangers un tendre furieux. Les dame du pays sont beaucoup carnassières, Et j'appréhende tout de leurs sottes manières. Avant de nous montrer attendons quelque temps. Il pourrait bien venir quelqu'un de ses amants."")","('#la-fleur', ""Attendons quelque temps, Il pourrait bien venir quelqu'un de ses amans."")",0.5564215779304504
"('#zamire', ""Valcour, Valcour, ô ciel ! où pourrait-il donc être ? Eh bien ! voilà Zamire, accours, ose paraître. Dieu ! je ne le vois point, qu'est-il donc devenu ? J'éprouve un sentiment à mon âme inconnu. S'il pouvait m'oublier ? Valcour serait perfide ? Non... vole rassurer une amante timide. L'heure est déjà passée où j'aurais dû venir,  Chaque jour mon amant a su me prévenir ; Il me cherche peut-être ? Eh bien ! je vais l'attendre."")","('#zamire', ""Je ne vois point Valcour. Où pourrait-il donc être ? Eh bien ! voilà Zamire, accours, ose paraître ; Mais je le cherche en vain. Qu'est-il donc devenu ? J'éprouve un sentiment à mon âme inconnu. S'il pouvait m'oublier ? Valcour serait perfide ? Non... Vole rassurer une amante timide. L'heure est déjà passée où j'aurais dû venir. Chaque jour mon amant a su me prévenir ; Il me cherche peut-être : eh bien ! je vais l'attendre."")",0.9625570774078369
"('#frontin', 'Montrons-nous.')","('#frontin', 'Montrons-nous.')",0.9999998211860657
"('#la-fleur', 'Attends.')","('#la-fleur', 'Attends.')",1.0
"('#zamire', ""Qu'est-ce ? et que viens-je d'entendre ? Serait-ce toi, Valcour ? Mais je n'entends plus rien.  Je me trompe : écoutons. Quel tourment est le mien ? Je ne sentis jamais émotion plus vive. On dit que des Français ont paru sur la rive. Quel odieux soupçon vient effrayer mon coeur. Il les aura rejoints, il trompait ma candeur. Cruel si dans l'Europe une amante outragée  D'un lâche séducteur ne se voit point vengée Et reste sans secours en proie à son chagrin ; Apprends qu'ici jamais on ne l'offense en vain. Ne crois point te soustraire aux regards de Zamire."")","('#zamire', ""Qu'est-ce ? et que viens-je d'entendre ? Serait-ce toi, Valcour ? Mais je n'entends plus rien. Je me trompe : écoutons... Quel tourment est le mien ? Je ne sentis jamais émotion plus vive. Des bataillons français ont paru sur la rive. Quel odieux soupçon vient effrayer mon coeur ! Il les aura rejoints, il trompait ma candeur. Cruel, si dans l'Europe une amante outragée D'un lâche séducteur ne se voit point vengée Et reste sans secours en proie à son chagrin ; Apprends qu'ici jamais on ne l'offense en vain. Ne crois point te soustraire aux regards de Zamire. "")",0.9878485202789307
"('#frontin', 'Oh ! sa douleur me peine et je vais tout lui dire. Zamire.')","('#frontin', 'Oh ! Sa douleur me peine et je vais tout lui dire. Zamire.')",0.9933649301528931
"('#zamire', 'Non, cruel.')","('#zamire', 'Non, cruel.')",1.0
"('#frontin', 'Zamire, écoutez-moi. ')","('#frontin', 'Zamire, écoutez-moi.')",1.0
"('#zamire', ""Qui vient de m'appeler ? Cher amant est-ce toi ? Viens, cours, vole, parais. Mais quelle erreur cruelle  Viens d'abuser mes sens. "")","('#zamire', ""Qui vient de m'appeler ! Cher amant, est-ce toi ? Viens, cours, vole, parais. Mais quelle erreur cruelle Vient d'abuser mes sens ?"")",0.9810996055603027
"('#frontin', 'Votre amant est fidèle,  Il vous aime toujours, et je suis son garant.')","('#frontin', 'Votre amant est fidèle, Il vous aime toujours et je suis son garant. ')",0.9973045587539673
"('#zamire', ""Qu'est-il devenu ? Dis ?"")","('#zamire', ""Qu'est-il devenu ? Dis ?"")",1.000000238418579
"('#frontin', 'Écoutez un moment,  Je vais tout vous conter.')","('#frontin', 'Écoutez un moment. Je vais tout vous conter.')",0.9821727275848389
"('#zamire', ""Quelle crainte m'agite !"")","('#zamire', ""Quelle crainte m'agite ?"")",0.8912887573242188
"('#frontin', ""Comme nous attendions ici votre visite, Ainsi que vous pensez en discourant tous deux Fort amoureusement sur l'objet de ses feux.  Des Français tout d'un coup s'offrent à notre vue. À leur aspect j'ai cru que j'avais la berlue. M'étant frotté les yeux j'ai reconnu La Fleur."")","('#frontin', ""Comme nous attendions ici votre visite, Ainsi que vous pensez en discourant tous deux Fort amoureusement sur l'objet de ses feux, Des Français tout d'un coup s'offrent à notre vue. À leur aspect, j'ai cru que j'avais la berlue, M'étant frotté les yeux j'ai reconnu La Fleur."")",0.9823912382125854
"('#zamire', ""Qu'ont-ils fait ces Français dissipe ma frayeur. Les aurait-il suivis ? Tu crains de me le dire, Je vois tout mon malheur."")","('#zamire', ""Qu'ont-ils fait, ces Français ? Dissipe ma frayeur. Les aurait-il suivis ! Tu crains de me le dire. Je vois tout mon malheur."")",0.9269071817398071
"('#frontin', ""Rassurez-vous, Zamire. De perdre votre amant n'ayez aucun souci.  Il reviendra bientôt. Je l'attendais ici, Et pour pouvoir plus loin découvrir dans la plaine Nous avions tous les deux grimpé dessus ce chêne.  Il montre La Fleur qui est descendu de l'arbre."")","('#frontin', ""Rassurez-vous, Zamire, De perdre votre amant n'ayez aucun souci, Il reviendra bientôt. Je l'attendais ici. Et pour pouvoir plus loin découvrir dans la plaine, Nous avions tous les deux monté sur ce vieux chêne. Il montre La Fleur qui est aussi descendu."")",0.926073431968689
"('#zamire', 'Affreux pressentiments que je ne peux bannir. ')","('#zamire', 'Affreux pressentiments que je ne peux bannir.')",0.9999998211860657
"('#frontin', ""Ne craignez rien, vous dis-je, il va bientôt venir,  Lorsqu'il quittait ces lieux pour lui si pleins de charmes, Que n'avez-vous pu voir sa douleur et ses larmes ! Il poussait des soupirs qui me perçaient le coeur. Ah ! Frontin ! m'a-t-il dit, peins-lui bien mon ardeur, Dis-lui... Tout ce qu'on dit quand d'un amour extrême On aime une personne encor plus que soi-même.  Mais il n'a pu mieux faire, arraché de ces lieux, Il courait dans les bras d'un oncle riche et vieux ; Mais pour voler bientôt aux genoux d'une amante."")","('#frontin', ""Ne craignez rien, vous dis-je, il va bientôt venir. Lorsqu'il quittait ces lieux, pour lui si pleins de charmes, Que n'avez-vous pu voir sa douleur et ses larmes ! Il poussait des soupirs qui me perçaient le coeur. Ah ! Frontin, m'a-t-il dit, peins-lui bien mon ardeur, Dis-lui... tout ce qu'on dit quand, d'un amour extrême, On aime une personne encor plus que soi-même ; Mais il s'est vu contraint à partir sans délais, Il va revoir un oncle et battre les Anglais ; Mais pour voler bientôt aux genoux d'une amante."")",0.9664510488510132
"('#zamire', ""Ah ! ne m'abuse point. Vaine et frivole attente. Tout me l'annonce hélas ! Je ne dois plus le voir."")","('#zamire', ""Ah ! ne m'abuse point. Vaine et frivole attente ! Tout me l'annonce, hélas ! Je ne dois plus le voir."")",0.9921989440917969
"('#frontin', ""Eh ! doit-on sur un rien ainsi perdre l'espoir ? Chassez cette frayeur, votre amant vous adore. Je suis sa caution. Faut-il plus faire encore ?  Faut-il pour rassurer votre coeur éperdu Hâter l'heureux instant qu'il vous fera rendu. Parlez, dites un mot. Je vais tout d'une haleine  Le chercher et soudain à vos pieds je l'amène. "")","('#frontin', ""Eh ! Doit-on sur un rien ainsi perdre l'espoir ! Chassez cette frayeur, votre amant vous adore. Je suis sa caution. Faut-il plus faire encore, Faut-il pour rassurer votre coeur éperdu, Hâter l'heureux instant qu'il vous sera rendu. Parlez, dites un mot. Je vais tout d'une haleine, Le chercher et soudain à vos pieds je l'amène."")",0.9869416952133179
"('#zamire', 'Ah ! tu me rends le jour.')","('#zamire', 'Ah ! tu me rends le jour.')",1.0
"('#frontin', 'La Fleur tu me suivras  Tirons-nous de ce lieu. ')","('#frontin', 'La Fleur, tu me suivras, Tirons-nous de ce lieu.')",0.9748296141624451
"('#zamire', ""S'il ne revenait pas !"")","('#zamire', ""S'il ne revenait pas ?"")",0.8693150877952576
"('#frontin', 'Il viendra. Mais chassez la crainte qui vous glace. Tenez, je reviendrais plutôt prendre sa place.')","('#frontin', 'Il viendra ; mais chassez la crainte qui vous glace, Tenez, je reviendrais plutôt prendre sa place.')",0.9758855104446411
"('#zamire', ""Non, non, rien ne saurait dissiper mon effroi. Tout m'épouvante hélas ! Valcour est loin de moi. Le cruel, s'il m'aimait tout autant que je l'aime, Pourrait-il un instant causer ma peine extrême.  Il connaît bien Zamire, il sait bien que sans lui Mon coeur faible et craintif languit privé d'appui. Ah ! s'il m'abandonnait, y pourrais-je survivre ? Je ne vois plus Frontin. Ah ! j'aurais dû le suivre, Voler vers mon amant, l'entraîner en ces lieux,  Le toucher, le fléchir, ou mourir à ses yeux."")","('#zamire', ""Non, non, rien ne saurait dissiper mon effroi. Tout m'épouvante, hélas ! Valcour est loin de moi. Le cruel ! S'il m'aimait tout autant que je l'aime, Pourrait-il un instant causer ma peine extrême ? Il connaît bien Zamire, il sait bien que sans lui, Mon coeur faible et craintif languit privé d'appui. Ah ! S'il m'abandonnait, y pourrais-je survivre ? Je ne vois plus Frontin. Ah ! J'aurais dû le suivre, Voler vers mon amant, l'entraîner en ces lieux, Le toucher, le fléchir ou mourir à ses yeux."")",0.99089115858078
"('#frontin', 'Au secours, au secours.')","('#frontin', 'Au secours, au secours !')",0.9353167414665222
"('#zamire', ""Ciel ! qu'entends-je ?"")","('#zamire', ""Ciel ! Qu'entends-je ?"")",0.9786520004272461
"('#frontin', ""Daignez me protéger, me défendre ou j'expire."")","('#frontin', ""Zamire ! Daignez me protéger, me défendre, ou j'expire."")",0.9276555776596069
"('#le-sauvage', ""Vas, tu cherches en vain un asile en ces lieux. Et je vais sans pitié t'immoler à ses yeux. "")","('#le-sauvage', ""Va, tu cherches en vain un asile en ces lieux, Et je vais sans pitié t'immoler à ses yeux."")",0.9848534464836121
"('#frontin', 'Daignez le retenir.')","('#frontin', 'Daignez le retenir.')",1.0
"('#zamire', 'Parle, quel est son crime ?')","('#zamire', 'Parle ? Quel est son crime.')",0.9097117185592651
"('#le-sauvage', 'Ma haine, ton amour. Ma rage est légitime  Il va périr.')","('#le-sauvage', 'Ma haine, ton amour. Ma rage est légitime. Il va périr.')",0.9927297234535217
"('#frontin', ""Hélas ! très illustre Huron, Tremblant à vos genoux, je demande pardon.  Je n'eus jamais dessein de vous faire une injure. Acceptez mon argent, mes meubles, mon armure, Renvoyez-moi tout nu ; mais laissez-moi la peau. Ah ! je serais pour vous un très mauvais morceau,  Je suis trop maigre encor, je serais coriace. Priez pour moi, Zamire, obtenez-moi ma grâce."")","('#frontin', ""Hélas ! Très illustre Huron, Tremblant à vos genoux, je demande pardon. Je n'eus jamais dessein de vous faire une injure Acceptez mon argent, mes meubles, mon armure, Renvoyez-moi tout nu, mais laissez-moi la peau. Ah ! Je serais pour vous un trop mauvais morceau, Je suis trop maigre encor, je serais coriace.  Priez pour moi Zamire, obtenez-moi ma grâce."")",0.9937551021575928
"('#le-sauvage', ""Voilà donc ce Français qui l'emporte sur moi, Celui pour qui Zamire a dédaigné ma foi ?"")","('#le-sauvage', ""Voilà donc ce Français qui l'emporte sur moi, Celui pour qui Zamire a dédaigné ma foi ?"")",0.9999998211860657
"('#zamire', ""Ce n'est point mon amant."")","('#zamire', ""Ce n'est point mon amant."")",1.0000001192092896
"('#frontin', ""Non, le diable m'emporte. Je ne l'aimai jamais. C'est mon maître.  "")","('#frontin', ""Non, le diable m'emporte. Je ne l'aimai jamais. C'est mon maître..."")",0.991615355014801
"('#le-sauvage', ""Qu'importe ?"")","('#le-sauvage', ""Qu'importe !"")",0.8591099977493286
"('#frontin', ""Tout. Votre rage en veut au rival adoré Et je n'ai point l'honneur d'être le préféré. C'est mon maître qu'on aime. Oh ! demandez ?"")","('#frontin', ""Tout. Car vous n'en voulez qu'au rival adoré, Et je n'ai pas l'honneur d'être le préféré. C'est mon maître qu'on aime. – Oh ! Demandez !"")",0.883517861366272
"('#le-sauvage', ""Ton maître ! Parle, qu'est-il ? qu'il vienne !"")","('#le-sauvage', ""Ton maître ? Parle ? Qu'est-il ! Qu'il vienne !"")",0.9603070020675659
"('#frontin', ""Il va bientôt paraître. C'est un jeune seigneur, beau, vermeil, bien portant, Je cours vous le chercher."")","('#frontin', ""Il va bientôt paraître, C'est un jeune seigneur, beau, vermeil, bien portant  Je cours vous le chercher. Il se lève pour s'enfuir."")",0.9145742654800415
"('#le-sauvage', 'Non, demeure un moment.')","('#le-sauvage', 'Non, demeure un moment.')",1.0
"('#frontin', 'Que voulez-vous de moi, chétive créature ?')","('#frontin', 'Que voulez-vous de moi, chétive créature ?')",1.000000238418579
"('#le-sauvage', ""Tu n'es pas son amant ?"")","('#le-sauvage', ""Tu n'es pas son amant !"")",0.8720321655273438
"('#frontin', ""C'est la vérité pure. Je vous l'ai déjà dit, c'est un autre que moi."")","('#frontin', ""C'est la vérité pure. Je vous l'ai déjà dit, c'est un autre que moi."")",0.9999998807907104
"('#zamire', ""D'où vient cette fureur ? Eh que t'importe à toi ? Quels sont tes droits ici ? Ma foi t'est-t-elle acquise ?"")","('#zamire', ""D'où vient cette fureur ? Eh ! que t'importe à toi ? Quels sont tes droits enfin ? Ma foi t'est-elle acquise ?"")",0.9501404762268066
"('#le-sauvage', ""Mes droits sont mon amour, l'amour que l'on méprise, L'amour au désespoir, indigné, furieux. Sans l'immoler verrais-je un rival odieux M'insulter, me braver, me ravir mon amante. Si sa flamme est égale à ma flamme brûlante, Qu'il vienne, qu'il paraisse et dispute ton coeur, Et que Zamire enfin soit le prix du vainqueur. Mais il est sans amour puisqu'il est sans courage."")","('#le-sauvage', ""Mes droits sont mon amour, l'amour que l'on méprise, L'amour au désespoir, indigné, furieux. Sans l'immoler verrai-je un rival odieux M'insulter, me braver, me ravir mon amante ? Si sa flamme est égale à ma flamme brûlante, Qu'il vienne, qu'il paraisse et dispute ton coeur, Et que Zamire enfin soit le prix du vainqueur. Mais il est sans amour, puisqu'il est sans courage."")",0.9963765144348145
"('#frontin', ""Vous êtes dans l'erreur, il l'adore à la rage."")","('#frontin', ""Vous êtes dans l'erreur, il l'adore à la rage."")",1.0000001192092896
"('#le-sauvage', ""Tu l'oses dire ?"")","('#le-sauvage', ""Tu l'oses dire ?"")",1.0000001192092896
"('#frontin', ""Hélas ! je réponds toujours mal. Ce n'est pas moi du moins qui suis votre rival,  Quels serments voulez-vous ?"")","('#frontin', ""Hélas ! je réponds toujours mal. Ce n'est pas moi du moins qui suis votre rival. Quel serment voulez-vous ?"")",0.971950352191925
"('#le-sauvage', ""Va, j'en crois ta bassesse. Un coeur aussi rampant connaît-il la tendresse ? Mais cet autre Français qui me ravit sa foi, Aussi lâche, aussi vil, s'enfuyait avec toi."")","('#le-sauvage', ""Va, j'en crois ta bassesse. Un coeur aussi rampant connaît-il la tendresse ? Mais cet autre Français qui m'a ravi sa foi, Aussi lâche, aussi vil s'enfuyait avec toi."")",0.9891305565834045
"('#frontin', ""Ah ! ce n'était pas lui. Vous vous trompez sans doute. Cet autre était La Fleur."")","('#frontin', ""Ah ! Ce n'était pas lui, vous vous trompez sans doute. Cet autre était La Fleur."")",0.9921456575393677
"('#zamire', ""Mon amant fuit. Écoute,  Il faut quelque vertu pour m'enchaîner ce coeur.  Valcour sut me charmer par ses traits, sa candeur, Pour me plaire il n'eut point besoin d'une victoire. Mais s'il l'avait fallu, Zamire aime à le croire, Valcour tout comme un autre eût su vaincre ou mourir. "")","('#zamire', ""Mon amant fuir ! Écoute, Il faut quelque vertu pour enchaîner ce coeur : Valcour sut me charmer par ses traits, sa candeur, Pour me plaire, il n'eut pas besoin d'une victoire. Mais s'il l'avait fallu, Zamire aime à le croire, Valcour tout comme un autre, eût su vaincre ou mourir."")",0.9735286235809326
"('#le-sauvage', ""S'il t'aime, en cet instant qui peut le retenir ? Dis ?"")","('#le-sauvage', ""S'il t'aime, en cet instant, qui peut le retenir ? Dis ?"")",0.9896678328514099
"('#zamire', ""Qui le retient ? Tout. L'amitié, la nature."")","('#zamire', ""Qui le retient ? Tout, l'honneur et la nature."")",0.6649560928344727
"('#frontin', ""Il sera bientôt là, c'est moi qui vous l'assure. Des Français ce matin ont paru sur ce bord."")","('#frontin', ""Il sera bientôt là, c'est moi qui vous l'assure, Des Français, ce matin, ont paru sur ce bord."")",0.971381664276123
"('#le-sauvage', 'Il les a joints ?')","('#le-sauvage', 'Il les a joints ?')",1.0
"('#frontin', ""Seigneur, il reviendra d'abord."")","('#frontin', ""Seigneur, il reviendra d'abord."")",0.9999998807907104
"('#le-sauvage', 'Il reviendra ?')","('#le-sauvage', 'Il reviendra ?')",0.9999998807907104
"('#zamire', 'Sans doute.')","('#zamire', 'Sans doute.')",1.0
"('#frontin', ""Il me [l'a] dit lui-même. "")","('#frontin', ""Il me l'a dit lui-même."")",0.9241317510604858
"('#le-sauvage', ""Va, va, l'Européen ignore comme on aime. Reconnais-tu l'amour à ce trait odieux ? Il t'adore et te laisse ! Ouvre enfin les yeux. Et toi vil imposteur n'abuse plus Zamire. Avoue ou cette main... À Frontin."")","('#le-sauvage', ""Va, va, l'Européen ignore comme on aime. Reconnais-tu l'amour à ce trait odieux ? Il t'adore et te laisse ! Ouvre à la fin les yeux. Et toi, vil imposteur, n'abuse plus Zamire. Avoue, ou cette main... À Frontin."")",0.9863560199737549
"('#frontin', ""Grand Dieu ! Que faut-il dire ? Hélas ! ce diable d'homme a juré mon trépas"")","('#frontin', ""Grand Dieu ! que faut-il dire ? Hélas ! ce diable d'homme a juré mon trépas."")",0.9885517954826355
"('#le-sauvage', 'Ose le croire encor. Vois-tu ton embarras ?')","('#le-sauvage', 'Ose le croire encor. Vois-tu son embarras ?')",0.9714457988739014
"('#frontin', 'Je suis embarrassé, je ne puis vous le taire. Pour vous plaire, seigneur, quel aveu faut-il faire ? Ordonnez, prescrivez.')","('#frontin', 'Je suis embarrassé, je ne puis vous le taire, Pour vous plaire, seigneur, quel aveu faut-il faire ? Ordonnez, prescrivez.')",0.9956367015838623
"('#le-sauvage', ""M'avouez à l'instant  La fuite et le forfait de son perfide amant."")","('#le-sauvage', ""M'avouer à instant La fuite et le forfait de son perfide amant."")",0.9255141615867615
"('#frontin', ""Puisqu'à mentir, ô ciel ! il veut donc me contraindre,  Mentons pour nous sauver. S'il faut cesser de feindre, Je vous dirai, seigneur, qu'il est vrai que Valcour Pour n'y plus revenir a quitté ce séjour. Haut."")","('#frontin', ""Puisqu'à mentir, hélas ! il veut donc me contraindre, Mentons pour nous sauver. S'il faut cesser de feindre,  Je vous dirai, seigneur, qu'il est vrai que Valcour Pour n'y plus revenir a quitté ce séjour. Haut."")",0.9885666966438293
"('#zamire', ""Qu'entends-je ? Ah ! je meurs. Malheureuse Zamire. Le barbare, il me fuit ! Tout mon coeur se déchire."")","('#zamire', ""Ô Dieu ! qu'ai-je entendu. Malheureuse Zamire ! Le barbare, il me fuit ! Tout mon coeur se déchire."")",0.918541669845581
"('#le-sauvage', ""Oublie un scélérat et toi fuis loin d'ici. À Frontin. "")","('#le-sauvage', ""Oublie un vil parjure. Et toi, fuis loin d'ici. À Frontin. "")",0.8778207302093506
"('#frontin', 'Ô trop heureux mensonge. (Haut.) Ah ! seigneur grand merci.')","('#frontin', 'Ô trop heureux mensonge ! Ah ! seigneur, grand merci. Haut.')",0.9480587840080261
"('#zamire', ""Que vais-je devenir ! Le cruel me délaisse. Est-ce donc là le prix de tout ma tendresse. Je lui sauvai la vie, il m'arrache le jour. Ne crois point m'échapper, infidèle Valcour, Je te suivrai partout et même en ta patrie, Aux Français étonnés contant ta perfidie Je leur inspirerai ce mépris, cet effroi, Cette horreur que fait naître un monstre tel que toi."")","('#zamire', ""Que vais-je devenir ! le cruel me délaisse, Est-ce donc là le prix de toute ma tendresse ! Je lui sauvai la vie, il m'arrache le jour. Ne crois pas m'échapper, infidèle Valcour, Je te suivrai partout, et même en ta patrie. Aux Français étonnés, contant ta perfidie, Je leur inspirerai ce mépris, cet effroi, Cette horreur que fait naître un monstre tel que toi."")",0.99100661277771
"('#le-sauvage', ""Laisse ces vains projets et songe à la vengeance. D'un rival que je hais, d'un ingrat qui t'offense, Ce bras avec plaisir ira percer le coeur. Je vole dans son camp guidé par ma fureur, Et rapporte à tes pieds sa dépouille sanglante."")","('#le-sauvage', ""Laisse ces vains projets et songe à la vengeance. D'un rival que je hais, d'un ingrat qui t'offense, Ce bras avec plaisir ira percer le coeur. Je vole dans son camp guidé par ma fureur, Et bientôt à tes pieds sa dépouille sanglante..."")",0.9882176518440247
"('#zamire', ""Arrête, qu'as-tu dit !"")","('#zamire', ""Arrête, qu'as-tu dit ?"")",0.8870965242385864
"('#le-sauvage', ""Ma rage impatiente  Brûle d'avoir puni ce farouche étranger. Adieu."")","('#le-sauvage', ""Ma rage impatiente Brûle d'avoir puni ce farouche étranger. Adieu."")",1.0000001192092896
"('#zamire', ""Demeure, Ciel ! quoi ! tu cours l'égorger ?"")","('#zamire', ""Demeure. Ciel ! quoi ! tu cours l'égorger ?"")",0.9889474511146545
"('#le-sauvage', 'Quel sentiment pour lui peut te parler encore.')","('#le-sauvage', 'Quel sentiment pour lui peut te parler encore ?')",0.8469874262809753
"('#zamire', ""Malgré sa perfidie apprends que je l'adore. Il peut vouloir ma mort, je peux le pardonner. Mais bientôt le remord va me le ramener. Que dis-je ? en cet instant nous l'accusons peut-être. Non, mon coeur me le dit, Valcour n'est point un traître.  On ne feint pas l'amour, il m'aime, il reviendra."")","('#zamire', ""Malgré sa perfidie, apprends que je l'adore. Il peut vouloir ma mort, je peux le pardonner. Mais bientôt le remords va me le ramener. Que dis-je ? En cet instant nous l'accusons peut-être ; Non, mon coeur me le dit, Valcour n'est point un traître, On ne feint pas l'amour, il m'aime, il reviendra."")",0.985539436340332
"('#le-sauvage', ""Tu l'excuses en vain. Je l'abhorre, il mourra."")","('#le-sauvage', ""Tu l'excuses en vain : je l'abhorre, il mourra."")",0.9811437726020813
"('#zamire', ""Qui t'a remis, cruel, le soin de ma vengeance. Penses-tu me servir ? Je te le dis d'avance, Si ta haine te porte à répandre son sang, Ta main du même coup déchirera mon flanc. Valcour fait mon destin, s'il perdait la lumière Tout finirait pour moi dans la nature entière. Quels que soient ses forfaits, qu'il vive je le veux. Et si loin de Zamire il pouvait être heureux, Sans doute en l'apprenant je serais moins à plaindre. Ses malheurs sont les seuls qui pour moi soient à craindre. Et s'il me laisse enfin en proie à mes douleurs,  Je puis trouver encore un charme dans mes pleurs."")","('#zamire', ""Qui t'a remis, cruel, le soin de ma vengeance ? Penses-tu me servir ? Quelle est ton espérance ? Si ta haine te porte à répandre son sang, Ta main du même coup déchirera mon flanc. Valcour fait mon destin. S'il perdait la lumière, Tout finirait pour moi dans la nature entière, Quels que soient ses forfaits, qu'il vive ! je le veux. Eh ! - Si loin de Zamire, il pouvait être heureux, Sans doute en l'apprenant, je serais moins à plaindre. Ses malheurs sont les seuls qui pour moi soient à craindre. Et s'il me laisse enfin en proie à mes douleurs, Je puis trouver encore un charme dans mes pleurs."")",0.9672825932502747
"('#le-sauvage', ""Ce funeste étranger qu'ici l'on me préfère... Apprends-moi par quel art il parvint à te plaire. Quels sont donc les périls qu'il a courus pour toi ? Est-il plus généreux, ou plus vaillant que moi ? Sait-il donc mieux aimer ?... Mais non, je l'en défie, Je te sacrifierais et ma gloire et ma vie. Il n'est rien que pour toi que je n'osasse tenter. Mais il est des affronts que ne peut supporter Ce coeur fier et jaloux qui, plein d'impatience, Ne désire, ne voit, n'attend que la vengeance. Le sort en est jeté, c'en est fait et Valcour Tombera sous mes coups ou m'ôtera le jour."")","('#le-sauvage', ""Ce funeste étranger qu'ici l'on me préfère. Apprends-moi par quel art il parvint à te plaire ? Quels sont donc les périls qu'il a courus pour toi, Est-il plus généreux ou plus vaillant que moi ? Sait-il donc mieux aimer ? - Mais, non, je l'en défie, Je te sacrifierais et ma gloire et ma vie, Il n'est rien que pour toi je n'osasse tenter ; Mais il est des affronts que ne peut supporter Ce coeur fier et jaloux qui plein d'impatience Ne désire, ne voit, n'attend que la vengeance ! Le sort en est jeté, c'en est fait, et Valcour Tombera sous mes coups ou m'ôtera le jour."")",0.9892622232437134
