,corneillet-inconnu,dancourt-inconnu,Cost,Operation Type
531,"('#le-comedien', 'Avec des paravents.  Un moment suffira pour dresser un théâtre. ')","('#le-comedien', 'Un moment suffira pour dresser un Théâtre. ')",0.0,Match
532,"('#olimpe', ""La Comédie enchante, et j'en suis idolâtre. "")","('#olimpe', ""La Comédie enchante, et j'en suis idolâtre. "")",0.0,Match
533,"('#le-vicomte', ""J'en voudrais retrancher ces grandes Passions.  On y pleure, et je hais les Lamentations. "")","('#le-vicomte', ""J'en voudrais retrancher ces grandes passions,  On y pleure, et je hais les lamentations… "")",0.0,Match
534,"('#olimpe', 'Vous êtes gai. ')","('#olimpe', 'Vous êtes gai. ')",0.0,Match
535,"('#le-comedien', 'Jamais aucun chagrin en tête,  Je ris toujours. ')","('#le-vicomte', 'Jamais aucun chagrin en tête,  Je ris toujours. ')",0.0,Match
536,"('#le-comedien', ""Tandis que la troupe s'apprête,  Nous avons parmi nous des voix dont on fait cas.  Vous plaît-il les ouïr ? "")","('#le-comedien', ""Tandis que la Troupe s'apprête,  Nous avons parmi nous des voix dont on fait cas,  Vous plaît-il les ouïr ? "")",0.0,Match
537,"('#la-comtesse', 'Qui ne le voudrait pas ? ')","('#la-comtesse', 'Qui ne le voudrait pas ? ')",0.0,Match
538,"('#le-vicomte', ""Ce début de chanteurs servira de prologue.  Le comédien aux acteurs musiciens.  Avancez, vous allez entendre un Dialogue,  Dont j'ai vu jusqu'ici tout le monde charmé. "")","('#le-vicomte', 'Ce début de chanteurs servira de prologue. ')",0.0,Match
539,"('#le-vicomte', 'Voyons ce Dialogue. ')","('#la-comtesse', ""Avancez. Vous allez entendre un Dialogue,  Dont j'ai vu jusqu'ici tout le monde charmé. "")",0.0,Match
540,,"('#le-vicomte', 'Voyons ce Dialogue. ')",1.0,Deletion
541,"('#le-comedien', 'Il est fort estimé. ')","('#le-comedien', 'Il est fort estimé. ')",0.0,Match
542,"('#alcidon', ""Quoi, vous aimez ailleurs ? Vous pouvez me haïr ?  À des ordres cruels vous voulez obéir,  Et sans pitié de l'ennui qui me presse,  Vous oubliez cette tendresse  Que vous m'avez juré de ne jamais trahir ?  Vous gardez le silence ? Ah, c'est assez me dire.  Ma mort est résolue. Et bien, il faut vouloir  Ce que votre rigueur désire.  C'en est fait, je me meurs, j'expire,  Goûtez le plaisir de le voir. "")","('#aminte', ""Berger, vous savez le mystère  Que je brûle de découvrir.  Un Inconnu cherche à me plaire ;  Des feux cachés ne peuvent m'attendrir ;  Ou qu'il cesse de se taire,  Ou qu'il songe à se guérir. "")",0.38,Substitution
543,"('#aminte', ""De grâce, modérez vos plaintes.  Je n'ai pas moins d'amour que vous,  Et la même douleur dont vous sentez les coups,  Porte sur moi les plus vives atteintes.  Elle m'abat, elle m'ôte la voix,  Et ne peut rien sur ma tendresse. "")","('#alcidon', ""Vous aimez à voir souffrir,  Il n'est point de Bergère  Plus cruelle et plus fière.  Qu'à vos yeux l'Inconnu s'ose offrir,  Vous le trouverez téméraire,  Et vous le laisserez mourir. "")",0.56,Substitution
544,"('#alcidon', ""Quoi, toujours dans mon sort l'amour vous intéresse ? "")","('#aminte', ""Ou qu'il cesse de se taire,  Ou qu'il songe à se guérir. "")",1.9,Substitution
545,"('#aminte', ""Vous avez mérité mon choix,  Et si c'est le seul bien qui toucha votre envie,  Rien ne vous devrait alarmer.  Quand on a commencé d'aimer,  N'aime-t-on pas toute sa vie ? "")","('#alcidon', ""L'Amour est un Dieu charmant,  Qui pour plaire n'a qu'à paraître ;  Mais il s'offre à vous vainement,  Dans votre coeur sa flamme ne peut naître,  Si sous un long déguisement  Un Inconnu cherche à s'en rendre maître.  Pourquoi chercher à connaître l'Amant,  Quand l'Amour est un Dieu qu'on ne veut pas connaître ? "")",0.47,Substitution
546,"('#alcidon', 'Ah, puisque toujours votre coeur  Est le prix du beau feu qui règne dans mon âme,  Tout doit céder à mon bonheur. ')","('#aminte', ""Pour un invisible  Quel coeur est sensible ?  Il soupire inutilement.  Pour un invisible  Quel coeur est sensible ?  Prend-on de l'amour sans connaître l'amant ? "")",0.38,Substitution
547,"('#aminte', 'Vous avez douté de ma flamme. ')",,1.0,Insertion
548,"('#alcidon', ""Hélas ! M'en pouvez-vous blâmer ? "")",,1.0,Insertion
549,"('#aminte', 'Ma foi vous répondait de mon amour extrême, ')","('#alcidon', ""D'un doux sourire,  D'un tendre espoir  Flattez son martyre,  Vous allez voir  Qu'il brûle de dire  Ce secret qu'il fait tant valoir. "")",0.5,Substitution
550,"('#alcidon', ""Qui ne craint point de perdre ce qu'il aime,  Sait peu ce que c'est que d'aimer. "")",,1.0,Insertion
551,"('#alcidon #aminte', ""Aimons-nous à jamais, aimons ; et si l'envie  Qui s'oppose à des feux si doux,  Nous condamne à perdre la vie,  Mourons en disant, aimons-nous. "")","('#aminte', ""Ah ! S'il brûle de m'en instruire,  Adieu, Berger, adieu, je n'en veux rien savoir.  Fin du Dialogue."")",1.17,Substitution
552,"('#la-comtesse', ""Il n'est guère de voix plus douces, ni plus nettes. "")","('#olimpe', ""Madame, après cela que l'Inconnu hasarde  De se faire connaître. "")",1.57,Substitution
553,"('#le-vicomte', ""D'accord ; mais quant à moi, vivent les Chansonnettes  Aux airs trop sérieux, je prends peu de plaisir. "")","('#le-vicomte', ""Oh, vraiment, il n'a garde,  Mais aux airs sérieux, je prends peu de plaisir. "")",0.43,Substitution
554,"('#le-comedien', ""Ils en savent de gais, vous n'avez qu'à choisir. "")","('#le-comedien', ""Ils en savent de gais, vous n'avez qu'à choisir. "")",0.0,Match
555,"('#le-vicomte', ""Allons. Voyons un peu comme ce geai s'entonne ;  Notre jeune Mourante a la mine friponne.  Çà, point de tons dolents, je ne les puis souffrir ;  Surtout plus de mourrons, j'en ai pensé mourir.  Quand l'Amour nous attire,  Les maux sont dangereux  Qu'on souffre en son empire ;  Mais si l'on en soupire,  Un seul moment heureux  Répare le martyre  Des coeurs bien amoureux.  Il est des inhumaines  Qui d'un coeur enflammé  Laissent durer les peines.  Ce sont de rudes gênes ;  Mais d'un Amant aimé  Plus on serre les chaînes,  Plus il en est charmé.  CHANSON"")","('#madeloiselle-salle', ""Profitons des plaisirs  Que l'Amour nous présente.  De ses tendres désirs  Il n'est point d'âme exempte. La moins diligente  Perd le meilleur temps ;  Et telle est prude à quinze ans,  Qui devient coquette à trente. "")",0.0,Match
556,,"('#monsieur-salle', ""On ne saurait être heureux,  Si l'on n'a pas l'art de plaire,  Si l'on n'est pas amoureux,  On ne saurait être heureux,  Sans amour on ne plaît guère.  On ne saurait être heureux,  Si l'on n'a pas l'art de plaire,  L'on ne saurait être heureux,  Si l'on n'est pas amoureux, "")",1.0,Deletion
557,"('#le-vicomte', 'Voilà mon amitié. ')","('#le-vicomte', 'Morbleu que je le suis ! ')",0.97,Substitution
558,"('#olimpe', ""La chanson est jolie.  Mais en chantant toujours, le Théâtre s'oublie. "")","('#olimpe', ""La Chanson est jolie :  Mais en chantant toujours le Théâtre s'oublie. "")",0.0,Match
559,"('#le-comedien', ""J'en aurai soin. "")","('#le-comedien', ""J'en aurai soin. "")",0.0,Match
560,"('#le-vicomte', ""Allons-y faire travailler,  Et leur choisir un lieu commode à s'habiller. "")","('#le-vicomte', ""Allons-y faire travailler,  Et leur choisir un lieu commode à s'habiller.  Fin du Divertissement du quatrième Acte."")",0.0,Match
561,"('#olimpe', ""Si j'ai de l'Inconnu vanté l'amour extrême,  Vous n'en devez, Marquis, accuser que vous-même.  Je ne l'aurais pas fait, si vous ne m'aviez dit  Que cet amour n'a rien qui vous gêne l'esprit,  Et que las d'étaler une vaine tendresse,  Vous lui verriez sans peine épouser la Comtesse. "")",,1.0,Insertion
562,"('#le-marquis', ""Madame, je l'ai dit, et ne m'en dédis pas.  Leur union pour moi ne peut manquer d'appas.  Je trouve en cet hymen tout ce que je souhaite ;  Mais pour m'en rendre encor la douceur plus parfaite,  J'ose vous demander une grâce. "")",,1.0,Insertion
563,"('#olimpe', 'Parlez.  Je veux dès ce moment tout ce que vous voulez. ')",,1.0,Insertion
564,"('#le-marquis', ""Vous servez l'Inconnu ; promettez-moi, Madame,  Qu'après que la Comtesse aura payé sa flamme,  Vous prendrez un époux de ma main. "")",,1.0,Insertion
565,"('#olimpe', ""Doutez-vous  Que je n'en fasse pas mon bonheur le plus doux ? "")","('#le-vicomte', 'Madame. ')",1.07,Substitution
566,"('#le-marquis', 'Je crains, quand vous saurez... ')","('#la-comtesse', 'Quoi, déjà de retour ? ')",1.81,Substitution
567,"('#olimpe', ""Cette crainte est frivole.  Fiez-vous à moi, je vous tiendrai parole,  Et pour pouvoir plutôt répondre à vos désirs,  L'Inconnu n'a que trop poussé de vains soupirs.  Je veux que dès demain la Comtesse le voie. "")","('#le-vicomte', 'Ah ma foi  Nous allons bien ici nous divertir. ')",1.49,Substitution
568,"('#le-marquis', ""Mais par où l'informer... "")","('#la-comtesse', 'De quoi ? ')",1.37,Substitution
569,"('#olimpe', ""J'en trouverai la voie.  Il n'est pas difficile ; et si j'en juge bien,  Le Comus de tantôt fait le Comédien. À la taille, à la voix, j'ai cru le reconnaître.  Je prétends lui donner un billet pour son maître,  Qui lui fera savoir, que galant, amoureux,  Il n'a qu'à se montrer, pour devenir heureux. "")","('#le-vicomte', ""Hé ! Cela vaudrait mieux que votre Comédie,  Pour moi je n'ai rien vu de plus gai de ma vie,  Et vous en ferez cas sans doute à votre tour.  J'ai pris, en vous quittant, mon chemin par le bourg,  À dessein d'obliger notre troupe obstinée,  À nous tenir ce soir la parole donnée :  Mais à peine ai-je fait vingt pas, que j'ai trouvé  De quoi recevoir tous un plaisir achevé.  Une noce morbleu ; mais noce de village,  Plaisante au dernier point par chaque personnage ;  Et j'ai si bien prêché, qu'elle vient sur mes pas.  Que vous rirez voyant ce grotesque fracas ! "")",0.0,Match
570,"('#le-marquis', ""Mais si de son Portrait la Comtesse éblouie  Se plaint, en le voyant, d'avoir été trahie ?  Car vous aurez plus dit... "")",,1.0,Insertion
571,"('#olimpe', ""Il est vrai, j'ai voulu  Fixer en sa faveur son coeur irrésolu ;  Mais un Homme galant remplit toujours sans peine  L'attente qu'en fait naître une estime incertaine,  Et la Comtesse en lui... "")",,1.0,Insertion
572,"('#le-marquis', 'Parlons sans le flatter.  Lui trouvez-vous assez de quoi la mériter ?  Est-ce un homme si rare, et pour qui la Nature... ')","('#la-montagne', 'Il est de notre cru, nous y ferons figure. ')",1.28,Substitution
573,"('#olimpe', ""Ne m'en demandez point une exacte peinture.  Il suffit que dans peu le succès fera foi  Que vous avez sujet d'être content de moi. "")",,1.0,Insertion
574,"('#le-marquis', 'Je le connais, Madame, et ne puis trop vous dire... ')",,1.0,Insertion
575,"('#olimpe', ""Vous savez quel billet j'ai résolu d'écrire.  Avant la Comédie, il est bon qu'il soit prêt.  Quittons-nous un moment. "")",,1.0,Insertion
576,"('#le-marquis', ""Je veux ce qu'il vous plaît. "")",,1.0,Insertion
577,"('#virgine', ""Olimpe s'abusant, vous en êtes coupable. "")",,1.0,Insertion
578,"('#le-marquis', ""Mais je ne lui dis rien qui ne soit véritable.  Vois ce qu'à l'Inconnu, pour hâter son espoir,  Par nos Comédiens elle faisait savoir.  POUR LE GALANT INCONNU.  Vos manières pour notre aimable Comtesse sont si engageantes, que je n'ai pu me défendre d'entrer dans vos intérêts.  J'ai feint que je vous avais rencontré dans le Bois, où vous m'aviez fort exagéré la passion que vous avez pour elle, et j'en ai pris occasion de faire de vous une peinture qui ne vous a pas nui dans son coeur.  Il est à vous si vous vous hâtez de le venir demander.  Profitez de l'avis que je vous donne.  Il m'est important que vous ne différiez point davantage à vous découvrir, et vous devez peut-être assez au soin que je prends de faire réussir votre amour, pour faire au plutôt ce que je souhaite. "")","('#le-vicomte', ""Ah morbleu, que ne puis-je en faire la peinture !  Vous en ririez d'avance, et diriez comme moi,  Que tout cet attirail est un plaisir de Roi.  Entre autres l'on y voit, outre la mariée,  Qui suit en bel arroi la troupe conviée,  Un ramas d'animaux, qui des plus sottes gens  En différente espèce offre le passe-temps.  Un Suisse, un vieux bourgeois, des clercs, des villageoises,  Des grisettes, un page, et de riches Bourgeoises,  Et deux badauds, dont l'un est aussi sot, et plus,  Que ne fut en son temps Thomas Diafoirus.  Ah, qu'en guerre un parti ferait là de ravages !  Ma foi les beaux habits resteraient pour les gages. "")",0.04,Substitution
579,"('#virgine', ""C'est là contre soi-même employer son adresse. "")",,1.0,Insertion
580,"('#le-marquis', ""Je l'en plains ; mais dis-moi, que pense la Comtesse ? "")","('#la-comtesse', ""L'assemblée est risible, et c'est un raccourci… "")",1.32,Substitution
581,"('#virgine', ""Tout ce qu'on peut penser dans un dépit jaloux.  Elle en a mieux senti l'amour qu'elle a pour vous,  Et quoi qu'elle déguise en quel trouble la jette  L'ardeur que vous montrez de la voir satisfaite,  Elle ne peut souffrir le feint détachement  Qui semble la céder aux voeux d'un autre Amant.  Ainsi ne doutez point que vous montrant pour elle,  Contre son espérance, et galant, et fidèle,  Elle n'accorde enfin à de si tendres feux,  Le doux consentement qui vous doit rendre heureux. "")",,1.0,Insertion
582,"('#le-marquis', ""L'ordre est déjà donné pour me faire connaître ;  Après ce qu'on a su, je dois enfin paraître.  Malgré moi dans le Bois on irait rechercher  Des vérités qu'en vain je prétendrais cacher.  On sait par le Vicomte où la Tente est dressée. "")","('#le-vicomte', ""Vous en aurez la vue en demeurant ici.  Si par quelque accident la noce n'est troublée,  J'ai fait de cet endroit le lieu de l'assemblée. "")",0.68,Substitution
583,"('#virgine', 'Et notre Chevalier ? ')","('#olimpe', 'Ah, Madame, voyons. ')",1.28,Substitution
584,"('#le-marquis', ""Sa colère est passée.  L'amour par l'espérance est bientôt adouci. "")",,1.0,Insertion
585,"('#virgine', ""Il a pu voir pourtant qu'Olimpe... "")",,1.0,Insertion
586,"('#le-marquis', 'La voici.  Laisse-nous un moment. ')","('#la-comtesse', 'Hé bien voyons. ')",0.9,Substitution
587,"('#olimpe', ""Ma joie est sans seconde,  Marquis, et grâce au Ciel tout va le mieux du monde Notre Comédien, comme je l'avais cru  S'est trouvé l'un de ceux qui servent l'Inconnu.  Il a pris mon Billet, et l'envoie à son Maître,  Sûr, dit-il, que demain il se fera connaître. "")","('#le-marquis', 'Comment ?  Parlez-vous tout de bon, Madame ? ')",1.71,Substitution
588,"('#le-marquis', ""Le terme n'est pas long. "")","('#la-comtesse', 'Assurément. ')",1.59,Substitution
589,"('#olimpe', ""Pour moi, j'ai supposé  Qu'il a suivi la Troupe en habit déguisé.  L'entreprise pour lui ne serait pas frivole. "")","('#le-marquis', 'La cohue, une noce aurait de quoi vous plaire ? ')",1.42,Substitution
590,"('#le-marquis', 'Si dans la Comédie il avait pris un Rôle ?  Mais vous en connaissez son visage ? ')",,1.0,Insertion
591,"('#olimpe', ""Il ne faut  Qu'un léger changement pour me mettre en défaut. "")",,1.0,Insertion
592,"('#le-marquis', ""Qu'il vienne, c'est à lui de se tirer d'affaire. "")",,1.0,Insertion
593,"('#olimpe', ""Je ne parlerai point, et le laisserai faire.  Mais s'il est bien reçu, vous empêcherez-vous,  Quoi que vous m'ayez dit, d'en paraître jaloux ? "")",,1.0,Insertion
594,"('#le-marquis', 'Madame... ')","('#la-comtesse', 'Oui. ')",0.0,Match
595,"('#olimpe', ""Il ne vous faut que deux mots de tendresse,  Pour faire de nouveau balancer la Comtesse ;  J'en crains dans votre coeur le dangereux retour. "")","('#le-marquis', ""Vous n'y songez pas. "")",1.99,Substitution
596,"('#le-marquis', ""Non, si de l'Inconnu je traverse l'amour,  Me punisse le Ciel ; mais j'ai bien lieu de craindre  Que de moi son bonheur ne vous porte à vous plaindre,  Et qu'après son hymen vous n'accusiez ma foi... "")","('#la-comtesse', 'Non ? À votre ordinaire  Vous êtes complaisant. ')",1.03,Substitution
597,"('#olimpe', 'Répondez-moi de vous, je vous réponds de moi.  Mais la Comtesse vient. ')","('#le-marquis', ""Je ne m'oppose à rien ;  Mais tant de sottes gens vous ennuieront. "")",1.58,Substitution
598,"('#le-vicomte', 'Si mon coeur... ')",,1.0,Insertion
599,"('#la-comtesse', ""Je vous prie,  Point d'amour aujourd'hui, voyons la comédie.  Sont-ils prêts à jouer ? "")","('#la-comtesse', ""Hé bien,  Je veux me divertir à m'ennuyer. "")",1.36,Substitution
600,"('#le-chevalier', ""Ils repassent leurs Vers ;  S'ils n'ont un peu de temps, tout ira de travers. "")",,1.0,Insertion
601,"('#le-vicomte', ""Avant que de les voir, si vous m'en voulez croire,  Nous souperons ; je sais quelques Chansons à boire,  Où le verre à la main, je vaux mon pesant d'or,  Dieu me damne. Après tout, la joie est un trésor.  J'en fais provision en quelque lieu que j'aille. "")",,1.0,Insertion
602,"('#le-marquis', ""C'est bien fait. "")",,1.0,Insertion
603,"('#le-vicomte', 'Vous ferez, Chorus, vaille que vaille,  Je donnerai je ton. ')","('#olimpe', 'Courage,  Tenez ferme. ')",1.44,Substitution
604,"('#la-comtesse', 'Quelle cervelle ! ')","('#le-vicomte', ""Faut-il consulter davantage ?  Vous diriez qu'il s'agit de donner un assaut. "")",1.21,Substitution
605,,"('#la-comtesse', ""C'est que le Marquis sait… "")",1.0,Deletion
606,"('#la-comtesse', ""Et bien ?  Avance-t-on ? Vos Gens n'ont-ils besoin de rien ? "")","('#le-marquis', ""Je sais ce qu'il vous faut. "")",1.58,Substitution
607,"('#le-comedien', ""Je viens demander grâce encor pour nos actrices.  Leurs Coiffures toujours sont pour moi des supplices,  Jamais elles n'ont fait ; j'en suis au désespoir. "")",,1.0,Insertion
608,"('#la-comtesse', ""Laissons-leur tout le temps qu'elles voudront avoir. "")","('#la-comtesse', 'Mais enfin je le veux. ')",0.96,Substitution
609,,"('#le-marquis', ""Je n'ai plus rien à dire. "")",1.0,Deletion
610,"('#le-chevalier', 'Vous aurez bien choisi ? La pièce... ')",,1.0,Insertion
611,"('#le-comedien', 'Sera bonne. ')",,1.0,Insertion
612,"('#le-vicomte', ""Qui l'a faite ? "")",,1.0,Insertion
613,"('#le-comedien', ""Jamais nous ne nommons personne.  Nous voulons, si l'ouvrage a quelque approbateur,  Qu'il l'ait pour son mérite, et non point pour l'auteur.  Par là point de cabale ; on condamne, on approuve,  Selon, ou le mauvais, ou le bon qui s'y trouve.  Quelquefois à Paris telle Pièce fait bruit,  Dont l'éclat en province aussitôt se détruit. "")","('#le-vicomte', ""Voici toute la bande, apprêtez-vous à rire.  La noce entre. La Comtesse, le Marquis, etc. s'assoient sur un banc à un côté du Théâtre ; et pendant que les violons jouent la Marche, tous les gens de la noce, deux à deux, font la révérence à la Comtesse en passant devant elle, et se vont ranger au fond du théâtre. "")",0.86,Substitution
614,"('#la-comtesse', 'Il peut avoir raison. ')",,1.0,Insertion
615,"('#le-vicomte', ""Bon, est-ce qu'en province  On a le sens commun ? Ce sont gens d'esprit mince. "")",,1.0,Insertion
616,"('#le-comedien', ""À dire leurs avis s'ils sont trop ingénus,  Leurs suffrages du moins ne sont point retenus.  Point d'extases chez eux pour une bagatelle. "")",,1.0,Insertion
617,"('#le-vicomte', ""La pièce d'aujourd'hui comment se nomme-t-elle ? "")","('#virginie', 'Ah, que la mariée est drôle ! ')",1.43,Substitution
618,"('#le-comedien', '""L\'Inconnu.""')","('#le-vicomte', ""Dame, c'est  La perle du pays. "")",1.73,Substitution
619,"('#la-comtesse', ""L'Inconnu ! "")",,1.0,Insertion
620,"('#le-vicomte', ""Si c'était le Grosset,  Madame ? "")","('#olimpe', ""Et ce pauvre benêt  Que je vois auprès d'elle, est-ce l'époux ? "")",0.86,Substitution
621,"('#le-comedien', ""C'est Psyché, grand et pompeux sujet. "")","('#le-vicomte', ""Lui-même.  Sa figure allongée est d'un vrai Nicodème. "")",0.8,Substitution
622,"('#le-vicomte', ""Tant pis, le sérieux en moins de rien m'ennuie.  Et n'y joindrez-vous point quelque Crispinerie ?  J'aime tous les Crispins. "")",,1.0,Insertion
623,"('#le-comedien', 'Vous en aurez le choix. ')",,1.0,Insertion
624,"('#le-vicomte', ""J'ai vu le médecin, je crois, plus de cent fois.  Ce pendu qu'on étale sur la table, il m'enchante. "")",,1.0,Insertion
625,"('#le-marquis', ""C'est avecque justice. "")",,1.0,Insertion
626,"('#le-vicomte', 'Et cet autre qui chante,  Fa, sol fa, sol fa, ré, mi, fa,  Quand il entonne ainsi son ré, mi ; fa, je ris...')",,1.0,Insertion
627,"('#la-comtesse', 'Vraiment. ')","('#olimpe', 'Ah ! ')",0.0,Match
628,,"('#le-vicomte', ""Savez-vous à quoi je le trouverais bon ?  À faire de sa tête un boulet de canon.  Qu'il ferait beau la voir rebondir en l'air ! "")",1.0,Deletion
629,"('#olimpe', 'Il a toujours ses endroits favoris. ')",,1.0,Insertion
630,"('#le-comedien', ""Pour ne point perdre temps, voulez-vous que je fasse  Mettre ici le théâtre, où j'ai marqué sa place. "")","('#le-marquis', 'Je gage  Que vous vous ennuyez. ')",1.18,Substitution
631,,"('#la-comtesse', 'Vous ne seriez pas sage,  De hasarder beaucoup, vous perdriez. ')",1.0,Deletion
632,"('#la-comtesse', ""On dit qu'il est joli, voyons. "")","('#le-marquis', 'Vos yeux  Font voir… ')",1.5,Substitution
633,"('#le-comedien', ""Notre chanteur  A quelque scène à faire avant que d'être acteur,  Vous la pourrez entendre, elle est prête. Allons vite.  Ouvrez, et que chacun de son emploi s'acquitte.  Ils prennent tous place, et ils ne sont pas plutôt assis, qu'on fait rouler vers eux un Théâtre dont le devant est orné d'un fort beau tapis où pend une très riche campane. Ce théâtre représente une chambre. Au-devant des deux premiers pilastres qui sont de chaque côté, il y a deux guéridons faits en Maures, portant chacun une girandole. Au-dessus de la corniche de ces pilastres qui sont fort enrichis, on voit deux corbeilles de fleurs. La frise qui règne sur la façade, représente deux grandes Consoles d'or, avec des festons de fleurs qui ceignent le fronton ; et entre les deux consoles il y a un Rond orné d'une Bordure dorée, dans lequel on voit une médaille. La suite de la chambre est enrichie d'arcades, de pilastres, de panneaux remplis d'ornements différents, de coloris, de festons de fleurs, de porcelaines, de vases d'or, d'argent et de lapis, et d'ovales percées à jour. Dans cinq arcades ou niches, qui sont d'azur rehaussé d'or, on voit cinq Statues toutes d'or, représentant des Amours ; et dans le fond de la chambre il y a encore deux guéridons comme les premiers, garnis pareillement de Girandoles. De fort riches ornements en embellissent le plafond ; il est percé en cinq endroits, d'où sortent cinq lustres. Plusieurs esclaves magnifiquement vêtus marchent au-devant de ce théâtre, et semble le conduire quand il s'avance. "")","('#la-comtesse', ""Qu'on aurait peine à se divertir mieux.  Voyons, à cela près, ce qui suit. "")",1.25,Substitution
634,"('#le-vicomte', ""L'invention est drôle. Un théâtre roulant ! "")","('#la-montagne', ""Ça morguenne,  Dansons de la gaillarde, et que l'on se démène. "")",1.23,Substitution
635,"('#la-comtesse', ""J'admire de le voir si propre, si galant. "")","('#pierrette', ""C'est parler de raison… Je vas pour commencer  Prendre un de ces Monsieux, et le faire danser.  Vous plaît-il…  En faisant la révérence au Marquis."")",1.4,Substitution
636,,"('#le-marquis', 'Non, jamais je ne danse. ')",1.0,Deletion
637,"('#le-chevalier', 'La décoration en est bien entendue. ')","('#gros-jean', ""Parrette,  Laisse-le là ; morgué ce n'est pas comme on traite."")",1.78,Substitution
638,"('#olimpe', 'Sans doute, elle a de quoi satisfaire la vue. ')","('#pierrette', ""Parce qu'il est tout d'or, il fait bien le Signeur :  Oh si je sommes pauvres, au moins j'ons de l'honneur,  Et je craignons rian. "")",1.32,Substitution
639,"('#le-vicomte', ""S'ils prenaient le Marais que la Roque a laissé,  Les troupes de Paris auraient le nez cassé. "")",,1.0,Insertion
640,"('#un-maure', ""Amour, à qui tout est possible,  Enflamme, anime tout ; et pour mieux faire voir  Qu'il n'est rien pour toi d'invincible,  Fais aimer cette insensible  Qui se rit de ton pouvoir...  L'amour punit les cruelles,  Aimez pour fuir son courroux.  En même temps quatre amours sortent de leurs niches, et dardent leurs flèches vers la Comtesse ; après quoi le même Maure chante ce refrain avec une femme Maure. "")","('#le-vicomte', ""Je vais prendre sa place,  C'est qu'il a du chagrin. Attendant qu'il se passe,  Voyons ce qu'à la danse un gentilhomme vaut.  Hé bien ! N'est-ce pas trémousser comme il faut ?  J'en fais partout de même. À vous la mariée.  Elle est jolie. Un air, la taille déliée.  Allons, courage, ferme, à la recharge, bon.  Voilà s'en acquitter de la belle façon,  Je l'aime ; elle a les yeux tournés d'une manière…  Après avoir dansé. Il redanse la même Bourrée."")",0.32,Substitution
641,,"('#la-mariee', 'Hé, Monsieur. ')",1.0,Deletion
642,"('#un-maure', ""Que pourrait servir aux Belles  D'avoir des charmes si doux,  S'ils n'étaient faits que pour elles ? "")","('#le-vicomte', ""Voulez-vous être ma vivandière,  Si je vais à l'armée ? Ah, morbleu, je prétends  Vous faire vivre en Reine, et bien passer le temps.  Qu'en dites-vous ? "")",0.75,Substitution
643,"('#un-maure #femme-maure', ""L'amour punit les cruelles,  Aimez pour fuir son courroux. "")","('#la-mariee', ""Oh rien ! Quand j'en serais bien aise,  Colin ne voudrait pas. "")",1.47,Substitution
644,"('#la-femme-maure', ""Soyez tendres et fidèles,  Il s'armera contre vous,  Si vous faites les rebelles. "")","('#le-vicomte', ""Ah ! Qu'il ne lui déplaise,  Serviteur à Colin. Hé ! Ne dans-t-il pas !  Monsieur Colin, allons ; debout et haut les bras.  À moins qu'un marié ne soit d'humeur gaillarde,  J'en dis fi. "")",1.15,Substitution
645,"('#un-maure #femme-maure', ""L'amour punit les Cruelles,  Aimez pour fuir son courroux. "")","('#gros-jean', 'Vas danser, Colin. ')",1.99,Substitution
646,"('#la-comtesse', ""On nous trompe ; et jamais comédiens qui passent  N'eurent cet appareil. "")","('#colin', ""Oh ! Je n'ai garde. "")",1.72,Substitution
647,"('#olimpe', 'Ceux-ci vous embarrassent ? ')","('#le-vicomte', 'Pourquoi ? ')",0.95,Substitution
648,"('#la-comtesse', ""Non, je découvre assez que tout est concerté.  La Fête finira par cette nouveauté.  Mais enfin les Acteurs que l'on nous fait connaître,  Comédiens, ou non, commencent à paraître.  Il faut les écouter. "")","('#colin', 'Je sis honteux devant les grandes gens,  Ils se gobargeriont. ')",1.48,Substitution
649,"('#le-vicomte', ""Soyons donc écoutants ;  Mais j'en tiens, s'il les faut écouter bien longtemps.  On joue les trois scènes suivantes sur le petit Théâtre."")","('#gros-jean', ""Tatigué, tu te rends  Honteux ! Les grandes gens sont tout comme je somme,  Bâtis de chair et d'os, et tu fais si bien comme…"")",1.16,Substitution
650,"('#zephire', ""Quoi, tout de bon, vous êtes en colère  D'un secret qui ne peut encor se révéler ? "")",,1.0,Insertion
651,"('#aglaure', ""Oui, c'est m'offenser, que se taire,  Quand je cherche à faire parler. "")","('#colin', ""S'il en faut débacler. Hé ! Va-t'en danser, toi.  Madame voudra bien. "")",1.6,Substitution
652,"('#zephire', ""Il n'est intention meilleure que la mienne.  Si vos désirs ne sont pas exaucés,  C'est qu'un ordre d'en haut... "")",,1.0,Insertion
653,"('#aglaure', ""Il n'est d'ordre qui tienne,  Je prie, et ce doit être assez. "")","('#dorimene', ""Ah ! S'il ne tient qu'à moi,  Volontiers. "")",1.08,Substitution
654,"('#zephire', ""Encor n'est-ce pas un grand crime  De vous cacher le nom de l'Amant de Psyché,  Quand vous voyez que l'amour qui l'anime  À chercher à lui plaire est sans cesse attaché.  Tout ce qui peut charmer les yeux et les oreilles,  Se prodigue pour elle en ces aimables lieux,  Et jamais... "")","('#gros-jean', ""Hé bian donc, pis que n'an m'y condamne,  Dansons. Brimbalez-nous queuque bonne Pavane.  Il danse."")",1.38,Substitution
