,dumaniant-francais-en-huronie,dumaniant-francais-en-huronie-1787,Cost,Operation Type
104,"('#frontin', ""La Fleur tu t'es trompé, pour moi je ne vois rien. S'il faut te l'avouer je ne suis point tranquille. Ah ! que j'aime bien mieux le séjour de la ville. Là dans une antichambre assis au coin du feu On attend le patron en s'amusant au jeu ; On caresse Lisette, on rit, on boit, on danse. Mais en ce sot séjour, ah ! quelle différence ! On n'y saurait trouver un minois gracieux. La mort de tous côtés s'y présente à vos yeux. On n'y voit que Hurons, Iroquois et leur clique, Qui n'ont jamais pitié que d'un Français étique, Qui d'un oeil en dessous lorgnent un garçon gras, Et pour l'escamoter le suivent pas à pas."")","('#frontin', ""La Fleur, tu t'es trompé, pour moi je ne vois rien. S'il faut te l'avouer, je ne suis point tranquille. Ah ! Que j'aime bien mieux le séjour de la ville. Là dans une antichambre assis au coin du feu, On attend le patron en s'amusant au jeu ; On caresse Lisette, on rit, on boit, on danse ; Mais dans ces tristes bois, ah ! quelle différence ! On y rencontre à peine un minois gracieux. La mort de tous côtés s'y présente à vos yeux. On voit que Hurons, Iroquois, et leur clique, Qui n'ont jamais pitié que d'un humain étique ; Qui d'un oeil en dessous lorgnent un garçon gras. Et pour l'escamoter le suivent pas à pas. Pour toi, de ce côté tu ne crains pas grand-chose, Tu n'as point comme moi ce teint couleur de rose, Cet air frais et vermeil, cet embonpoint charmant. "")",0.0,Match
105,"('#la-fleur', ""Pour toi, de ce côté, tu ne crains pas grand-chose. Tu n'as point comme moi ce teint couleur de rose, Cet air frais et vermeil, cet embonpoint charmant."")","('#la-fleur', ""Hélas ! pour mes péchés, je suis trop ragoutant. Je me passerais bien d'une santé si belle."")",1.37,Substitution
106,"('#frontin', ""Hélas ! pour mes péchés je suis trop ragoûtant. Je me passerais bien d'une santé si belle. Je voudrais être sec comme un[e] sauterelle ; Mais on est beau garçon, on a quelques appas... Il fait un mouvement de frayeur."")","('#frontin', ""Je voudrais être sec comme une sauterelle ; Mais on est beau garçon, on a quelques appas. En se retournant il aperçoit quelqu'un, et fait un grand mouvement de frayeur."")",0.0,Match
107,"('#la-fleur', ""Mais, Frontin, qu'as-tu donc ?"")","('#la-fleur', ""Mais Frontin, qu'as-tu donc ?"")",0.0,Match
108,"('#frontin', 'Comment tu ne vois pas ?')","('#frontin', 'Comment, tu ne vois pas ?')",0.0,Match
109,"('#la-fleur', 'De quoi ?')","('#la-fleur', 'Et quoi ?')",0.0,Match
110,"('#frontin', 'Regarde.')","('#frontin', 'Regarde !')",0.0,Match
111,"('#la-fleur', 'Qui ?')","('#la-fleur', 'Qui ?')",0.0,Match
112,"('#frontin', 'Vois-tu ce grand Sauvage ?')","('#frontin', 'Vois-tu ce grand Sauvage ?')",0.0,Match
113,"('#la-fleur', ""Il vient de ce côté, ranime ton courage, Bats-toi, moi je m'enfuis."")","('#la-fleur', ""Il vient de ce côté, ranime ton courage, Bats-toi, moi je m'enfuis."")",0.0,Match
114,"('#frontin', 'Ah ! je meurs de frayeur.')","('#frontin', 'Ah ! Je meurs de frayeur.')",0.0,Match
115,"('#la-fleur', ""Ah ! Frontin, je me sens enchaîné par la peur. Je ne peux m'en aller."")","('#la-fleur', ""Ah ! Frontin, je me sens enchaîné par la peur. Je ne peux m'en aller."")",0.0,Match
116,"('#frontin', 'Il traverse la plaine.')","('#frontin', 'Il traverse la plaine.')",0.0,Match
117,"('#la-fleur', 'Ciel ! Il court droit à nous. Huchons-nous sur ce chêne, Peut-être il passera sans regarder en haut.  Je ne saurais grimper, aide-moi donc.')","('#la-fleur', 'Ciel ! Il court droit à nous. Huchons-nous sur ce chêne, Peut-être il passera sans regarder en haut. Je ne saurais grimper, aide-moi donc.')",0.0,Match
118,"('#frontin', 'Nigaud Tu me feras pincer avec ta maladresse. Mets-toi dans un fossé, caches-toi ; le temps presse.')","('#frontin', 'Nigaud ! Tu me feras pincer avec ta maladresse. Mets-toi dans un fossé, cache-toi, le temps presse.')",0.0,Match
119,"('#la-fleur', ""Enfin m'y voilà donc."")","('#la-fleur', ""Enfin, m'y voilà donc."")",0.0,Match
120,"('#frontin', 'Il redouble le pas,  Sans doute il nous a vus.')","('#frontin', 'Il redouble le pas, Sans doute il nous a vus.')",0.0,Match
121,"('#la-fleur', ""Eh ! parles donc plus bas. Ton babil à présent n'est pas fort nécessaire."")","('#la-fleur', ""Eh ! Parle donc plus bas, Ton babil à présent n'est pas fort nécessaire."")",0.0,Match
122,"('#frontin', ""C'est Zamire, parbleu."")","('#frontin', ""C'est Zamire, parbleu !"")",0.0,Match
123,"('#la-fleur', 'Frontin, veux-tu te taire.')","('#la-fleur', 'Frontin, veux-tu te taire ?')",0.0,Match
124,"('#frontin', 'Que crains-tu ?')","('#frontin', 'Que crains-tu ? Montrons-nous !')",0.0,Match
125,"('#la-fleur', ""Que sait-on ? Le sexe dans ces lieux A pour les étrangers un tendre furieux. Les dame du pays sont beaucoup carnassières, Et j'appréhende tout de leurs sottes manières. Avant de nous montrer attendons quelque temps. Il pourrait bien venir quelqu'un de ses amants."")","('#la-fleur', ""Attendons quelque temps, Il pourrait bien venir quelqu'un de ses amans."")",0.34,Substitution
126,"('#zamire', ""Valcour, Valcour, ô ciel ! où pourrait-il donc être ? Eh bien ! voilà Zamire, accours, ose paraître. Dieu ! je ne le vois point, qu'est-il donc devenu ? J'éprouve un sentiment à mon âme inconnu. S'il pouvait m'oublier ? Valcour serait perfide ? Non... vole rassurer une amante timide. L'heure est déjà passée où j'aurais dû venir,  Chaque jour mon amant a su me prévenir ; Il me cherche peut-être ? Eh bien ! je vais l'attendre."")","('#zamire', ""Je ne vois point Valcour. Où pourrait-il donc être ? Eh bien ! voilà Zamire, accours, ose paraître ; Mais je le cherche en vain. Qu'est-il donc devenu ? J'éprouve un sentiment à mon âme inconnu. S'il pouvait m'oublier ? Valcour serait perfide ? Non... Vole rassurer une amante timide. L'heure est déjà passée où j'aurais dû venir. Chaque jour mon amant a su me prévenir ; Il me cherche peut-être : eh bien ! je vais l'attendre."")",0.0,Match
127,"('#frontin', 'Montrons-nous.')","('#frontin', 'Montrons-nous.')",0.0,Match
128,"('#la-fleur', 'Attends.')","('#la-fleur', 'Attends.')",0.0,Match
129,"('#zamire', ""Qu'est-ce ? et que viens-je d'entendre ? Serait-ce toi, Valcour ? Mais je n'entends plus rien.  Je me trompe : écoutons. Quel tourment est le mien ? Je ne sentis jamais émotion plus vive. On dit que des Français ont paru sur la rive. Quel odieux soupçon vient effrayer mon coeur. Il les aura rejoints, il trompait ma candeur. Cruel si dans l'Europe une amante outragée  D'un lâche séducteur ne se voit point vengée Et reste sans secours en proie à son chagrin ; Apprends qu'ici jamais on ne l'offense en vain. Ne crois point te soustraire aux regards de Zamire."")","('#zamire', ""Qu'est-ce ? et que viens-je d'entendre ? Serait-ce toi, Valcour ? Mais je n'entends plus rien. Je me trompe : écoutons... Quel tourment est le mien ? Je ne sentis jamais émotion plus vive. Des bataillons français ont paru sur la rive. Quel odieux soupçon vient effrayer mon coeur ! Il les aura rejoints, il trompait ma candeur. Cruel, si dans l'Europe une amante outragée D'un lâche séducteur ne se voit point vengée Et reste sans secours en proie à son chagrin ; Apprends qu'ici jamais on ne l'offense en vain. Ne crois point te soustraire aux regards de Zamire. "")",0.0,Match
130,"('#frontin', 'Oh ! sa douleur me peine et je vais tout lui dire. Zamire.')","('#frontin', 'Oh ! Sa douleur me peine et je vais tout lui dire. Zamire.')",0.0,Match
131,"('#zamire', 'Non, cruel.')","('#zamire', 'Non, cruel.')",0.0,Match
132,"('#frontin', 'Zamire, écoutez-moi. ')","('#frontin', 'Zamire, écoutez-moi.')",0.0,Match
133,"('#zamire', ""Qui vient de m'appeler ? Cher amant est-ce toi ? Viens, cours, vole, parais. Mais quelle erreur cruelle  Viens d'abuser mes sens. "")","('#zamire', ""Qui vient de m'appeler ! Cher amant, est-ce toi ? Viens, cours, vole, parais. Mais quelle erreur cruelle Vient d'abuser mes sens ?"")",0.0,Match
134,"('#frontin', 'Votre amant est fidèle,  Il vous aime toujours, et je suis son garant.')","('#frontin', 'Votre amant est fidèle, Il vous aime toujours et je suis son garant. ')",0.0,Match
135,"('#zamire', ""Qu'est-il devenu ? Dis ?"")","('#zamire', ""Qu'est-il devenu ? Dis ?"")",0.0,Match
136,"('#frontin', 'Écoutez un moment,  Je vais tout vous conter.')","('#frontin', 'Écoutez un moment. Je vais tout vous conter.')",0.0,Match
137,"('#zamire', ""Quelle crainte m'agite !"")","('#zamire', ""Quelle crainte m'agite ?"")",0.0,Match
138,"('#frontin', ""Comme nous attendions ici votre visite, Ainsi que vous pensez en discourant tous deux Fort amoureusement sur l'objet de ses feux.  Des Français tout d'un coup s'offrent à notre vue. À leur aspect j'ai cru que j'avais la berlue. M'étant frotté les yeux j'ai reconnu La Fleur."")","('#frontin', ""Comme nous attendions ici votre visite, Ainsi que vous pensez en discourant tous deux Fort amoureusement sur l'objet de ses feux, Des Français tout d'un coup s'offrent à notre vue. À leur aspect, j'ai cru que j'avais la berlue, M'étant frotté les yeux j'ai reconnu La Fleur."")",0.0,Match
139,"('#zamire', ""Qu'ont-ils fait ces Français dissipe ma frayeur. Les aurait-il suivis ? Tu crains de me le dire, Je vois tout mon malheur."")","('#zamire', ""Qu'ont-ils fait, ces Français ? Dissipe ma frayeur. Les aurait-il suivis ! Tu crains de me le dire. Je vois tout mon malheur."")",0.0,Match
140,"('#frontin', ""Rassurez-vous, Zamire. De perdre votre amant n'ayez aucun souci.  Il reviendra bientôt. Je l'attendais ici, Et pour pouvoir plus loin découvrir dans la plaine Nous avions tous les deux grimpé dessus ce chêne.  Il montre La Fleur qui est descendu de l'arbre."")","('#frontin', ""Rassurez-vous, Zamire, De perdre votre amant n'ayez aucun souci, Il reviendra bientôt. Je l'attendais ici. Et pour pouvoir plus loin découvrir dans la plaine, Nous avions tous les deux monté sur ce vieux chêne. Il montre La Fleur qui est aussi descendu."")",0.0,Match
141,"('#zamire', 'Affreux pressentiments que je ne peux bannir. ')","('#zamire', 'Affreux pressentiments que je ne peux bannir.')",0.0,Match
142,"('#frontin', ""Ne craignez rien, vous dis-je, il va bientôt venir,  Lorsqu'il quittait ces lieux pour lui si pleins de charmes, Que n'avez-vous pu voir sa douleur et ses larmes ! Il poussait des soupirs qui me perçaient le coeur. Ah ! Frontin ! m'a-t-il dit, peins-lui bien mon ardeur, Dis-lui... Tout ce qu'on dit quand d'un amour extrême On aime une personne encor plus que soi-même.  Mais il n'a pu mieux faire, arraché de ces lieux, Il courait dans les bras d'un oncle riche et vieux ; Mais pour voler bientôt aux genoux d'une amante."")","('#frontin', ""Ne craignez rien, vous dis-je, il va bientôt venir. Lorsqu'il quittait ces lieux, pour lui si pleins de charmes, Que n'avez-vous pu voir sa douleur et ses larmes ! Il poussait des soupirs qui me perçaient le coeur. Ah ! Frontin, m'a-t-il dit, peins-lui bien mon ardeur, Dis-lui... tout ce qu'on dit quand, d'un amour extrême, On aime une personne encor plus que soi-même ; Mais il s'est vu contraint à partir sans délais, Il va revoir un oncle et battre les Anglais ; Mais pour voler bientôt aux genoux d'une amante."")",0.0,Match
143,"('#zamire', ""Ah ! ne m'abuse point. Vaine et frivole attente. Tout me l'annonce hélas ! Je ne dois plus le voir."")","('#zamire', ""Ah ! ne m'abuse point. Vaine et frivole attente ! Tout me l'annonce, hélas ! Je ne dois plus le voir."")",0.0,Match
144,"('#frontin', ""Eh ! doit-on sur un rien ainsi perdre l'espoir ? Chassez cette frayeur, votre amant vous adore. Je suis sa caution. Faut-il plus faire encore ?  Faut-il pour rassurer votre coeur éperdu Hâter l'heureux instant qu'il vous fera rendu. Parlez, dites un mot. Je vais tout d'une haleine  Le chercher et soudain à vos pieds je l'amène. "")","('#frontin', ""Eh ! Doit-on sur un rien ainsi perdre l'espoir ! Chassez cette frayeur, votre amant vous adore. Je suis sa caution. Faut-il plus faire encore, Faut-il pour rassurer votre coeur éperdu, Hâter l'heureux instant qu'il vous sera rendu. Parlez, dites un mot. Je vais tout d'une haleine, Le chercher et soudain à vos pieds je l'amène."")",0.0,Match
145,"('#zamire', 'Ah ! tu me rends le jour.')","('#zamire', 'Ah ! tu me rends le jour.')",0.0,Match
146,"('#frontin', 'La Fleur tu me suivras  Tirons-nous de ce lieu. ')","('#frontin', 'La Fleur, tu me suivras, Tirons-nous de ce lieu.')",0.0,Match
147,"('#zamire', ""S'il ne revenait pas !"")","('#zamire', ""S'il ne revenait pas ?"")",0.0,Match
148,"('#frontin', 'Il viendra. Mais chassez la crainte qui vous glace. Tenez, je reviendrais plutôt prendre sa place.')","('#frontin', 'Il viendra ; mais chassez la crainte qui vous glace, Tenez, je reviendrais plutôt prendre sa place.')",0.0,Match
149,"('#zamire', ""Non, non, rien ne saurait dissiper mon effroi. Tout m'épouvante hélas ! Valcour est loin de moi. Le cruel, s'il m'aimait tout autant que je l'aime, Pourrait-il un instant causer ma peine extrême.  Il connaît bien Zamire, il sait bien que sans lui Mon coeur faible et craintif languit privé d'appui. Ah ! s'il m'abandonnait, y pourrais-je survivre ? Je ne vois plus Frontin. Ah ! j'aurais dû le suivre, Voler vers mon amant, l'entraîner en ces lieux,  Le toucher, le fléchir, ou mourir à ses yeux."")","('#zamire', ""Non, non, rien ne saurait dissiper mon effroi. Tout m'épouvante, hélas ! Valcour est loin de moi. Le cruel ! S'il m'aimait tout autant que je l'aime, Pourrait-il un instant causer ma peine extrême ? Il connaît bien Zamire, il sait bien que sans lui, Mon coeur faible et craintif languit privé d'appui. Ah ! S'il m'abandonnait, y pourrais-je survivre ? Je ne vois plus Frontin. Ah ! J'aurais dû le suivre, Voler vers mon amant, l'entraîner en ces lieux, Le toucher, le fléchir ou mourir à ses yeux."")",0.0,Match
150,"('#frontin', 'Au secours, au secours.')","('#frontin', 'Au secours, au secours !')",0.0,Match
151,"('#zamire', ""Ciel ! qu'entends-je ?"")","('#zamire', ""Ciel ! Qu'entends-je ?"")",0.0,Match
152,"('#frontin', ""Daignez me protéger, me défendre ou j'expire."")","('#frontin', ""Zamire ! Daignez me protéger, me défendre, ou j'expire."")",0.0,Match
153,"('#le-sauvage', ""Vas, tu cherches en vain un asile en ces lieux. Et je vais sans pitié t'immoler à ses yeux. "")","('#le-sauvage', ""Va, tu cherches en vain un asile en ces lieux, Et je vais sans pitié t'immoler à ses yeux."")",0.0,Match
154,"('#frontin', 'Daignez le retenir.')","('#frontin', 'Daignez le retenir.')",0.0,Match
155,"('#zamire', 'Parle, quel est son crime ?')","('#zamire', 'Parle ? Quel est son crime.')",0.0,Match
156,"('#le-sauvage', 'Ma haine, ton amour. Ma rage est légitime  Il va périr.')","('#le-sauvage', 'Ma haine, ton amour. Ma rage est légitime. Il va périr.')",0.0,Match
157,"('#frontin', ""Hélas ! très illustre Huron, Tremblant à vos genoux, je demande pardon.  Je n'eus jamais dessein de vous faire une injure. Acceptez mon argent, mes meubles, mon armure, Renvoyez-moi tout nu ; mais laissez-moi la peau. Ah ! je serais pour vous un très mauvais morceau,  Je suis trop maigre encor, je serais coriace. Priez pour moi, Zamire, obtenez-moi ma grâce."")","('#frontin', ""Hélas ! Très illustre Huron, Tremblant à vos genoux, je demande pardon. Je n'eus jamais dessein de vous faire une injure Acceptez mon argent, mes meubles, mon armure, Renvoyez-moi tout nu, mais laissez-moi la peau. Ah ! Je serais pour vous un trop mauvais morceau, Je suis trop maigre encor, je serais coriace.  Priez pour moi Zamire, obtenez-moi ma grâce."")",0.0,Match
158,"('#le-sauvage', ""Voilà donc ce Français qui l'emporte sur moi, Celui pour qui Zamire a dédaigné ma foi ?"")","('#le-sauvage', ""Voilà donc ce Français qui l'emporte sur moi, Celui pour qui Zamire a dédaigné ma foi ?"")",0.0,Match
159,"('#zamire', ""Ce n'est point mon amant."")","('#zamire', ""Ce n'est point mon amant."")",0.0,Match
160,"('#frontin', ""Non, le diable m'emporte. Je ne l'aimai jamais. C'est mon maître.  "")","('#frontin', ""Non, le diable m'emporte. Je ne l'aimai jamais. C'est mon maître..."")",0.0,Match
161,"('#le-sauvage', ""Qu'importe ?"")","('#le-sauvage', ""Qu'importe !"")",0.0,Match
162,"('#frontin', ""Tout. Votre rage en veut au rival adoré Et je n'ai point l'honneur d'être le préféré. C'est mon maître qu'on aime. Oh ! demandez ?"")","('#frontin', ""Tout. Car vous n'en voulez qu'au rival adoré, Et je n'ai pas l'honneur d'être le préféré. C'est mon maître qu'on aime. – Oh ! Demandez !"")",0.0,Match
163,"('#le-sauvage', ""Ton maître ! Parle, qu'est-il ? qu'il vienne !"")","('#le-sauvage', ""Ton maître ? Parle ? Qu'est-il ! Qu'il vienne !"")",0.0,Match
164,"('#frontin', ""Il va bientôt paraître. C'est un jeune seigneur, beau, vermeil, bien portant, Je cours vous le chercher."")","('#frontin', ""Il va bientôt paraître, C'est un jeune seigneur, beau, vermeil, bien portant  Je cours vous le chercher. Il se lève pour s'enfuir."")",0.0,Match
165,"('#le-sauvage', 'Non, demeure un moment.')","('#le-sauvage', 'Non, demeure un moment.')",0.0,Match
166,"('#frontin', 'Que voulez-vous de moi, chétive créature ?')","('#frontin', 'Que voulez-vous de moi, chétive créature ?')",0.0,Match
167,"('#le-sauvage', ""Tu n'es pas son amant ?"")","('#le-sauvage', ""Tu n'es pas son amant !"")",0.0,Match
168,"('#frontin', ""C'est la vérité pure. Je vous l'ai déjà dit, c'est un autre que moi."")","('#frontin', ""C'est la vérité pure. Je vous l'ai déjà dit, c'est un autre que moi."")",0.0,Match
169,"('#zamire', ""D'où vient cette fureur ? Eh que t'importe à toi ? Quels sont tes droits ici ? Ma foi t'est-t-elle acquise ?"")","('#zamire', ""D'où vient cette fureur ? Eh ! que t'importe à toi ? Quels sont tes droits enfin ? Ma foi t'est-elle acquise ?"")",0.0,Match
170,"('#le-sauvage', ""Mes droits sont mon amour, l'amour que l'on méprise, L'amour au désespoir, indigné, furieux. Sans l'immoler verrais-je un rival odieux M'insulter, me braver, me ravir mon amante. Si sa flamme est égale à ma flamme brûlante, Qu'il vienne, qu'il paraisse et dispute ton coeur, Et que Zamire enfin soit le prix du vainqueur. Mais il est sans amour puisqu'il est sans courage."")","('#le-sauvage', ""Mes droits sont mon amour, l'amour que l'on méprise, L'amour au désespoir, indigné, furieux. Sans l'immoler verrai-je un rival odieux M'insulter, me braver, me ravir mon amante ? Si sa flamme est égale à ma flamme brûlante, Qu'il vienne, qu'il paraisse et dispute ton coeur, Et que Zamire enfin soit le prix du vainqueur. Mais il est sans amour, puisqu'il est sans courage."")",0.0,Match
171,"('#frontin', ""Vous êtes dans l'erreur, il l'adore à la rage."")","('#frontin', ""Vous êtes dans l'erreur, il l'adore à la rage."")",0.0,Match
172,"('#le-sauvage', ""Tu l'oses dire ?"")","('#le-sauvage', ""Tu l'oses dire ?"")",0.0,Match
173,"('#frontin', ""Hélas ! je réponds toujours mal. Ce n'est pas moi du moins qui suis votre rival,  Quels serments voulez-vous ?"")","('#frontin', ""Hélas ! je réponds toujours mal. Ce n'est pas moi du moins qui suis votre rival. Quel serment voulez-vous ?"")",0.0,Match
174,"('#le-sauvage', ""Va, j'en crois ta bassesse. Un coeur aussi rampant connaît-il la tendresse ? Mais cet autre Français qui me ravit sa foi, Aussi lâche, aussi vil, s'enfuyait avec toi."")","('#le-sauvage', ""Va, j'en crois ta bassesse. Un coeur aussi rampant connaît-il la tendresse ? Mais cet autre Français qui m'a ravi sa foi, Aussi lâche, aussi vil s'enfuyait avec toi."")",0.0,Match
175,"('#frontin', ""Ah ! ce n'était pas lui. Vous vous trompez sans doute. Cet autre était La Fleur."")","('#frontin', ""Ah ! Ce n'était pas lui, vous vous trompez sans doute. Cet autre était La Fleur."")",0.0,Match
176,"('#zamire', ""Mon amant fuit. Écoute,  Il faut quelque vertu pour m'enchaîner ce coeur.  Valcour sut me charmer par ses traits, sa candeur, Pour me plaire il n'eut point besoin d'une victoire. Mais s'il l'avait fallu, Zamire aime à le croire, Valcour tout comme un autre eût su vaincre ou mourir. "")","('#zamire', ""Mon amant fuir ! Écoute, Il faut quelque vertu pour enchaîner ce coeur : Valcour sut me charmer par ses traits, sa candeur, Pour me plaire, il n'eut pas besoin d'une victoire. Mais s'il l'avait fallu, Zamire aime à le croire, Valcour tout comme un autre, eût su vaincre ou mourir."")",0.0,Match
177,"('#le-sauvage', ""S'il t'aime, en cet instant qui peut le retenir ? Dis ?"")","('#le-sauvage', ""S'il t'aime, en cet instant, qui peut le retenir ? Dis ?"")",0.0,Match
178,"('#zamire', ""Qui le retient ? Tout. L'amitié, la nature."")","('#zamire', ""Qui le retient ? Tout, l'honneur et la nature."")",0.0,Match
179,"('#frontin', ""Il sera bientôt là, c'est moi qui vous l'assure. Des Français ce matin ont paru sur ce bord."")","('#frontin', ""Il sera bientôt là, c'est moi qui vous l'assure, Des Français, ce matin, ont paru sur ce bord."")",0.0,Match
180,"('#le-sauvage', 'Il les a joints ?')","('#le-sauvage', 'Il les a joints ?')",0.0,Match
181,"('#frontin', ""Seigneur, il reviendra d'abord."")","('#frontin', ""Seigneur, il reviendra d'abord."")",0.0,Match
182,"('#le-sauvage', 'Il reviendra ?')","('#le-sauvage', 'Il reviendra ?')",0.0,Match
183,"('#zamire', 'Sans doute.')","('#zamire', 'Sans doute.')",0.0,Match
184,"('#frontin', ""Il me [l'a] dit lui-même. "")","('#frontin', ""Il me l'a dit lui-même."")",0.0,Match
185,"('#le-sauvage', ""Va, va, l'Européen ignore comme on aime. Reconnais-tu l'amour à ce trait odieux ? Il t'adore et te laisse ! Ouvre enfin les yeux. Et toi vil imposteur n'abuse plus Zamire. Avoue ou cette main... À Frontin."")","('#le-sauvage', ""Va, va, l'Européen ignore comme on aime. Reconnais-tu l'amour à ce trait odieux ? Il t'adore et te laisse ! Ouvre à la fin les yeux. Et toi, vil imposteur, n'abuse plus Zamire. Avoue, ou cette main... À Frontin."")",0.0,Match
186,"('#frontin', ""Grand Dieu ! Que faut-il dire ? Hélas ! ce diable d'homme a juré mon trépas"")","('#frontin', ""Grand Dieu ! que faut-il dire ? Hélas ! ce diable d'homme a juré mon trépas."")",0.0,Match
187,"('#le-sauvage', 'Ose le croire encor. Vois-tu ton embarras ?')","('#le-sauvage', 'Ose le croire encor. Vois-tu son embarras ?')",0.0,Match
188,"('#frontin', 'Je suis embarrassé, je ne puis vous le taire. Pour vous plaire, seigneur, quel aveu faut-il faire ? Ordonnez, prescrivez.')","('#frontin', 'Je suis embarrassé, je ne puis vous le taire, Pour vous plaire, seigneur, quel aveu faut-il faire ? Ordonnez, prescrivez.')",0.0,Match
189,"('#le-sauvage', ""M'avouez à l'instant  La fuite et le forfait de son perfide amant."")","('#le-sauvage', ""M'avouer à instant La fuite et le forfait de son perfide amant."")",0.0,Match
190,"('#frontin', ""Puisqu'à mentir, ô ciel ! il veut donc me contraindre,  Mentons pour nous sauver. S'il faut cesser de feindre, Je vous dirai, seigneur, qu'il est vrai que Valcour Pour n'y plus revenir a quitté ce séjour. Haut."")","('#frontin', ""Puisqu'à mentir, hélas ! il veut donc me contraindre, Mentons pour nous sauver. S'il faut cesser de feindre,  Je vous dirai, seigneur, qu'il est vrai que Valcour Pour n'y plus revenir a quitté ce séjour. Haut."")",0.0,Match
191,"('#zamire', ""Qu'entends-je ? Ah ! je meurs. Malheureuse Zamire. Le barbare, il me fuit ! Tout mon coeur se déchire."")","('#zamire', ""Ô Dieu ! qu'ai-je entendu. Malheureuse Zamire ! Le barbare, il me fuit ! Tout mon coeur se déchire."")",0.0,Match
192,"('#le-sauvage', ""Oublie un scélérat et toi fuis loin d'ici. À Frontin. "")","('#le-sauvage', ""Oublie un vil parjure. Et toi, fuis loin d'ici. À Frontin. "")",0.0,Match
193,"('#frontin', 'Ô trop heureux mensonge. (Haut.) Ah ! seigneur grand merci.')","('#frontin', 'Ô trop heureux mensonge ! Ah ! seigneur, grand merci. Haut.')",0.0,Match
194,"('#zamire', ""Que vais-je devenir ! Le cruel me délaisse. Est-ce donc là le prix de tout ma tendresse. Je lui sauvai la vie, il m'arrache le jour. Ne crois point m'échapper, infidèle Valcour, Je te suivrai partout et même en ta patrie, Aux Français étonnés contant ta perfidie Je leur inspirerai ce mépris, cet effroi, Cette horreur que fait naître un monstre tel que toi."")","('#zamire', ""Que vais-je devenir ! le cruel me délaisse, Est-ce donc là le prix de toute ma tendresse ! Je lui sauvai la vie, il m'arrache le jour. Ne crois pas m'échapper, infidèle Valcour, Je te suivrai partout, et même en ta patrie. Aux Français étonnés, contant ta perfidie, Je leur inspirerai ce mépris, cet effroi, Cette horreur que fait naître un monstre tel que toi."")",0.0,Match
195,"('#le-sauvage', ""Laisse ces vains projets et songe à la vengeance. D'un rival que je hais, d'un ingrat qui t'offense, Ce bras avec plaisir ira percer le coeur. Je vole dans son camp guidé par ma fureur, Et rapporte à tes pieds sa dépouille sanglante."")","('#le-sauvage', ""Laisse ces vains projets et songe à la vengeance. D'un rival que je hais, d'un ingrat qui t'offense, Ce bras avec plaisir ira percer le coeur. Je vole dans son camp guidé par ma fureur, Et bientôt à tes pieds sa dépouille sanglante..."")",0.0,Match
196,"('#zamire', ""Arrête, qu'as-tu dit !"")","('#zamire', ""Arrête, qu'as-tu dit ?"")",0.0,Match
197,"('#le-sauvage', ""Ma rage impatiente  Brûle d'avoir puni ce farouche étranger. Adieu."")","('#le-sauvage', ""Ma rage impatiente Brûle d'avoir puni ce farouche étranger. Adieu."")",0.0,Match
198,"('#zamire', ""Demeure, Ciel ! quoi ! tu cours l'égorger ?"")","('#zamire', ""Demeure. Ciel ! quoi ! tu cours l'égorger ?"")",0.0,Match
199,"('#le-sauvage', 'Quel sentiment pour lui peut te parler encore.')","('#le-sauvage', 'Quel sentiment pour lui peut te parler encore ?')",0.0,Match
200,"('#zamire', ""Malgré sa perfidie apprends que je l'adore. Il peut vouloir ma mort, je peux le pardonner. Mais bientôt le remord va me le ramener. Que dis-je ? en cet instant nous l'accusons peut-être. Non, mon coeur me le dit, Valcour n'est point un traître.  On ne feint pas l'amour, il m'aime, il reviendra."")","('#zamire', ""Malgré sa perfidie, apprends que je l'adore. Il peut vouloir ma mort, je peux le pardonner. Mais bientôt le remords va me le ramener. Que dis-je ? En cet instant nous l'accusons peut-être ; Non, mon coeur me le dit, Valcour n'est point un traître, On ne feint pas l'amour, il m'aime, il reviendra."")",0.0,Match
201,"('#le-sauvage', ""Tu l'excuses en vain. Je l'abhorre, il mourra."")","('#le-sauvage', ""Tu l'excuses en vain : je l'abhorre, il mourra."")",0.0,Match
202,"('#zamire', ""Qui t'a remis, cruel, le soin de ma vengeance. Penses-tu me servir ? Je te le dis d'avance, Si ta haine te porte à répandre son sang, Ta main du même coup déchirera mon flanc. Valcour fait mon destin, s'il perdait la lumière Tout finirait pour moi dans la nature entière. Quels que soient ses forfaits, qu'il vive je le veux. Et si loin de Zamire il pouvait être heureux, Sans doute en l'apprenant je serais moins à plaindre. Ses malheurs sont les seuls qui pour moi soient à craindre. Et s'il me laisse enfin en proie à mes douleurs,  Je puis trouver encore un charme dans mes pleurs."")","('#zamire', ""Qui t'a remis, cruel, le soin de ma vengeance ? Penses-tu me servir ? Quelle est ton espérance ? Si ta haine te porte à répandre son sang, Ta main du même coup déchirera mon flanc. Valcour fait mon destin. S'il perdait la lumière, Tout finirait pour moi dans la nature entière, Quels que soient ses forfaits, qu'il vive ! je le veux. Eh ! - Si loin de Zamire, il pouvait être heureux, Sans doute en l'apprenant, je serais moins à plaindre. Ses malheurs sont les seuls qui pour moi soient à craindre. Et s'il me laisse enfin en proie à mes douleurs, Je puis trouver encore un charme dans mes pleurs."")",0.0,Match
