,quinault-isis,voltaire-pandore,Cost,Operation Type
205,"('#mercure', ""Reconnaissez Mercure et fuyez avec nous; Éloignez-vous d'Argus, avant qu'il se réveille."")","('#une-nymphe', ""Vous voyez l'éloquent Mercure :  Il est avec Pandore, il confirme en ces lieux,  De la part du maître des dieux,  La paix de la nature.  Les nymphes se retirent : Pandore s'avance avec Némésis, qui paraît sous la figure de Mercure. "")",0.35,Substitution
206,"('#hierax', 'Argus avec cent yeux sommeille; Mais croyez vous endormir un amant jaloux ? Demeurez !')",,1.0,Insertion
207,"('#mercure', ""Malheureux ! d'où te vient cette audace ?"")",,1.0,Insertion
208,"('#hierax', ""J'ai tout perdu j'attends le trépas sans effroi. Un coup de foudre est une grâce  Pour un malheureux comme moi. Éveillez vous, Argus, éveillez-vous, vous vous laissez surprendre."")","('#nemesis', ""Je vous l'ai déjà dit, Prométhée est jaloux :  Il abuse de sa puissance. "")",1.25,Substitution
209,"('#hierax #argus', 'Puissante reine des cieux  Junon venez nous défendre.')","('#pandore', ""Il est l'auteur de ma naissance,  Mon roi, mon amant, mon époux. "")",1.46,Substitution
210,"('#mercure', ""Commencez d'éprouver la colère des Dieux. Argus tombe mort, et Hiérax changé en oiseau de proie s'envole."")",,1.0,Insertion
211,"('#choeurs', 'Fuyons.')",,1.0,Insertion
212,"('#io', 'Vous me quittez ? Quel secours puis-je attendre !')",,1.0,Insertion
213,"('#choeurs', 'Fuyons, Junon vient dans ces lieux.')",,1.0,Insertion
214,"('#junon', ""Revois le jour, Argus que ta figure change. Et vous Nymphe apprenez comment Junon se venge. Sors, barbare Erinnis, sors du fond des Enfers ; Viens, prends de servir ma vengeance fatale Et d'en montrer l'horreur en cent climats divers Épouvante tout l'univers Par les tourments de ma rivale Viens la punir au gré de mon courroux; Redoutable ta rage infernale Et fais s'il se peut qu'elle égale La fureur de mon coeur jaloux. La Furie sort des Enfers, elle poursuit Io et l'enlève ; Junon remonte dans le Ciel."")","('#nemesis', ""Il porte à trop d'excès les droits qu'il a sur vous.  Devait-il jamais vous défendre  De voir ce don charmant que vous tenez des dieux ? "")",1.0,Substitution
215,"('#io', 'Ô Dieux ! Ô Dieux ! Où me réduisez vous ?')",,1.0,Insertion
216,"('#choeur-des-peuples', ""L'hiver qui nous tourmente S'obstine à nous geler Nous ne saurions parler Qu'avec une voix tremblante La neige et les glaçons Nous donnent de mortels frissons Les frimas se répandent  Sur nos corps languissants; Le froid transit nos sens Les plus durs rochers se fendent. La neige et les glaçons Nous donnent de mortels frissons"")",,1.0,Insertion
217,"('#io', ""Laisse-moi, cruelle Furie,  Cruelle, laisse moi respirer un moment Ah ! Barbare, plus je te prie, Et plus tu prends plaisir d'augmenter mon tourment."")",,1.0,Insertion
218,"('#la-furie', 'Soupire, gémis, pleure, Crie je me fais de tes peines un spectacle charmant.')","('#pandore', ""Il craint tout : son amour est tendre,  Et j'aime à complaire à ses voeux. "")",0.65,Substitution
219,"('#io', ""Laisse moi, cruelle Furie Cruelle laisse moi respirer un moment Quel horrible séjour ! Quel froid insupportable ! Tes serpents animés par ta rage implacable. Ne sont-ils pas d'assez cruels bourreaux ?  Pour punir un coeur misérable, Viens-tu chercher si loin des supplices nouveaux ?"")",,1.0,Insertion
220,"('#la-furie', ""Malheureux habitants d'une demeure affreuse,  Connaissez de Junon le funeste courroux: Par sa vengeance rigoureuse Vous voyez une malheureuse Qui souffre cent fois plus que vous."")","('#nemesis', ""Il en exige trop, adorable Pandore :  Il n'a point fait pour vous ce que vous méritez.  Il put en vous formant vous donner des beautés  Dont vous manquez peut-être encore. "")",0.58,Substitution
221,"('#io #la-furie', 'Vous voyez une malheureuse Qui souffre cent fois plus que vous.')",,1.0,Insertion
222,"('#choeur-des-peuples', ""Ah ! Quelle peine  De trembler de languir dans l'horreur des frimas."")","('#pandore', ""Il m'a fait un coeur tendre, il me charme, il m'adore :  Pouvait-il mieux m'embellir ? "")",1.35,Substitution
223,"('#io', ""Ah ! Quelle peine D'éprouver tant de maux, sans trouver le trépas Ah ! quelle vengeance inhumaine !"")","('#nemesis', 'Vos charmes périront. ')",1.64,Substitution
224,"('#la-furie', ""Viens changer de tourments, passe en d'autres climats."")",,1.0,Insertion
225,"('#io', 'Ah ! Quelle peine !')",,1.0,Insertion
226,"('#choeur-des-peuples', ""Ah ! quelle peine  De trembler de languir dans l'horreur des frimas."")","('#pandore', 'Vous me faites frémir ! ')",0.73,Substitution
227,"('#choeur-des-chabyles', 'Tôt tôt tôt.')",,1.0,Insertion
228,"('#premier-conducteur-des-chabyles', ""Que chacun avec soin s'empresse."")",,1.0,Insertion
229,"('#second-conducteur-chabyles', ""Forgez, qu'on travaille sans cesse."")","('#nemesis', 'Cette boîte mystérieuse  Immortalise la beauté :  Vous serez, en ouvrant ce trésor enchanté,  Toujours belle, toujours heureuse :  Vous régnerez sur votre époux :  Il sera soumis et facile.  Craignez un tyran jaloux :  Formez un sujet docile. ')",1.01,Substitution
230,"('#les-deux-conducteurs', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt. Le choeur des Chabyles répète ces deux derniers vers, dans le temps que plusieurs Chalybes travaillent dans les forges, quelques autres vont et viennent avec empressement pour apporter l'acier des mines et pour disposer ce qui est nécessaire au travail qui se fait."")",,1.0,Insertion
231,"('#les-deux-conducteurs #choeur-des-chalybes', ""Que le feu des forges s'allume : Travaillons d'un effort nouveau : Qu'on fasse retentir l'enclume Sous les coups pesants du marteau. Entrée des forgerons."")",,1.0,Insertion
232,"('#io', ""Quel déluge de feux vient sur moi se répandre. Ô ciel ! Les chalybes passent auprès d'Io avec des morceaux d'épées, de lances et de haches à demi forgées."")",,1.0,Insertion
233,"('#la-furie', ""Le ciel ne peut t'entendre, Tu ne te plains pas assez haut."")",,1.0,Insertion
234,"('#les-deux-conducteurs #le-choeur-des-chalybes', 'Tôt, tôt, tôt.')",,1.0,Insertion
235,"('#io', 'Junon serait moins inhumaine.  Tu me fais trop souffrir, tu sers trop bien sa haine.')","('#pandore', ""Non, il est mon amant, il doit l'être à jamais.  Il est mon roi, mon dieu, pourvu qu'il soit fidèle.  C'est pour l'aimer toujours qu'il faut être immortelle :  C'est pour le mieux charmer que je veux plus d'attraits. "")",0.83,Substitution
236,"('#la-furie', 'Au gré de son dépit jaloux Les maux les plus cruels seront encore trop doux.')","('#nemesis', ""Ah ! C'est trop vous en défendre : Je sers vos tendres amours :  Je ne veux que vous apprendre  À plaire, à brûler toujours. "")",0.84,Substitution
237,"('#io', ""Hélas ! Quelle rigueur extrême C'est en vain que Jupiter m'aime La haine de Junon jouit de mon tourment Que vous haïssez fortement, Grand Dieux ! Qu'il s'en faut bien que vous aimiez de même !"")","('#pandore', ""Mais n'abusez-vous point de ma faible innocence ?  Auriez-vous tant de cruauté ? "")",0.52,Substitution
238,"('#conducteurs #choeurs-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt, tôt, tôt, tôt, tôt. Les feux des forges redoublent et les Chabyles environnent Io avec des morceaux d'acier rouges et brûlants."")",,1.0,Insertion
239,"('#io', 'Ne pourrai-je cesse de vivre ? Cherchons le trépas dans les flots.')",,1.0,Insertion
240,"('#la-furie', ""Partout ma rage doit te suivre N'attends ni secours ni repos. Io fuit et monte au haut d'un rocher d'où elle se précipite dans la mer. La Furie s'y jette après la Nymphe."")","('#nemesis', 'Ah ! Qui pourrait tromper une jeune beauté ?  Tout prendrait votre défense. ')",1.77,Substitution
241,"('#choeur-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt."")",,1.0,Insertion
242,"('#choeur-de-la-suite-des-parques', ""Exécutons l'arrêt du sort Suivons ses lois les plus cruelles. Présentons sans cesse à la Mort Des victimes nouvelles"")",,1.0,Insertion
243,"('#la-guerre', 'Que le fer.')",,1.0,Insertion
244,"('#la-famine', 'Que la faim.')",,1.0,Insertion
245,"('#l-incendie', 'Que les feux')",,1.0,Insertion
246,"('#l-inondation', 'Que les eaux.')",,1.0,Insertion
247,"('#ensemble', 'Que tout serve à creuser mille et mille tombeaux')",,1.0,Insertion
248,"('#les-maladies-violentes', ""Qu'on s'empresse d'entrer dans les royaumes sombres par mille chemins différents"")",,1.0,Insertion
249,"('#les-maladies-languissantes', ""Achevez d'expirer, infortunés mourants, Cherchez un long repos dans le séjour des ombres."")",,1.0,Insertion
250,"('#le-choeur', ""Exécutons l'arrêt du Sort, Suivons ses lois les plus cruelles ; Présentons sans cesse à la Mort Des victimes nouvelles."")",,1.0,Insertion
251,"('#la-guerre', 'Que le fer.')",,1.0,Insertion
252,"('#la-famine', 'Que la faim.')",,1.0,Insertion
253,"('#l-incendie', 'Que les feux')",,1.0,Insertion
254,"('#l-inondation', 'Que les eaux.')",,1.0,Insertion
255,"('#tous-ensemble', 'Que tout serve à creuse mille et mille tombeaux.')",,1.0,Insertion
256,"('#io', ""C'est contre moi qu'il faut tourner Votre rigueur la plus funeste, D'une vie odieuse arrachez moi le reste Hâtez vous de la terminer."")","('#pandore', 'Hélas ! Je mourrais de douleur,  Si je méritais sa colère,  Si je pouvais déplaire  Au maître de mon coeur. ')",1.04,Substitution
257,"('#choeur #suite-des-parques', ""C'est aux Parques de l'ordonner."")",,1.0,Insertion
258,"('#io', 'Favorisez mes voeux, Déesses souveraines Qui réglez du Destin immuables lois, Finissez mes jours et mes peines,  Ne me condamnez pas à mourir mille fois.')","('#nemesis', 'Au nom de la nature entière,  Au nom de votre époux, rendez-vous à ma voix. ')",0.93,Substitution
259,"('#les-parques', 'Le fil de la vie  De tous les humains Suivant notre envie Tourne dans nos mains. Suivant notre envie.')",,1.0,Insertion
260,"('#io', ""Tranchez mon triste sort d'un coup qui me délivre  Des tourments que Junon me contraint à souffrir; Chacun vous fait des voeux pour vivre Et je vous en fais pour mourir."")","('#pandore', ""Ce nom l'emporte, et je vous crois :  Ouvrons.  Quelle vapeur épaisse, épouvantable,  M'a dérobé le jour, et troublé tous mes sens ?  Dieu trompeur, ministre implacable !  Ah ! Quels maux affreux je ressens !  Je me vois punie et coupable.  Elle ouvre la boîte : la nuit se répand sur le théâtre, et l'on entend un bruit souterrain."")",0.82,Substitution
261,"('#la-furie', ""Jupiter l'a soumise aux lois de son épouse ; Elle a rendu Junon jalouse; L'amour d'un Dieu puissant a trop su la charme. Elle est trop punie encore."")","('#nemesis', ""Fuyons de la terre et des airs.  Jupiter est vengé, rentrons dans les enfers.  Némésis s'abîme : Pandore est évanouie sur un lit de gazon."")",1.2,Substitution
262,"('#io', ""Est ce si grand crime d'aimer Ce que tout l'Univers adore ?"")",,1.0,Insertion
263,"('#les-parques', ""Nymphe, apaise Junon si tu veux voir la fin  De ton sort déplorable ; C'est l'arrêt du Destin  Il est irrévocable."")","('#promethee', ""Ô surprise ! Ô douleur profonde !  Fatale absence ! Horribles changements !  Quels astres malfaisants  Ont flétri la face du monde ?  Je ne vois point Pandore : elle ne répond pas  Aux accents de ma voix plaintive.  Pandore ! mais, hélas ! de l'infernale rive  Les monstres déchaînés volent dans ces climats. "")",0.92,Substitution
264,"('#io', 'Hélas ! comment fléchir une haine implacable !')","('#furies-et-demons', ""Les temps sont remplis :  Voici notre empire :  Tout ce qui respire  Nous sera soumis.  La triste froidure  Glace la nature  Dans les flancs du Nord.  La Crainte tremblante,  L'injure arrogante,  Le sombre Remord,  La Guerre sanglante,  Arbitre du sort,  Toutes les furies  Vont avec transport  Dans ces lieux impies  Apporter la mort. "")",0.68,Substitution
265,"('#parques #furie #choeur', ""C'est l'arrêt du Destin, Il est irrévocable."")",,1.0,Insertion
266,"('#io', ""Terminez mes tourments, puissant maître du monde, Sans vous, sans votre amour hélas ! Je ne souffrirais pas. Réduite au désespoir, mourante, vagabonde, J'ai porté mon supplice en mille affreux climats ; Une horrible Furie attachée à mes pas, M'a suivie au travers du vaste sein de l'onde; Voyez de quels maux ici bas, Votre épouse punit mes malheureux appas Délivrez moi de ma douleur profonde, Ouvrez-moi par pitié, les portes du trépas. Terminez mes tourments puissant maître du monde. Sans vous, sans votre amour, hélas ! Je ne souffrirais pas. C'est Jupiter qui m'aime ! Eh ! Qui le pourrait croire ? Je ne suis plus dans sa mémoire, Il n'entend point mes cris, Il ne voit point mes pleurs Après m'avoir livré aux plus cruels malheurs,  Il est tranquille au comble de la gloire Il m'abandonne au milieu des douleurs. À la fin je succombe heureuse si je meurs. Io tombe accablée de ses tourments, et Jupiter touché de piété, descend du ciel."")","('#promethee', ""Quoi ! La mort en ces lieux s'est donc fait un passage !  Quoi ! La terre a perdu son éternel printemps,  Et ses malheureux habitants  Sont tombés en partage  A la fureur des dieux, de l'enfer, et du temps !  Ces nymphes de leurs pleurs arrosent ce rivage.  Pandore ! Cher objet, ma vie et mon image,  Chef-d'oeuvre de mes mains, idole de mon coeur,  Répondez à ma douleur.  Je la vois, de ses sens elle a perdu l'usage. "")",0.0,Match
267,"('#jupiter', ""Il ne m'est pas permis de finir votre peine Et ma puissance souveraine Doit suivre du Destin l'irrévocable loi : C'est tout ce que je puis par un amour extrême Que de quitter le Ciel et ma gloire suprême Pour prendre part aux maux que vous souffrez pour moi."")","('#pandore', ""Ah ! Je suis indigne de vous :  J'ai perdu l'univers, j'ai trahi mon époux.  Punissez-moi : nos maux sont mon ouvrage.  Frappez. "")",0.06,Substitution
268,"('#io', 'Ah ! mon supplice augmente encore ! Tout le feu des Enfers me brûle et me dévore; Mourrai-je tant de fois, sans voir finir mon sort ?')",,1.0,Insertion
269,"('#jupiter', 'Ma tendresse pour vous rend Junon inflexible Elle voit mon amour il lui paraît trop fort; Son courroux se redouble et devient invincible.')",,1.0,Insertion
270,"('#io', ""N'importe en ma faveur soyez toujours sensible."")",,1.0,Insertion
271,"('#jupiter', ""C'est trop vous exposer à son jaloux transport, J'irrite en vous aimant sa vengeance terrible."")","('#promethee', 'Moi, la punir ! ')",0.82,Substitution
272,"('#io', ""Aimez moi, s'il vous est possible Assez pour la forcer à me donner la mort. Junon descend sur la terre."")","('#pandore', 'Frappez, arrachez-moi  Cette vie odieuse  Que vous rendiez heureuse,  Ce jour que je vous dois. ')",0.67,Substitution
273,"('#jupiter', ""Venez, venez Déesse impitoyable  Venez, voyez, reconnaissez Cette Nymphe mourante autrefois trop aimable. C'est assez la punir, c'est vous venger assez; L'éclat de sa beauté ne la rend plus coupable,  Par la cruelle horreur du tourment qui l'accable, Son crime et ses appas sont ensemble effacés. Sans jalousie et sans alarmes Voyez ses yeux noyés de larmes Que l'ombre de la mort commence de couvrir."")","('#choeur-des-nymphes', ""Tendre époux, essuyez ses larmes :  Faites grâce à tant de beauté :  L'excès de sa fragilité  Ne saurait égaler ses charmes. "")",0.09,Substitution
274,"('#junon', ""Ils n'ont encor que trop de charmes Puisqu'ils savent attendrir."")",,1.0,Insertion
275,"('#jupiter', ""Une juste pitié peut elle vous aigrir ? Votre courroux fatal ne doit-il pas s'éteindre ?"")",,1.0,Insertion
276,"('#junon', ""Ah ! vous la plaignez trop, elle n'est pas à plaindre  Non elle ne peut trop souffrir."")",,1.0,Insertion
277,"('#jupiter', ""Je sais que c'est de vous que son sort doit dépendre. Ce n'est qu'à vos bontés qu'elle doit recourir. Il n'est rien que de moi vous ne deviez attendre, Si je puis obliger votre haine à se rendre."")",,1.0,Insertion
278,"('#io', 'Ah ! Laissez moi mourir.')","('#promethee', 'Quoi ! Malgré ma prière, et malgré vos serments,  Vous avez donc ouvert cette boîte odieuse ? ')",1.57,Substitution
279,"('#junon', 'Prenez soin de la secourir.')",,1.0,Insertion
280,"('#io', ""Vous l'aimez d'un amour trop tendre Non elle ne peut trop souffrir."")",,1.0,Insertion
281,"('#jupiter', ""Quoi ! Le coeur de Junon quelque grand qu'il puisse être  Ne saurait triompher d'une injuste fureur"")","('#pandore', 'Un dieu cruel, par ses enchantements,  A séduit ma raison faible et trop curieuse.  Ô fatale crédulité !  Tous les maux sont sortis de ce don détesté,  Tous les maux sont venus de la triste Pandore. \n')",0.71,Substitution
282,"('#junon', ""De la terre et du Ciel Jupiter est le maître Et Jupiter n'est pas le maître de son coeur ?"")","('#l-amour', ""Tous les biens sont à vous, l'Amour vous reste encore.  Le théâtre change, et représente le palais de l'Amour."")",1.69,Substitution
283,"('#jupiter', 'Hé bien ! il faut que je commence À me vaincre en ce jour.')",,1.0,Insertion
284,"('#junon', ""Vous m'apprendrez à me vaincre à mon tour."")","('#l-amour', ""Je combattrai pour vous le Destin rigoureux.  Aux humains j'ai donné l'être :  Ils ne seront point malheureux  Quand ils n'auront que moi pour maître. "")",0.8,Substitution
285,"('#jupiter #junon', ""Abandonnez votre vengeance Je vous rends mon amour . J'abandonnerai ma vengeance,  Rendez moi votre amour. Jupiter. Junon."")",,1.0,Insertion
286,"('#jupiter', ""Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais. Si cette Nymphe, enfin, reprend tous ses attraits, Si Junon fait cesser les tourments qu'elle endure, Je jure que ses yeux ne troubleront jamais De nos coeurs réunis la bienheureuse paix. Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais."")","('#pandore', ""Consolateur charmant, dieu digne de mes voeux,  Vous qui vivez dans moi, vous, l'âme de mon âme,  Punissez Jupiter en redoublant la flamme  Dont vous nous embrasez tous deux. "")",0.27,Substitution
287,"('#junon', ""Nymphe, je veux finir votre peine éternelle Que la Furie emporte aux Enfers avec elle Le trouble et les horreurs dont vos sens sont saisis ! Après un rigoureux supplice  Goûtez les biens parfaits que les Dieux ont choisis :  Et sous le nouveau nom d'Isis Jouissez d'un bonheur qui jamais ne finisse. La Furie s'enfonce dans les Enfers et Io se trouve délivrée de ses peines."")","('#promethee #pandore', ""Le ciel en vain sur nous rassemble  Les maux, la crainte, et l'horreur de mourir.  Nous souffrirons ensemble,  Et ce n'est point souffrir."")",0.38,Substitution
288,"('#jupiter #junon', ""Dieux, recevez Isis au rang des immortels ! Peuples voisins du Nil, dressez lui des Autels ! Les divinités du Ciel descendent pour recevoir Isis; les peuples d'Egypte lui dressent un autel et la reconnaissent pour la Divinité qui les doit protéger. Divinités qui descendent du Ciel dans la gloire, Peuples d'Egypte chantants, quatre égyptiens chantants, peuples d'Egypte dansants."")",,1.0,Insertion
289,"('#choeur #divinites', 'Venez, venez, Divinités nouvelle,')",,1.0,Insertion
290,"('#choeur #peuples #egypte', ""Isis, Tournez sur nous vos yeux Voyez l'ardeur de notre zèle."")","('#l-amour', ""Descendez, douce Espérance,  Venez, Désirs flatteurs :  Habitez dans tous les coeurs,  Vous serez leur jouissance.  Fussiez-vous trompeurs,  C'est vous qu'on implore :  Par vous on jouit,  Au moment qui passe et qui fuit,  Du moment qui n'est pas encore. "")",0.45,Substitution
291,"('#choeur #divinites', 'La céleste Cour vous appelle')",,1.0,Insertion
292,"('#jupiter #junon', ""Isis est immortelle Isis va briller dans les Cieux. Isis jouit avec les Dieux  D'une gloire éternelle. Jupiter et Junon et les Divinités montent au ciel, et y conduisent Isis, dans le char des choeurs des Divinités et des Parques. Ils répètent ces quatre vers."")","('#pandore', ""Des destins la chaîne redoutable  Nous entraîne à d'éternels malheurs :  Mais l'Espoir, à jamais secourable,  De ses mains viendra sécher nos pleurs.  Dans nos maux il sera des délices :  Nous aurons de charmantes erreurs :  Nous serons au bord des précipices,  Mais l'Amour les couvrira de fleurs. "")",0.6,Substitution
