la-fontaine-daphne,la-motte-carnaval-folie,Score
-,"('#choeur', ""Chantons, du Dieu de l'Or célébrons les appas, Chantons la Jeunesse et ses charmes."")",0.0
-,"('#choeur', 'Tous les coeurs lui rendent les armes.')",0.0
-,"('#choeur', 'Tous les coeurs volent sur ses pas.')",0.0
-,"('#choeur', 'Pour mériter son secours favorable, On brave la fureur et des vents et des mers.')",0.0
-,"('#choeur', ""Elle seule embellit les plus affreux déserts , Et sans elle il n'est point de séjour agréable."")",0.0
-,"('#choeur', ""Non, non, tout l'univers N'a rien de plus aimable. On danse."")",0.0
-,"('#la-folie', ""Souffrez que l'Amour vous lie, Jeunes coeurs, cédez à ses feux : Sans l'Amour et la Folie, Il n'est point de moments heureux. L'Amour m'a prêté ses armes, C'est à moi de lancer ses traits ; Ne craignez point ses alarmes, J'y répands les plus doux attraits. Souffrez que l'Amour vous lie, Jeunes coeurs, cédez à ses feux : Sans l'Amour et la Folie, Il n'est point de moments heureux. Suivez une erreur charmante, Jouissez d'un bonheur constant ; La tendre Folie enchante, La Sagesse en fait-elle autant ? Souffrez que l'Amour vous lie, Jeunes coeurs, cédez à ses feux : Sans l'Amour et la Folie, Il n'est point de moments heureux."")",0.0
-,"('#choeur', ""Au Dieu d'Amour livrez votre âme, Le Plaisir naît de ses ardeurs : Qu'il triomphe, qu'il vous enflamme, Qu'il enchaîne à jamais vos coeurs."")",0.0
-,"('#le-carnaval', ""Vous voyez la Déesse à qui je rends les armes : Dieux charmants, de ma flamme accordez moi le prix. Elle est la Déesse des Ris, Et je suis l'ennemi des Chagrins et des Larmes, Si par un doux hymen nos destins sont unis, Que vos neveux auront de charmes !"")",0.0
-,"('#plutus #la-jeunesse', ""Tout flatte vos désirs,nous approuvons vos feux. LA FOLIE s'en va avec un signe de moquerie."")",0.0
-,"('#le-carnaval', ""Belle Déesse... Ô Ciel : elle a quitté ces lieux ! De votre aveu sa pudeur s'est blessée, Elle a fui des discours qui l'ont embarrassée ; Allons faire éclater mes transports à ses yeux."")",0.0
-,"('#choeur', ""Au Dieu d'Amour livrez votre âme, Le plaisir naît de ses ardeurs : Qu'il triomphe, qu'il vous enflamme, Qu'il enchaîne à jamais vos coeurs,"")",0.0
-,"('#le-carnaval', ""Sous les lois de l'Hymen je me range sans peine, Mon coeur y trouve des appas ; Dieu du vin, n'en murmure pas, Tu dois t'applaudir de ma chaîne. Les doux plaisirs qu'il prépare pour moi Mettront le comble à ta victoire : Les fruits de mon hymen ne naîtront que pour toi, Bacchus, je les voue à ta gloire,"")",0.0
-,"('#le-carnaval', ""Enfin la Beauté que j'adore Va s'unir avec moi par les noeuds les plus doux : L'Hymen va soulager le feu qui nous dévore ; Que nous serons d'heureux époux !"")",0.0
-,"('#la-folie', 'Nous ne le sommes pas encore.')",0.0
-,"('#le-carnaval', 'Plutus et la Jeunesse approuvent mon ardeur, Quel autre peut encore me nuire ?')",0.0
-,"('#la-folie', 'Moi.')",0.0
-,"('#le-carnaval', 'Vous ?')",0.0
-,"('#la-folie', ""J'allais sans eux faire votre bonheur ; Leur aveu vient de le détruire."")",0.0
-,"('#le-carnaval', 'Vous voulez rire ?')",0.0
-,"('#la-folie', ""Non, non, apprenez une fois À connaître mieux la Folie. Je ne suis point soumise aux lois De ceux qui m'ont donné la vie ; Le contraire de leur envie Détermine toujours mon choix,"")",0.0
-,"('#le-carnaval', ""Quoi ! Malgré les plaisirs où l'Hymen nous convie...."")",0.0
-,"('#la-folie', 'Cet hymen, ces plaisirs ne sont plus de saison.')",0.0
-,"('#le-carnaval', 'Vous changeriez, Perfide ! Et par quelle injustice !...')",0.0
-,"('#la-folie', 'Je vous aimais sans raison, Et je change par caprice.')",0.0
-,"('#le-carnaval', 'Ciel, me réserviez-vous à ce cruel supplice !')",0.0
-,"('#la-folie', ""J'entends votre coeur soupirer De l'excès de votre martyre : Goûtez, si vous voulez, le plaisir d'en pleurer, Mais laissez-moi celui d'en rire."")",0.0
-,"('#le-carnaval', ""Non, non, n'espérez pas jouir de mes douleurs."")",0.0
-,"('#la-folie', 'Ne cachez point les alarmes Que vous causent mes rigueurs : Versez du moins quelques pleurs, Pour la gloire de mes charmes.')",0.0
-,"('#le-carnaval', ""Non, non, n'espérez pas jouir de mes douleurs. Je dégage mon coeur et je vous rends le vôtre, Ce n'est plus qu'au dépit que je [m]e veux livrer, Amour, celle de m'assurer Que nous étions faits l'un pour l'autre : Ce n'est plus qu'au dépit que je me veux livrer."")",0.0
-,"('#la-folie', ""Vous pouvez éprouver le charme Des ondes dont ce fleuve arrose ces coteaux. Ne croyez pas que votre oubli m'alarme, Ma beauté me promet mille esclaves nouveaux."")",0.0
-,"('#le-carnaval', ""Vous serez contente, Inhumaine ; J'éteindrai tous les feux dont mon coeur est rempli Indigne d'Amour et de haine, Vous ne méritez que l'oubli. Fuyons ; souffrons enfin que la raison me guide, Je vais loin de vos yeux briser d'indignes fers : Je vais entre nous deux, Perfide, Mettre tout l'espace des mers. Allons..."")",0.0
-,"('#la-folie', ""Ah ! N'ayons pas l'affront que l'on me quitte. Neptune, tu me dois l'hommage des mortels ; C'est moi qui par leurs mains ai dressé tes Autels, Refuse ton onde à sa fuite. La mer se soulève et les vents grondent."")",0.0
-,"('#la-folie', ""Vous voyez mon pouvoir ; tous les vents furieux Ont troublé le repos de l'onde, La terre tremble, le ciel gronde, Les flots s'élèvent jusqu'aux Cieux."")",0.0
-,"('#choeur', 'Ciel ! ô Ciel !')",0.0
-,"('#la-folie #le-lethe', 'Quels malheureux périssent !')",0.0
-,"('#choeur', ""Mille abîmes profonds s'offrent à nos regards ; Les ondes et la mort entrent de toutes parts : Dieux ! ô Dieux ! Que nos cris, que nos voeux vous fléchissent, Une troupe de Matelots descendent d'un vaisseau échoué."")",0.0
-,"('#la-folie', ""Ce sont mes favoris que vous voyez venir, L'orage sur ces bords les contraint de descendre : Ne vous éloignez pas ; ils pourront vous apprendre À perdre un triste souvenir."")",0.0
-,"('#le-chef-des-matelots', ""Nos compagnons victimes de l'orage, Ont souffert à nos yeux un trépas plein d'horreurs ; Privés au fond des eaux des funèbres honneurs, Leurs mânes vont errer sur le fatal rivage. Ne nous exposons plus à de pareils malheurs."")",0.0
-,"('#choeur', ""Que les vents loin de nous exercent leur ravage, Évitons à jamais les écueils et l'orage."")",0.0
-,"('#le-lethe', ""Ô vous que le Sort livre à des maux déplorables ! Venez chercher ici la fin de vos malheurs : Avec mes ondes favorables, J'en répands l'oubli dans les coeurs."")",0.0
-,"('#choeur', 'De ce Dieu secourable éprouvons les faveurs. Les matelots vont boire des eaux du fleuve pendant son récit.')",0.0
-,"('#le-lethe', 'Je calme en un instant les chagrins les plus sombres. En vain le doux Nectar fait le bonheur des Dieux : Il est encor moins précieux, Que ces paisibles eaux qui coulent pour les Ombres.')",0.0
-,"('#le-chef-des-matelots #le-choeur', 'Embarquons-nous, tout rit à nos désirs ; Le vent propice nous seconde : La Fortune et tous les plaisirs Nous attendent au bout du monde.')",0.0
-,"('#la-folie', ""Arrêtez, Ingrats, arrêtez ; Et du moins en partant rendez-moi votre hommage. C'est moi qui vous trace l'image Des biens et des plaisirs que vous vous promettez, Et votre espoir est mon ouvrage. Arrêtez, Ingrats, arrêtez, Et du moins en partant rendez-moi votre hommage. Les Matelots lui rendent leur hommage. Elle les touche de sa Marotte, ce qui leur donne une nouvelle ardeur."")",0.0
-,"('#la-folie', ""L'orage en amour présage un doux sort, Le plus cher des plaisirs nous attend au port. Un beau jour s'apprête, Tout sert nos désirs : Voyez la tempête Céder aux Zéphirs. L'orage en amour présage un doux sort, Le plus cher des plaisirs nous attend au port. Passez au rivage L'hiver de vos ans, Craignez moins l'orage Dans votre printemps ; Voguez en paix et bravez la rage Des flots et des vents. L'orage en amour présage un doux sort, Le plus cher des plaisirs nous attend au port. On danse."")",0.0
-,"('#la-folie', ""Jeunesse trop timide, Venez vous embarquer ; L'amour est votre guide, Rien ne peut vous manquer : Voguez, malgré l'orage, Au gré de vos désirs ; Laissez sur le rivage Les soins et les soupirs ; Et mettez du voyage, Les jeux et les plaisirs. Les danses continuent."")",0.0
-,"('#la-folie #le-choeur', ""Vents qui ne troublez point les flots, Régnez sur les humides plaines : Fuyez, Vents orageux , laissez l'onde en repos : Éole, resserre leurs chaînes. Les Matelots se rembarquent."")",0.0
-,"('#le-carnaval', ""La raison contre vous n'a que de faibles armes ; Je ne puis vaincre mon ardeur ; Les efforts que je fais pour oublier vos charmes, Les gravent encor mieux dans le fonds de mon coeur. Il est temps qu'à mes feux votre caprice cède, Commencez mes plaisirs, et terminez mes maux."")",0.0
-,"('#la-folie', 'Je vous laisse avec le remède, Vos yeux vous ont appris le pouvoir de ces eaux.')",0.0
-,"('#le-carnaval', ""Oui, Perfide, il est temps que mon dépit éclate: Puisons ici l'oubli de mes folles amours. Mais non, pour oublier l'Ingrate Le vin est le plus sûr secours. Éteins mes feux, brise ma chaîne, Dieu du vin, guéri ma langueur : Verse, verse à longs traits ta charmante liqueur ;  Et pour me venger de ma peine, Viens noyer l'Amour dans mon coeur. Je vais chercher Momus ; je veux qu'à tasse pleine Il m'aide à triompher de mon indigne ardeur. Bacchus, rends aujourd'hui ma victoire certaine, Verse, verse à longs traits ta charmante liqueur ; Et pour me venger de ma peine, Viens noyer l'Amour dans mon coeur."")",0.0
-,"('#momus', ""À de nouveaux transports mon ami s'abandonne ; La table et mes conseils n'ont pu l'en garantir. Pour servir son amour il m'en a fait sortir : Du moins dans l'emploi qu'il me donne, Cherchons de quoi m'en divertir. Mais la Déesse vient."")",0.0
-,"('#momus', ""Cruelle, à quel tourment Avez-vous livré votre amant ! Ce n'est plus cet aimable Maître Qui savait nous instruire à noyer nos chagrins ; Au milieu même des festins, Il sent son désespoir s'accroître ; Le verre lui tombe des mains, L'Univers va le méconnaître,"")",0.0
-,"('#la-folie', 'Quoi, Momus !')",0.0
-,"('#momus', ""Votre trahison L'a mis dans un trouble effroyable."")",0.0
-,"('#la-folie', ""Ah ! S'il en perdait la raison , Que je le trouverais aimable !"")",0.0
-,"('#momus', ""Si pour vous sa folie est un charme si doux, Il est depuis longtemps digne de votre flamme : Le jour qu'il soupira pour vous, La raison sortit de son âme,"")",0.0
-,"('#la-folie', ""Cessez donc de plaindre des feux Qui l'ont débarrassé d'une raison cruelle : N'est-il pas encor trop heureux, D'être délivré d'elle ?"")",0.0
-,"('#momus', 'Insultez-vous encore à son trouble amoureux ?')",0.0
-,"('#la-folie', ""La raison pour un coeur n'est qu'un bien rigoureux, Et sa perte est un avantage. Vous-même, seriez-vous heureux, Si vous étiez plus sage ?"")",0.0
-,"('#momus', ""Quittons des détours superflus, C'est assez éprouver votre âme : Si vous m'aviez paru trop sensible à sa flamme, Je vous aurais caché qu'il ne vous aime plus."")",0.0
-,"('#la-folie', 'Quoi !...')",0.0
-,"('#momus', ""De son coeur l'Amour n'est plus le maître, Ces eaux que vous-même. ..."")",0.0
-,"('#la-folie', 'Ah ! Le Traître !')",0.0
-,"('#momus', 'Elles ont fini son tourment.')",0.0
-,"('#la-folie', 'Juste Ciel ! Puis-je croire un si grand changement ?')",0.0
-,"('#momus', ""l'oubli succède aux feux que vous aviez fait naître ; Affranchis désormais d'amour et de chagrin, Nous pourrons, du soir au matin, Boire à longs traits, chanter et rire : Belles, le verre en main nous braverons vos coups ; Et nous ne songerons à vous, Que pour le plaisir d'en médire."")",0.0
-,"('#la-folie', ""C'en est donc fait, tu n'es plus sous ma loi ; Ingrat, tous tes serments sont autant de parjures ; Si j'avais outragé ta foi, Qui t'empêchait, Cruel, d'éclater en murmures ? Il fallait m'accabler d'injures ; C'aurait été du moins te souvenir de moi. Je ne me connais plus dans ma douleur profonde. Que tout sente avec moi mes déplaisirs cruels, Abandonnons le soin du monde, À la triste Raison livrons tous les mortels. Déchirons, déchirons le voile salutaire, Qu'au devant de leurs yeux je déployais toujours ; Et que privés de mon secours, Ils sentent, comme moi l'excès de leur misère. Vous, allez sceptre vain, dont j'impose mes lois : Vous n'êtes plus pour moi qu'un inutile poids. Que sert tout cet éclat ? Que sert mon rangs suprême, Quand l'ingrat que j'aimais m'ose sacrifier ? Ah ! Puisqu'il a pu m'oublier, Je voudrais m'oublier moi-même ! Elle jette sa Marotte. Elle se laisse tomber."")",0.0
-,"('#momus', ""La joie et la douleur, tout en elle est extrême, Cet ornement peut servir mes désirs. Mais j'ai pitié du trouble où son âme se livre. Vous, qu'elle a choisi pour la suivre, Venez, et dans son coeur rappelez les plaisirs. Prenant la marotte de LA FOLIE."")",0.0
-,"('#choeur-des-suivantes-de-la-folie', ""Craignez de vous faire Un triste destin ; Si vous voulez plaire Chassez le chagrin : Dès que l'on s'y livre On perd ses appas. Eh ! Qui voudrAit suivre Désormais vos pas ? Est-il doux de vivre, Quand on ne plaît pas ?"")",0.0
-,"('#la-folie', ""Quoi ! Je verrais mes appas s'effacer ! Non, non, à ma douleur j'aime mieux renoncer. Qu'avec moi le Plaisir tienne ici son empire, Que tout le ressente et l'inspire. Vous, mes chers compagnons, paraissez, venez tous, Un Rideau s'ouvre au fond du Théâtre, et laisse voir un Salon rempli de musiciens, auxquels un Maître de musique bat la mesure : Il paraît en même temps un Professeur de Folie, suivi de plusieurs écoliers."")",0.0
-,"('#la-folie #le-choeur', ""Qu'en ces lieux chacun chante ; Que l'Echo chante avec nous. Tout nous rit, tout nous enchante ; Goûtons les biens les plus doux. Heureux un coeur qui s'oublie ! Devenons encor plus fous ; De notre aimable folie Rendons les sages jaloux."")",0.0
-,"('#le-professeur-de-folie', ""Son Professor di pazzia ; Volate, Scholari ; Sarete Dottori Nell'arte d'allegria."")",0.0
-,"('#choeur-de-la-suite-de-la-folie', ""Volate, Scholari ; Sarete Dottori Nell'arte d'allegria."")",0.0
-,"('#le-professeur-de-folie', ""Cantate, cantate. Amorosi sospiri Son il canto di cuori. Il chante avec l'écolier."")",0.0
-,"('#le-professeur-de-folie', 'E la prima lettione. La secunda ballate. Un danseur et une Danseuse dansent autour de lui.')",0.0
-,"('#le-professeur-de-folie', 'La terza, rimate.')",0.0
-,"('#le-poete', ""L'ardore .... D'Amore ... ."")",0.0
-,"('#le-professeur-de-folie', 'Bene , bene.')",0.0
-,"('#le-poete', ""L'ardore, D'Amore.... Egoia d'el cuore."")",0.0
-,"('#le-professeur-de-folie', ""Bene, bene, bene. Cantate, ballate, rimate : E d'ella pazzia la perfettione, À Tous."")",0.0
-,"('#choeur', ""Cantate, ballate, rimate. E d'ella pazzia la perfettione."")",0.0
-,"('#le-musicien #le-choeur', ""Amour, fais-nous ressentir tes feux, Triomphe, triomphe, viens nous rendre heureux. Que tes faveurs soient pour les plus fous. Fuyez, Sagesse, Fuyez, Vieillesse, Nos tendres plaisirs ne sont pas faits pour vous, Amour, fais-nous ressentir tes feux, Triomphe, triomphe, viens nous rendre heureux. Puni les cruelles Et les inconstants ; Attendri les belles, Fixe les amants ; Qu'ils soient tous fidèles, Qu'ils soient tous contents."")",0.0
-,"('#la-folie', 'Venez poursuivre ailleurs cette réjouissance ; Le changement de lieux plaît à mon inconstance.')",0.0
-,"('#momus', ""Il faut qu'avec cet ornement, J'aie encor le plaisir de tromper son amant."")",0.0
-,"('#le-carnaval', ""Qu'apprendrai-je, Momus, de l'objet de mes voeux ?"")",0.0
-,"('#momus', ""Je viens d'en triompher sans peine, L'Amour a dans son coeur fait renaître ses feux ; Et pour éterniser sa chaîne, Elle veut que l'hymen y joigne encor ses noeuds."")",0.0
-,"('#le-carnaval', 'Ah ! Momus, cher Momus, que tu me rends heureux !')",0.0
-,"('#momus', ""Du nouvel amour qui l'engage Elle suivra toujours la loi : Son coeur désormais moins volage, M'a juré de n'aimer que moi."")",0.0
-,"('#le-carnaval', 'Que vous ?')",0.0
-,"('#momus', 'Reconnaissez ce gage de sa foi.')",0.0
-,"('#le-carnaval', 'Ô Ciel ! ')",0.0
"('#daphne', ""Fuyez cette triste douceur. Il vaut mieux qu'une prompte absence Rende le calme à votre coeur, Que de vous voir enfin guéri par ma rigueur, Ma haine, ou mon indifférence."")","('#momus', ""Épargnez-vous une plainte frivole. Que le Dieu du vin vous console Du coeur d'une ingrate beauté. Que pour ce Dieu charmant votre ardeur se réveille ; Venez, courez au vin que vous avez quitté ; Vous trouverez au fond de la bouteille, Le repos et la liberté. Il sort."")",0.5640395879745483
"('#tharsis', ""Ô Ciel ! Lui dois-je ajouter foi ? Quoi ! Ne pouvoir m'aimer ! me haïr ! me le dire ! Amour, tyran des coeurs, depuis que sous ta loi On gémit, on pleure, on soupire, Fut-il jamais amant plus malheureux que moi ? Que je sache au moins, inhumaine, Ce qu'a Tharsis en lui de si digne de haine ?"")","('#le-carnaval', ""Le suivrai-je ?... Mais quoi ! Laisser une volage S'applaudir en repos de m'oser outrager ? Non, il faut la punir : c'est mériter l'outrage, Que de n'oser pas s'en venger. Toi, sombre et triste Hiver, Divinité puissante ; Si jamais sur tes pas j'ai conduit les Plaisirs ; Si par mes soins ton règne enchante, Plus que le règne heureux de Flore et des Zéphirs : Reconnais mes faveurs au gré de mes désirs ; Rends aujourd'hui ma vengeance éclatante. Volez, volez, rapides Aquilons, Faites sur ce Palais les effets de la foudre ; Qu'il se brise, qu'il tombe en poudre : Élevez en ces lieux d'horribles tourbillons. Que cette île devienne un séjour effroyable, Faites-y déborder les flots ; Qu'elle soit à jamais l'image épouvantable De l'horreur du premier chaos. Les vents brisent le palais."")",0.6874995231628418
"('#daphne', ""Son amour ; c'est assez : je le dis à regret. Vous avez dans mon coeur quelque ennemi secret Qui met un voile sur ces charmes A qui d'autres auraient déjà rendu les armes. Enfin quittez nos bords, Seigneur, vous ferez mieux ; Qui ne peut être aimé doit s'éloigner des lieux Où sans cesse il peut voir le sujet de ses peines. Faut-il livrer son coeur à d'éternelles gênes Pour le plaisir de ses yeux ? Je vous laisse, et me tais ; ma fuite et mon silence Vous seront des tourments plus doux."")","('#la-folie', ""Mon amant dans mes fers est toujours arrêté, Au trouble de ces lieux je vois trop qu'il m'adore. Malgré le secours du Léthé, Puisqu'il se venge, il m'aime encore. Quel triomphe pour mes attraits ! Ah ! Que sa vengeance m'enchante ! L'air mugissant, l'onde grondante, Les arbres arrachés dans le sein des forêts, Les rochers renversés, et la terre tremblante, Ah ! Que ce spectacle m'enchante ! Quel triomphe pour mes attraits !"")",0.681694507598877
