piis-cassandre-astrologue,anseaume-tableau-parlant,Score
-,"('#isabelle', 'Laissez-moi faire. La circonstance... Qui me suffoque... Assurément Le tourment... Et puis les craintes À Colombine. À Cassandre.')",0.0
-,"('#colombine', 'Bien, bien. ')",0.0
-,"('#cassandre', ""Fille pleure, je crois. Chère petite calme-toi. Tu m'attendris trop par tes plaintes. TRIO."")",0.0
-,"('#cassandre', 'Il faut partir, ô peine extrême !')",0.0
-,"('#colombine', ""S'éloigne-t-on de ce qu'on aime ?"")",0.0
-,"('#isabelle', 'Hélas ! Que faire seule ici !')",0.0
-,"('#cassandre', 'Console-toi, ma toute belle. ')",0.0
-,"('#colombine', 'Que je la plains, pauvre Isabelle !')",0.0
-,"('#isabelle', 'Pouvez-vous me quitter ainsi ?')",0.0
-,"('#cassandre', 'Ma toute belle ! ')",0.0
-,"('#colombine', ""Pauvre Isabelle ! Pouvez-vous l'affliger ainsi !"")",0.0
-,"('#isabelle', 'Pouvez-vous me quitter ainsi ?')",0.0
-,"('#cassandre', 'Quel bonheur de te plaire ainsi ! Rassure-toi, chère Isabelle : De ton amant le coeur fidèle Auprès de toi toujours sera.')",0.0
-,"('#isabelle', ""En proie à ma douleur mortelle, Pendant votre absence cruelle, Le noir chagrin m'accablera."")",0.0
-,"('#colombine', ""La friponne ! L'entend-elle ? Pour le peu qu'elle s'en mêle. Des maris elle trompera, Tout autant qu'elle en trouvera. "")",0.0
-,"('#cassandre', 'Il faut partir ! etc. ')",0.0
-,"('#colombine', 'Et cette affaire-là ne saurait se remettre ?')",0.0
-,"('#isabelle', 'Tais-toi donc, laisse-le partir.')",0.0
-,"('#cassandre', 'Eh bien ! Pour vous faire plaisir Je vais envoyer une lettre Comme si ma santé....')",0.0
-,"('#colombine', 'Non, non.')",0.0
-,"('#isabelle', ""Non ; j'appréhenderais que cette complaisance Ne fit tort à votre prudence, Et l'amour doit se taire où parle la raison."")",0.0
-,"('#cassandre', 'Croyez-vous ? Il faut donc se foire violence. ')",0.0
-,"('#isabelle', 'Oui, partez.')",0.0
-,"('#cassandre', 'Si pourtant.. ')",0.0
-,"('#colombine', 'Pars donc, maudit barbon. ')",0.0
-,"('#isabelle', 'Et revenez en diligence.')",0.0
-,"('#cassandre', ""J'entrevois du mic-mac, mais voyons jusqu'au bout, Dans votre appartement rentrez, ma chère amie ; Rentre avec elle aussi, Colombine et surtout, Tiens lui fidèle compagnie. À Isabelle."")",0.0
-,"('#isabelle', 'Allons.... adieu, Monsieur.')",0.0
-,"('#cassandre', 'Adieu, consolez-vous.')",0.0
-,"('#isabelle', 'Prenez bien garde aux voleurs. ')",0.0
-,"('#colombine', 'Aux filous. ')",0.0
-,"('#isabelle', ""On dit que l'on en voit tant et plus sur la route. "")",0.0
-,"('#colombine', 'Vos pistolets sont-ils en bon état ?')",0.0
-,"('#cassandre', ""Sans doute. J'ai tout ce qu'il me faut."")",0.0
-,"('#colombine', 'Adieu Monsieur.')",0.0
-,"('#cassandre', 'Adieu. Colombine et Isabelle rentrent dans leurs chambres.')",0.0
-,"('#cassandre', ""J'en reviens toujours là. Tout ceci n'est qu'un jeu. Un changement si promet cache quelque mystère. Après tant de rigueur, de rebuts, de mépris, Si cette douleur est sincère, Oh ! Pour le coup je serais bien surpris. Mais à quoi bon cette maudite ruse ? Eh ! N'est-ce pas assez que cela les amuse ? Elles font jeunes toutes deux, Et d'un sexe... moi je suis vieux... Cela suffit. Il faut que je sois leur victime, Et m'épargner serait un crime. Pour tromper un pauvre vieillard, Il n'est détour que l'on n'invente ; Il n'est effort que l'on ne tente. Enfants, neveux, valet, servante, Chacun brûle d'y prendre part On le dorlote, on le mitonne... Tout cela n'est que trahison. Tantôt c'est une main friponne Qu'on lui passe sous le menton... Le bon homme enchanté s'écrie, « Ah ! Quel bonheur ! ma chère amie... Encor... Encor... »  Tu ne vois, pas pauvre butor, Que cette main qui te caresse,  Qui de plaisir sait t'enivrer.  Cachant le fer dont elle blesse? Te flatte pour te déchirer. Pour tromper un pauvre vieillard? Il n'est détours que l'on n'invente, Il n'est effort que l'on ne tente. Enfants, neveux, valet, servante, Chacun brûle d'y prendre part. Pour mol qui, grâce au Ciel, ai vécu plus d'un jour ; Je connais les ruses d'amour, Et malgré mon air imbécile. Peut-être qu'à tromper je serai difficile. Déjà par un voyage à plaisir inventé Je leur laisse à dessein liberté toute entière. Et dans ce cabinet secrètement posté, Je verrai de quelle manière... Qu'entends-je... des ris, des éclats ! Ah ! Tant mieux, le chagrin ne les maigriras pas. Mais pourquoi ce nouveau délire ?... Colombine... ARIETTE. Il appelle."")",0.0
-,"('#colombine', 'Monsieur... comment ! Encore ici ? Nous vous croyons déjà parti.')",0.0
-,"('#cassandre', 'Je le pense. Est-ce là ce qui vous faisait rire !')",0.0
-,"('#colombine', ""Non, vraiment... c'est... que nos deux serins. Qu'on avait mis ensemble en cage, Le mâle est échappé... Vous jugez quel chagrin... La femelle gémit, Isabelle en enrage, Et dans l'excès de sa douleur. Dit, en sanglotant, qu'un malheur Ne vas jamais sans l'autre. "")",0.0
-,"('#cassandre', 'Et toi ?')",0.0
-,"('#colombine', 'Je la console.')",0.0
-,"('#cassandre', 'En riant ? ')",0.0
-,"('#colombine', 'Justement je ris comme une folle, Par contre-coup je la fais rire aussi.')",0.0
-,"('#cassandre', ""Écoute... à coeur ouvert expliquons-nous ici. Est-il bien certain qu'elle m'aime."")",0.0
-,"('#colombine', 'Quoi ! Vous en doutez ! ')",0.0
-,"('#cassandre', ""Qu'elle m'aime... De la façon que je voudrais ?"")",0.0
-,"('#colombine', ""Qu'elle est votre façon, dites-nous ça vous même, Qu'exigez-vous ?"")",0.0
-,"('#cassandre', ""J'exigerais Qu'étant à m'épouser ainsi déterminée, L'amour fit les honneurs de ce doux hyménée, Et qu'elle ne m'épousât pas Dans l'espoir d'être bientôt veuve."")",0.0
-,"('#colombine', 'Quelle idée ! Et sur quelle preuve, Lui prêtez-vous des sentiments si bas ?')",0.0
-,"('#cassandre', ""Quand on voit une jeune fille Épouser un vieillard ; on croit toujours que c'est Quelque raison secrète, ou motif d'intérêt, Qui la guide, et cela fait que l'on en babille. Je ne veux point donner matière aux médisants. Dans ma femme je veux trouver les sentiments Qu'inspire une tendresse extrême. Je veux enfin, je veux être aimé pour moi-même ;  Tout comme si je n'avais que vingt ans."")",0.0
-,"('#colombine', ""C'est votre dernier mot ?"")",0.0
-,"('#cassandre', ""Oui, voilà mon système. Est-ce ainsi qu'elle pense ? "")",0.0
"('#cassandre', 'Passez.')","('#colombine', 'Non.')",0.9898014068603516
"('#leandre', 'Non, vraiment.')","('#cassandre', 'Pourquoi ?')",0.5835092067718506
