Dracor_ID,Wikidata_ID
fre001433,Q9068
fre001434,Q9068
fre001435,Q9068
fre001436,Q9068
fre001437,Q9068
fre001438,Q9068
fre001439,Q9068
fre001440,Q9068
fre001441,Q9068
fre001442,Q9068
fre001443,Q9068
fre001444,Q9068
fre001445,Q9068
fre001446,Q9068
fre001447,Q9068
fre001448,Q9068
fre001449,Q9068
fre001450,Q9068
fre001451,Q9068
fre001452,
fre001453,Q3017432
fre001454,
fre001455,Q2851205
fre001456,Q2851205
fre001457,Q3213138
fre001458,Q3213138
fre001459,Q3213138
fre001460,Q104578509
fre001461,Q361004
fre001462,Q1094120
fre001463,Q1153820
fre001464,Q1153820
fre001465,Q274936
fre001466,Q343159
fre001467,Q3164390
fre001468,Q561715
fre001469,
fre001470,Q3816
fre001471,Q379949
fre001472,Q379949
fre001473,Q379949
fre001474,Q379949
fre001475,Q379949
fre001476,Q330573
fre001477,Q551787
fre001478,Q51107
fre001479,Q51107
fre001480,Q51107
fre001481,Q51107
fre001482,Q51107
fre001483,Q51107
fre001484,Q51107
fre001485,Q51107
fre001486,Q51107
fre001487,Q51107
fre001488,Q51107
fre001489,Q51107
fre001490,Q51107
fre001491,Q51107
fre001492,Q448
fre001493,
fre001494,
fre001495,
fre001496,
fre001497,
fre001498,
fre001499,Q3345844
fre001500,Q3345844
fre001501,Q1677861
fre001502,
fre001503,
fre001504,
fre001505,Q117913
fre001506,
fre001507,Q1153820
fre001508,Q16741996
fre001509,Q16741996
fre001510,Q16741996
fre001511,Q16741996
fre001512,Q16741996
fre001513,Q16741996
fre001514,Q16741996
fre001515,Q16741996
fre001516,Q16741996
fre001517,Q379949
fre001518,
fre001519,Q15969802
fre001520,Q2824848
fre001521,Q2824848
fre001522,Q2824848
fre001523,Q2824848
fre001524,Q2824848
fre001525,Q2824848
fre001526,Q2824848
fre001527,Q2824848
fre001528,Q2824848
fre001529,Q2824848
fre001530,Q2824848
fre001531,Q982053
fre001532,Q982053
fre001533,Q982053
fre001534,Q982053
fre001535,Q982053
fre001536,Q982053
fre001537,Q982053
fre001538,Q982053
fre001539,Q982053
fre001540,Q982053
fre001541,Q51107
fre001542,Q51107
fre001543,Q448
fre001544,Q1251496
fre001545,Q309974
fre001546,Q535
fre001547,Q535
fre001548,Q535
fre001549,Q535
fre001550,Q535
fre001551,
fre001552,
fre001553,Q18197766
fre001554,Q128460
fre001555,Q379947
fre001556,Q276675
fre001557,
fre001558,Q9068
fre001559,Q504
fre001560,Q504
fre001561,Q531726
fre001562,Q52155506
fre001563,Q52155506
fre001564,Q726967
fre001565,Q726967
fre001566,Q726967
fre001567,Q726967
fre001568,Q726967
fre001569,Q2355014
fre001570,Q371905
fre001571,Q970585
fre001572,Q970585
fre001573,Q970585
fre001574,
fre001575,
fre001576,
fre001577,
fre001578,
fre001579,
fre001580,
fre001581,Q585558
fre001582,
fre001583,Q312630
fre001584,
fre001585,Q3180772
fre001586,Q3340819
fre001587,Q3425806
fre001588,Q3425806
fre001589,Q3425806
fre001590,Q3425806
fre001591,Q3425806
fre001592,Q16741996
fre001593,
fre001594,Q379949
fre001595,Q379949
fre001596,Q379949
fre001597,Q379949
fre001598,Q379949
fre001599,Q379949
fre001600,Q350566
fre001601,Q350566
fre001602,Q350566
fre001603,Q350566
fre001604,Q350566
fre001605,Q350566
fre001606,Q4821034
fre001607,Q16741996
fre001612,Q16741996
fre001613,Q16741996
fre001614,
fre001615,
fre001616,
fre001617,Q2958578
fre001618,Q2340976
fre001619,Q965374
fre001620,Q3017432
fre001621,Q3017432
fre001622,Q3017432
fre001623,Q3568466
fre001624,Q325083
fre001625,Q15845440
fre001626,Q2824848
fre001627,Q982053
fre001628,Q982053
fre001629,Q982053
fre001630,Q982053
fre001631,Q982053
fre001632,Q982053
fre001633,Q982053
fre001634,Q982053
fre001635,Q3592732
fre001636,Q3592732
fre001637,Q3592732
fre001638,Q3592732
fre001639,Q3592732
fre001640,Q3592732
fre001641,Q3592732
fre001642,Q3132242
fre001643,Q3132242
fre001644,Q3261456
fre001645,Q3261456
fre001646,Q3261456
fre001647,Q3261456
fre001648,Q3261456
fre001649,Q3261456
fre001650,
fre001651,Q171730
fre001652,
fre001653,Q2404425
fre001654,Q51107
fre001655,Q51107
fre001656,Q51107
fre001657,Q51107
fre001658,Q51107
fre001659,Q51107
fre001660,Q51107
fre001661,Q51107
fre001662,Q51107
fre001663,Q51107
fre001664,Q51107
fre001665,Q51107
fre001666,Q51107
fre001667,Q51107
fre001668,Q51107
fre001669,Q51107
fre001670,Q51107
fre001671,Q51107
fre001672,Q51107
fre001673,Q51107
fre001674,Q51107
fre001675,Q51107
fre001676,Q18197538
fre001677,Q18197538
fre001678,Q585987
fre001679,
fre001680,Q361456
fre001681,Q361456
fre001682,Q94825445
fre001683,Q94825445
fre001684,Q94825445
fre001685,Q43249420
fre001686,Q553446
fre001687,Q49465
fre001688,
fre001689,
fre001690,
fre001691,
fre001692,Q55037230
fre001693,Q55037230
fre001694,Q55037230
fre001695,Q55037230
fre001696,Q55037230
fre001697,Q55037230
fre001698,Q3308793
fre001699,Q309974
fre001700,Q309974
fre001701,Q309974
fre001702,Q2622119
fre001703,Q449451
fre001704,Q18197570
fre001705,Q17254955
fre001706,Q1356595
fre001707,Q1356595
fre001708,Q705210
fre001709,
fre001710,Q3188695
fre001711,Q3188695
fre001712,Q3188695
fre001713,Q379929
fre001714,
fre001715,Q2060812
fre001716,Q3262517
fre001717,Q3262517
fre001718,Q3262517
fre001719,Q3262517
fre001720,Q3262517
fre001721,Q3262517
fre001722,
fre001723,Q9327
fre001724,Q9327
fre001725,Q23441
fre001726,Q23441
fre001727,
fre001728,
fre001729,
fre001730,
fre001731,
fre001732,
fre001733,
fre001734,
fre001735,
fre001736,
fre001737,
fre001738,
fre001739,
fre001740,
fre001741,
fre001742,
fre001743,
fre001744,
fre001745,
fre001746,
fre001747,
fre001748,
fre001749,
fre001750,
fre001751,
fre001752,
fre001753,
fre001754,
fre001755,
fre001756,
fre001757,
fre001758,
fre001759,
fre001760,
fre001761,
fre001762,Q2566423
fre001763,Q475526
fre001764,Q4775492
fre001765,Q179680
fre001766,Q179680
fre001767,Q179680
fre001768,Q179680
fre001769,Q179680
fre001770,Q179680
fre001771,Q179680
fre001772,Q179680
fre001773,Q179680
fre001774,Q3121274
fre001775,Q1933689
fre001776,Q1330059
fre001777,Q3383149
fre001778,Q3175629
fre001779,Q362339
fre001780,Q49465
fre001781,
fre001782,Q379947
fre001783,Q379947
fre001784,Q314987
fre001785,Q314987
fre001786,Q314987
fre001787,Q3047977
fre001788,Q77428475
fre001789,Q822205
fre001790,Q319261
fre001791,Q367243
fre001792,Q3480860
fre001793,Q633302
fre001794,Q633302
fre001795,Q633302
fre001796,Q276675
fre001797,Q3307083
fre001798,Q3307083
fre001799,Q3307083
fre001800,
fre001801,Q3425806
fre001802,Q3425806
fre001803,Q3425806
fre001804,Q3425806
fre001805,Q3425806
fre001806,Q3425806
fre001807,Q3425806
fre001808,Q3425806
fre001809,Q3425806
fre001810,Q3425806
fre001811,Q3425806
fre001812,Q3425806
fre001813,Q3425806
fre001814,Q3425806
fre001815,Q3425806
fre001816,Q3425806
fre001817,Q3425806
fre001818,Q3425806
fre001819,Q3425806
fre001820,Q3425806
fre001821,Q52155506
fre001822,
fre001823,Q9711
fre001824,Q312630
fre001825,Q312630
fre001826,Q312630
fre001827,Q3164390
fre001828,Q1974901
fre001829,Q1974901
fre001830,Q3425806
fre001831,Q3425806
fre001832,Q3425806
fre001833,Q3425806
fre001834,Q3425806
fre001835,Q3425806
fre001836,Q3425806
fre001837,Q3425806
fre001838,Q3425806
fre001839,Q3425806
fre001840,Q3425806
fre001841,Q3425806
fre001842,Q3425806
fre001843,Q3425806
fre001844,Q3425806
fre001845,Q3425806
fre001846,Q3425806
fre001847,Q3425806
fre001848,Q3425806
fre001849,Q3425806
fre001850,Q3425806
fre001851,Q3425806
fre001852,Q3425806
fre001853,Q3425806
fre001854,Q3160243
fre001855,
fre001856,
fre001857,Q2742471
fre001858,Q3047696
fre001859,Q535188
fre001860,
fre001861,Q3552156
fre001862,Q3552156
fre001863,Q3372207
fre001864,Q2404425
fre001865,Q2404425
fre001866,Q2960722
fre001867,Q18197531
fre001868,Q3340576
fre001869,
fre001870,Q3171807
fre001871,Q3171807
fre001872,Q3171807
fre001873,Q3171807
fre001874,Q117165420
fre001875,Q981902
fre001876,Q3160243
fre001877,Q49465
fre001878,Q49465
fre001879,Q49465
fre001880,Q1986373
fre001881,Q42443
fre001882,Q18197570
fre001883,Q5622850
fre001884,Q1393375
fre001885,Q1393375
fre001886,Q1356595
fre001887,Q535
fre001888,Q535
fre001889,Q535
fre001890,Q3136006
fre001891,Q77136568
fre001892,Q1333348
fre001893,Q267962
fre001894,Q3135516
fre001895,Q3136086
fre001896,Q3856395
fre001897,Q2566423
fre001898,
fre001899,Q191305
fre001900,Q3175629
fre001901,Q2958057
fre001902,Q2958057
fre001903,Q2958057
fre001904,Q3086574
fre001905,Q128460
fre001906,Q3174141
fre001907,
fre001908,
fre001909,
fre001910,
fre001911,Q561715
fre001912,Q561715
fre001913,Q561715
fre001914,Q561715
fre001915,Q561715
fre001916,Q561715
fre001917,Q561715
fre001918,Q561715
fre001919,Q561715
fre001920,Q1096895
fre001921,Q1096895
fre001922,Q1096895
fre001923,Q1096895
fre001924,Q3469945
fre001925,Q47298535
fre001926,Q367243
fre001927,Q130140070
fre001928,
fre001929,Q16741996
fre001930,Q3568466
fre001931,
fre001932,Q18197531
fre001933,Q28871780
fre001934,
fre001935,Q202749
fre001936,Q2058470
fre001937,Q3372207
fre001938,Q3372207
fre001939,Q3372207
fre001940,
fre001941,Q3535636
fre001942,Q5715730
fre001943,Q21027412
fre001944,
fre001945,Q179680
